Geneid	Genename	length
ENSG00000008311	AASS	70745
ENSG00000128610	FEZF1	3449
ENSG00000081803	CADPS2	568334
ENSG00000188050	RNF133	1384
ENSG00000235631	RNF148	1256
ENSG00000128519	TAS2R16	998
ENSG00000081800	SLC13A1	86440
ENSG00000164675	IQUB	34021
ENSG00000128609	NDUFA5	16768
ENSG00000146809	ASB15	72473
ENSG00000170807	LMOD2	8426
ENSG00000106299	WASL	67062
ENSG00000106302	HYAL4	32314
ENSG00000106304	SPAM1	46102
ENSG00000234224	TMEM229A	2148
ENSG00000230268	SSU72P8	586
ENSG00000170775	GPR37	21909
ENSG00000128513	POT1	107598
ENSG00000179603	GRM8	813768
ENSG00000048405	ZNF800	22667
ENSG00000179562	GCC1	4970
ENSG00000004059	ARF5	3297
ENSG00000106328	FSCN3	8410
ENSG00000106331	PAX4	7852
ENSG00000197157	SND1	440401
ENSG00000128594	LRRC4	4368
ENSG00000174697	LEP	16353
ENSG00000106344	RBM28	46225
ENSG00000224940	PRRT4	11361
ENSG00000106348	IMPDH1	17961
ENSG00000135245	HILPDA	2517
ENSG00000165055	METTL2B	29856
ENSG00000205085	FAM71F2	15582
ENSG00000135248	FAM71F1	22550
ENSG00000128595	CALU	34043
ENSG00000128617	OPN1SW	3311
ENSG00000128596	CCDC136	30164
ENSG00000128591	FLNC	28868
ENSG00000135253	KCP	33856
ENSG00000128524	ATP6V1F	2942
ENSG00000272899	ATP6V1FNB	5719
ENSG00000128604	IRF5	12417
ENSG00000064419	TNPO3	100995
ENSG00000230626	AC011005.1	4277
ENSG00000158457	TSPAN33	24994
ENSG00000128602	SMO	24843
ENSG00000158467	AHCYL2	205190
ENSG00000128578	STRIP2	53969
ENSG00000240204	SMKR1	10389
ENSG00000106459	NRF1	127004
ENSG00000186591	UBE2H	122230
ENSG00000091732	ZC3HC1	33061
ENSG00000128607	KLHDC10	65173
ENSG00000146842	TMEM209	40695
ENSG00000165120	SSMEM1	8986
ENSG00000158516	CPA2	22937
ENSG00000128510	CPA4	31021
ENSG00000158525	CPA5	23885
ENSG00000091704	CPA1	4325
ENSG00000106477	CEP41	47247
ENSG00000106484	MEST	14382
ENSG00000158623	COPG2	162512
ENSG00000213265	TSGA13	18786
ENSG00000266265	KLF14	3512
ENSG00000128585	MKLN1	168758
ENSG00000128567	PODXL	56303
ENSG00000221866	PLXNA4	453962
ENSG00000106554	CHCHD3	297222
ENSG00000131558	EXOC4	812685
ENSG00000155530	LRGUK	82959
ENSG00000205060	SLC35B4	27600
ENSG00000085662	AKR1B1	16717
ENSG00000198074	AKR1B10	13847
ENSG00000227471	AKR1B15	5688
ENSG00000172331	BPGM	32984
ENSG00000122786	CALD1	191097
ENSG00000146856	AGBL3	149272
ENSG00000122783	CYREN	78334
ENSG00000146859	TMEM140	18145
ENSG00000105875	WDR91	17343
ENSG00000146857	STRA8	24656
ENSG00000080802	CNOT4	123927
ENSG00000155561	NUP205	90838
ENSG00000243317	STMP1	13904
ENSG00000164707	SLC13A4	46965
ENSG00000189320	FAM180A	19223
ENSG00000105887	MTPN	50601
ENSG00000181072	CHRM2	151563
ENSG00000105894	PTN	116412
ENSG00000157680	DGKI	465939
ENSG00000182158	CREB3L2	127109
ENSG00000122787	AKR1D1	41848
ENSG00000122779	TRIM24	129739
ENSG00000157703	SVOPL	69288
ENSG00000105929	ATP6V0A4	91904
ENSG00000214128	TMEM213	8767
ENSG00000122778	KIAA1549	150010
ENSG00000146858	ZC3HAV1L	10338
ENSG00000105939	ZC3HAV1	66207
ENSG00000105948	TTC26	58210
ENSG00000157741	UBN2	77001
ENSG00000164898	FMC1	4993
ENSG00000146963	LUC7L2	47999
ENSG00000188883	KLRG2	30985
ENSG00000236279	CLEC2L	5833
ENSG00000064393	HIPK2	216430
ENSG00000059377	TBXAS1	242077
ENSG00000059378	PARP12	39204
ENSG00000006459	KDM7A	92239
ENSG00000157800	SLC37A3	104798
ENSG00000146955	RAB19	23918
ENSG00000133606	MKRN1	26291
ENSG00000146966	DENND2A	122395
ENSG00000133597	ADCK2	22167
ENSG00000090266	NDUFB2	26121
ENSG00000157764	BRAF	205594
ENSG00000090263	MRPS33	12344
ENSG00000261115	TMEM178B	406318
ENSG00000006530	AGK	102651
ENSG00000257093	DENND11	45440
ENSG00000214102	WEE2	22920
ENSG00000106028	SSBP1	3334
ENSG00000127362	TAS2R3	1102
ENSG00000127364	TAS2R4	5019
ENSG00000127366	TAS2R5	1152
ENSG00000165076	PRSS37	5187
ENSG00000257335	MGAM	110870
ENSG00000258083	OR9A4	4228
ENSG00000258227	CLEC5A	19619
ENSG00000257138	TAS2R38	1144
ENSG00000257743	MGAM2	110572
ENSG00000258223	PRSS58	5885
ENSG00000270672	MTRNR2L6	1448
ENSG00000204983	PRSS1	2538
ENSG00000275896	PRSS2	3593
ENSG00000106123	EPHB6	15972
ENSG00000165125	TRPV6	14178
ENSG00000127412	TRPV5	25647
ENSG00000165131	LLCFC1	1386
ENSG00000197993	KEL	21251
ENSG00000179468	OR9A2	934
ENSG00000225781	OR6V1	943
ENSG00000159763	PIP	7664
ENSG00000236398	TAS2R39	1018
ENSG00000221937	TAS2R40	1044
ENSG00000197448	GSTK1	7369
ENSG00000178826	TMEM139	3092
ENSG00000106144	CASP2	11967
ENSG00000188037	CLCN1	35974
ENSG00000159784	FAM131B	8402
ENSG00000159840	ZYX	9768
ENSG00000146904	EPHA1	17729
ENSG00000185899	TAS2R60	958
ENSG00000221855	TAS2R41	925
ENSG00000271079	CTAGE15	2588
ENSG00000170379	TCAF2	109438
ENSG00000283528	TCAF2C	8418
ENSG00000271321	CTAGE6	2609
ENSG00000198420	TCAF1	50803
ENSG00000221910	OR2F2	955
ENSG00000213215	OR2F1	9518
ENSG00000221813	OR6B1	8475
ENSG00000221836	OR2A5	9899
ENSG00000221933	OR2A25	6061
ENSG00000221858	OR2A12	12677
ENSG00000221989	OR2A2	958
ENSG00000221938	OR2A14	8014
ENSG00000225932	CTAGE4	2589
ENSG00000213214	ARHGEF35	9752
ENSG00000212807	OR2A42	11363
ENSG00000243896	OR2A7	7131
ENSG00000244693	CTAGE8	2589
ENSG00000221970	OR2A1	10320
ENSG00000050327	ARHGEF5	25232
ENSG00000106410	NOBOX	12989
ENSG00000196511	TPK1	120298
ENSG00000174469	CNTNAP2	2304199
ENSG00000170279	C7orf33	25096
ENSG00000055130	CUL1	102073
ENSG00000106462	EZH2	9315
ENSG00000155660	PDIA4	25596
ENSG00000197362	ZNF786	21079
ENSG00000204947	ZNF425	23542
ENSG00000197024	ZNF398	35591
ENSG00000170265	ZNF282	30694
ENSG00000170260	ZNF212	15957
ENSG00000204946	ZNF783	22794
ENSG00000196453	ZNF777	29701
ENSG00000181220	ZNF746	10115
ENSG00000133619	KRBA1	19520
ENSG00000181444	ZNF467	9408
ENSG00000106479	ZNF862	29106
ENSG00000171130	ATP6V0E2	17605
ENSG00000106526	ACTR3C	79659
ENSG00000188707	ZBED6CL	10084
ENSG00000127399	LRRC61	14803
ENSG00000106538	RARRES2	3345
ENSG00000214022	REPIN1	5256
ENSG00000196456	ZNF775	19302
ENSG00000284691	AC073111.4	11770
ENSG00000171115	GIMAP8	28765
ENSG00000179144	GIMAP7	6203
ENSG00000133574	GIMAP4	6565
ENSG00000133561	GIMAP6	7272
ENSG00000106560	GIMAP2	7937
ENSG00000213203	GIMAP1	7673
ENSG00000196329	GIMAP5	6038
ENSG00000106565	TMEM176B	10075
ENSG00000002933	TMEM176A	3060
ENSG00000002726	AOC1	36879
ENSG00000055118	KCNH2	15917
ENSG00000164867	NOS3	23573
ENSG00000181652	ATG9B	12287
ENSG00000197150	ABCB8	19334
ENSG00000213199	ASIC3	4463
ENSG00000164885	CDK5	4084
ENSG00000164889	SLC4A2	18316
ENSG00000164896	FASTK	3872
ENSG00000164897	TMUB1	2008
ENSG00000133612	AGAP3	4866
ENSG00000164900	GBX1	19687
ENSG00000146926	ASB10	11695
ENSG00000278685	IQCA1L	14625
ENSG00000285480	AC021097.2	2653
ENSG00000033050	ABCF2	15723
ENSG00000033100	CHPF2	6330
ENSG00000082014	SMARCD3	36280
ENSG00000013374	NUB1	36621
ENSG00000187260	WDR86	28916
ENSG00000127377	CRYGN	11980
ENSG00000106615	RHEB	53885
ENSG00000106617	PRKAG2	258437
ENSG00000106648	GALNTL5	63504
ENSG00000178234	GALNT11	12462
ENSG00000055609	KMT2C	301080
ENSG00000196584	XRCC2	31367
ENSG00000133627	ACTR3B	44631
ENSG00000130226	DPP6	841889
ENSG00000157212	PAXIP1	58318
ENSG00000157219	HTR5A	17070
ENSG00000186480	INSIG1	12359
ENSG00000164778	EN2	6704
ENSG00000146910	CNPY1	9035
ENSG00000184863	RBM33	136821
ENSG00000164690	SHH	12485
ENSG00000105982	RNF32	16562
ENSG00000105983	LMBR1	215394
ENSG00000146909	NOM1	23466
ENSG00000130675	MNX1	5811
ENSG00000009335	UBE3C	130446
ENSG00000105993	DNAJB6	80412
ENSG00000155093	PTPRN2	1048769
ENSG00000146918	NCAPG2	65004
ENSG00000117868	ESYT2	98635
ENSG00000126870	WDR60	61617
ENSG00000106018	VIPR2	116694
ENSG00000176269	OR4F21	940
ENSG00000172748	ZNF596	14885
ENSG00000147364	FBXO25	71014
ENSG00000180190	TDRP	54890
ENSG00000104714	ERICH1	58579
ENSG00000198010	DLGAP2	970850
ENSG00000182372	CLN8	22783
ENSG00000104728	ARHGEF10	134717
ENSG00000104728	ARHGEF10	134628
ENSG00000176595	KBTBD11	33261
ENSG00000036448	MYOM2	100412
ENSG00000183117	CSMD1	2059555
ENSG00000147316	MCPH1	241883
ENSG00000091879	ANGPT2	63760
ENSG00000155189	AGPAT5	52863
ENSG00000275591	XKR5	26983
ENSG00000164825	DEFB1	7346
ENSG00000164822	DEFA6	1381
ENSG00000164821	DEFA4	2488
ENSG00000206047	DEFA1	2445
ENSG00000240247	DEFA1B	2434
ENSG00000239839	DEFA3	2430
ENSG00000164816	DEFA5	1437
ENSG00000230549	USP17L1	1594
ENSG00000236125	USP17L4	1594
ENSG00000215372	ZNF705G	30043
ENSG00000177257	DEFB4B	2010
ENSG00000177243	DEFB103B	1462
ENSG00000164871	SPAG11B	2562
ENSG00000177023	DEFB104B	4776
ENSG00000187082	DEFB106B	3898
ENSG00000186599	DEFB105B	1916
ENSG00000198129	DEFB107B	13402
ENSG00000255251	PRR23D1	2825
ENSG00000285975	AC134684.11	3014
ENSG00000285687	AC134684.8	3013
ENSG00000285765	AC134684.9	3011
ENSG00000285814	AC084121.9	3012
ENSG00000285913	AC084121.11	3012
ENSG00000285620	AC084121.6	3012
ENSG00000285937	AC084121.12	3011
ENSG00000285720	AC084121.8	3012
ENSG00000285657	AC084121.7	3012
ENSG00000285607	AC084121.5	3012
ENSG00000285950	AC084121.13	3013
ENSG00000255378	PRR23D2	2824
ENSG00000186572	DEFB107A	3998
ENSG00000186562	DEFB105A	2878
ENSG00000186579	DEFB106A	3916
ENSG00000176782	DEFB104A	4808
ENSG00000178287	SPAG11A	2562
ENSG00000176797	DEFB103A	1273
ENSG00000171711	DEFB4A	2041
ENSG00000215356	ZNF705B	26078
ENSG00000237038	USP17L8	1594
ENSG00000225327	USP17L3	1594
ENSG00000275342	PRAG1	68705
ENSG00000253958	CLDN23	2161
ENSG00000147324	MFHAS1	110278
ENSG00000104626	ERI1	30443
ENSG00000173281	PPP1R3B	14405
ENSG00000173273	TNKS	226436
ENSG00000175806	MSRA	333335
ENSG00000253649	PRSS51	23163
ENSG00000184647	PRSS55	15788
ENSG00000183638	RP1L1	48796
ENSG00000171060	C8orf74	20302
ENSG00000171056	SOX7	6745
ENSG00000254093	PINX1	74916
ENSG00000171044	XKR6	305790
ENSG00000104643	MTMR9	43332
ENSG00000177710	SLC35G5	1350
ENSG00000154319	FAM167A	45279
ENSG00000136573	BLK	70214
ENSG00000136574	GATA4	55774
ENSG00000154328	NEIL2	17637
ENSG00000079459	FDFT1	43733
ENSG00000164733	CTSB	26926
ENSG00000205884	DEFB136	664
ENSG00000205883	DEFB135	2336
ENSG00000205882	DEFB134	3140
ENSG00000233050	DEFB130B	7360
ENSG00000215343	ZNF705D	11129
ENSG00000226430	USP17L7	1684
ENSG00000223443	USP17L2	2416
ENSG00000186523	FAM86B1	11574
ENSG00000232948	DEFB130A	7356
ENSG00000145002	FAM86B2	10731
ENSG00000154359	LONRF1	33622
ENSG00000250305	TRMT9B	84106
ENSG00000164741	DLC1	431492
ENSG00000164743	C8orf48	1421
ENSG00000185053	SGCZ	1153588
ENSG00000104723	TUSC3	226377
ENSG00000038945	MSR1	84772
ENSG00000078579	FGF20	10166
ENSG00000155970	MICU3	95406
ENSG00000104219	ZDHHC2	68319
ENSG00000198791	CNOT7	21893
ENSG00000155975	VPS37A	51068
ENSG00000003987	MTMR7	116559
ENSG00000003989	SLC7A2	73360
ENSG00000104213	PDGFRL	66702
ENSG00000129422	MTUS1	157124
ENSG00000104760	FGL1	45987
ENSG00000078674	PCM1	105130
ENSG00000104763	ASAH1	5741
ENSG00000171428	NAT1	11469
ENSG00000156006	NAT2	9938
ENSG00000156011	PSD3	486402
ENSG00000104611	SH2D4A	82527
ENSG00000147408	CSGALNACT1	198336
ENSG00000104613	INTS10	34653
ENSG00000175445	LPL	28008
ENSG00000036565	SLC18A1	38352
ENSG00000147416	ATP6V1B2	24288
ENSG00000061337	LZTS1	57800
ENSG00000168546	GFRA2	98479
ENSG00000147443	DOK2	4819
ENSG00000130227	XPO7	86925
ENSG00000158806	NPM2	12764
ENSG00000158815	FGF17	4136
ENSG00000158856	DMTN	23351
ENSG00000158863	FAM160B2	15763
ENSG00000275074	NUDT18	2547
ENSG00000168453	HR	18967
ENSG00000168476	REEP4	3889
ENSG00000168481	LGI3	10005
ENSG00000168484	SFTPC	2684
ENSG00000168487	BMP1	46992
ENSG00000168490	PHYHIP	12399
ENSG00000168495	POLR3D	9367
ENSG00000197181	PIWIL2	82254
ENSG00000104635	SLC39A14	55460
ENSG00000104635	SLC39A14	55460
ENSG00000120910	PPP3CC	100049
ENSG00000120896	SORBS3	23863
ENSG00000120913	PDLIM2	6560
ENSG00000241852	C8orf58	4545
ENSG00000158941	CCAR2	16884
ENSG00000147439	BIN3	6108
ENSG00000179388	EGR3	5823
ENSG00000134020	PEBP4	214665
ENSG00000008853	RHOBTB2	20653
ENSG00000120889	TNFRSF10B	48900
ENSG00000173535	TNFRSF10C	14526
ENSG00000173530	TNFRSF10D	28441
ENSG00000104689	TNFRSF10A	34652
ENSG00000147457	CHMP7	18364
ENSG00000104679	R3HCC1	8173
ENSG00000134013	LOXL2	107225
ENSG00000197217	ENTPD4	28487
ENSG00000147454	SLC25A37	46509
ENSG00000167034	NKX3-1	4243
ENSG00000180053	NKX2-6	5018
ENSG00000159167	STC1	12879
ENSG00000042980	ADAM28	64947
ENSG00000134028	ADAMDEC1	21730
ENSG00000069206	ADAM7	68541
ENSG00000104722	NEFM	5334
ENSG00000277586	NEFL	5659
ENSG00000147459	DOCK5	231024
ENSG00000147437	GNRH1	5394
ENSG00000104756	KCTD9	30588
ENSG00000184661	CDCA2	48676
ENSG00000221818	EBF2	203690
ENSG00000221914	PPP2R2A	81174
ENSG00000104765	BNIP3L	30075
ENSG00000240694	PNMA2	9173
ENSG00000092964	DPYSL2	144146
ENSG00000120907	ADRA1A	98471
ENSG00000015592	STMN4	23065
ENSG00000104228	TRIM35	26388
ENSG00000120899	PTK2B	147910
ENSG00000120903	CHRNA2	19507
ENSG00000120915	EPHX2	54423
ENSG00000120885	CLU	16699
ENSG00000168077	SCARA3	39118
ENSG00000147419	CCDC25	39326
ENSG00000171320	ESCO2	4600
ENSG00000168078	PBK	28195
ENSG00000168079	SCARA5	122792
ENSG00000189233	NUGGC	61974
ENSG00000134014	ELP3	100927
ENSG00000168081	PNOC	1562
ENSG00000186918	ZNF395	40872
ENSG00000214050	FBXO16	141971
ENSG00000104290	FZD3	80048
ENSG00000012232	EXTL3	15700
ENSG00000104299	INTS9	122583
ENSG00000147421	HMBOX1	162868
ENSG00000197892	KIF13B	195794
ENSG00000120875	DUSP4	17622
ENSG00000133872	SARAF	20063
ENSG00000104660	LEPROTL1	13118
ENSG00000177669	MBOAT4	12996
ENSG00000104671	DCTN6	27272
ENSG00000157110	RBPMS	187747
ENSG00000197265	GTF2E2	79920
ENSG00000253457	SMIM18	7486
ENSG00000104687	GSR	49782
ENSG00000104691	UBXN8	37341
ENSG00000104695	PPP2CB	27204
ENSG00000133863	TEX15	81466
ENSG00000172733	PURG	2867
ENSG00000165392	WRN	142330
ENSG00000157168	NRG1	1134803
ENSG00000286131	AC083977.1	190
ENSG00000172728	FUT10	102324
ENSG00000129696	TTI2	14678
ENSG00000198042	MAK16	16082
ENSG00000133874	RNF122	19376
ENSG00000133878	DUSP26	8695
ENSG00000156687	UNC5D	561067
ENSG00000215262	KCNU1	151744
ENSG00000183779	ZNF703	4239
ENSG00000147475	ERLIN2	21790
ENSG00000147471	PLPBP	17125
ENSG00000020181	ADGRA2	48015
ENSG00000104221	BRF2	6595
ENSG00000156675	RAB11FIP1	40881
ENSG00000169154	GOT1L1	5845
ENSG00000188778	ADRB3	3611
ENSG00000187840	EIF4EBP1	29833
ENSG00000129691	ASH2L	34553
ENSG00000147465	STAR	7342
ENSG00000175324	LSM1	13359
ENSG00000156735	BAG4	36448
ENSG00000085788	DDHD2	31253
ENSG00000147535	PLPP5	6012
ENSG00000147548	NSD3	112569
ENSG00000165046	LETM2	23053
ENSG00000077782	FGFR1	67494
ENSG00000147526	TACC1	65794
ENSG00000169499	PLEKHA2	72568
ENSG00000169495	HTRA4	14437
ENSG00000169490	TM2D2	7677
ENSG00000168615	ADAM9	108533
ENSG00000197140	ADAM32	106035
ENSG00000168619	ADAM18	145499
ENSG00000104755	ADAM2	94494
ENSG00000131203	IDO1	14901
ENSG00000188676	IDO2	81779
ENSG00000176907	TCIM	1830
ENSG00000165061	ZMAT4	367238
ENSG00000104332	SFRP1	47513
ENSG00000147533	GOLGA7	20400
ENSG00000147536	GINS4	15783
ENSG00000158669	GPAT4	46803
ENSG00000165066	NKX6-3	5642
ENSG00000029534	ANK1	243539
ENSG00000083168	KAT6A	122517
ENSG00000070718	AP3M2	18238
ENSG00000104368	PLAT	3796
ENSG00000104365	IKBKB	61068
ENSG00000070501	POLB	33260
ENSG00000104371	DKK4	3168
ENSG00000078668	VDAC3	14059
ENSG00000168575	SLC20A2	84758
ENSG00000176209	SMIM19	13612
ENSG00000147432	CHRNB3	40043
ENSG00000147434	CHRNA6	16168
ENSG00000131931	THAP1	6653
ENSG00000120925	RNF170	43428
ENSG00000168172	HOOK3	133559
ENSG00000168522	FNTA	9135
ENSG00000185900	POMK	37684
ENSG00000165102	HGSNAT	62393
ENSG00000164808	SPIDR	475370
ENSG00000221869	CEBPD	1253
ENSG00000253729	PRKDC	187027
ENSG00000104738	MCM4	17226
ENSG00000169139	UBE2V2	56279
ENSG00000034239	EFCAB1	20398
ENSG00000019549	SNAI2	3574
ENSG00000168333	PPDPFL	3250
ENSG00000147481	SNTG1	885287
ENSG00000147485	PXDNL	489870
ENSG00000168300	PCMTD1	81520
ENSG00000147488	ST18	298906
ENSG00000196711	ALKAL1	31395
ENSG00000023287	RB1CC1	91979
ENSG00000082556	OPRK1	25915
ENSG00000082556	OPRK1	25915
ENSG00000047249	ATP6V1H	128003
ENSG00000147509	RGS20	107510
ENSG00000187735	TCEA1	55707
ENSG00000120992	LYPLA1	55188
ENSG00000137547	MRPL15	13275
ENSG00000164736	SOX17	2959
ENSG00000104237	RP1	14740
ENSG00000206579	XKR4	440028
ENSG00000167904	TMEM68	9351
ENSG00000137574	TGS1	53001
ENSG00000254087	LYN	134336
ENSG00000008988	RPS20	6899
ENSG00000172680	MOS	1042
ENSG00000181690	PLAG1	50366
ENSG00000170791	CHCHD7	5678
ENSG00000170786	SDR16C5	20172
ENSG00000181195	PENK	5686
ENSG00000104331	IMPAD1	35938
ENSG00000169122	FAM110B	154236
ENSG00000215114	UBXN2B	40142
ENSG00000167910	CYP7A1	9987
ENSG00000137575	SDCBP	29606
ENSG00000035681	NSMAF	76250
ENSG00000198846	TOX	313737
ENSG00000178538	CA8	95990
ENSG00000104388	RAB2A	106659
ENSG00000171316	CHD7	189290
ENSG00000177182	CLVS1	213674
ENSG00000198363	ASPH	58461
ENSG00000185942	NKAIN3	736052
ENSG00000137563	GGH	23916
ENSG00000137561	TTPA	26567
ENSG00000185728	YTHDF3	44234
ENSG00000180828	BHLHE22	3264
ENSG00000172817	CYP7B1	207888
ENSG00000104442	ARMC1	31721
ENSG00000066855	MTFR1	65830
ENSG00000205268	PDE7A	127732
ENSG00000147570	DNAJC5B	78522
ENSG00000147573	TRIM55	48358
ENSG00000147571	CRH	2090
ENSG00000179041	RRS1	1721
ENSG00000147576	ADHFE1	36313
ENSG00000169085	VXN	24965
ENSG00000185697	MYBL1	51045
ENSG00000175073	VCPIP1	38746
ENSG00000104205	SGK3	86841
ENSG00000178460	MCMDC2	51279
ENSG00000261787	TCF24	16092
ENSG00000178125	PPP1R42	57147
ENSG00000121022	COPS5	18549
ENSG00000104218	CSPP1	41707
ENSG00000066777	ARFGEF1	146125
ENSG00000165078	CPA6	324324
ENSG00000046889	PREX2	284988
ENSG00000165084	C8orf34	381111
ENSG00000137573	SULF1	194290
ENSG00000137571	SLCO5A1	167934
ENSG00000147596	PRDM14	19603
ENSG00000140396	NCOA2	294028
ENSG00000067167	TRAM1	34338
ENSG00000246366	LACTB2-AS1	54704
ENSG00000147592	LACTB2	31921
ENSG00000221947	XKR9	66605
ENSG00000104313	EYA1	350552
ENSG00000178860	MSC	2854
ENSG00000104321	TRPA1	54336
ENSG00000182674	KCNB2	401126
ENSG00000147601	TERF1	19052
ENSG00000164764	SBSPON	28631
ENSG00000274443	C8orf89	18175
ENSG00000147604	RPL7	3351
ENSG00000121039	RDH10	30681
ENSG00000040341	STAU2	197238
ENSG00000104343	UBE2W	92692
ENSG00000154582	ELOC	33019
ENSG00000175606	TMEM70	6590
ENSG00000154589	LY96	37689
ENSG00000104369	JPH1	86842
ENSG00000104381	GDAP1	21600
ENSG00000137558	PI15	30497
ENSG00000121005	CRISPLD1	50055
ENSG00000164749	HNF4G	26967
ENSG00000091656	ZFHX4	186036
ENSG00000164751	PEX2	19822
ENSG00000171033	PKIA	88929
ENSG00000104427	ZC2HC1A	53678
ENSG00000104432	IL7	72751
ENSG00000104435	STMN2	55043
ENSG00000164683	HEY1	5469
ENSG00000147586	MRPS28	111544
ENSG00000076554	TPD52	45961
ENSG00000205189	ZBTB10	40600
ENSG00000164684	ZNF704	246332
ENSG00000076641	PAG1	144260
ENSG00000164687	FABP5	3912
ENSG00000147588	PMP2	7115
ENSG00000205186	FABP9	3328
ENSG00000170323	FABP4	4816
ENSG00000197416	FABP12	6399
ENSG00000133731	IMPA1	29413
ENSG00000253598	SLC10A5	1429
ENSG00000104231	ZFAND1	13707
ENSG00000164695	CHMP4C	27069
ENSG00000104497	SNX16	42701
ENSG00000184672	RALYL	738572
ENSG00000133739	LRRCC1	37416
ENSG00000133740	E2F5	39548
ENSG00000176731	RBIS	6328
ENSG00000185015	CA13	38617
ENSG00000133742	CA1	51408
ENSG00000164879	CA3	10183
ENSG00000104267	CA2	17488
ENSG00000147614	ATP6V0D2	55317
ENSG00000147613	PSKH2	22561
ENSG00000164893	SLC7A13	16320
ENSG00000123124	WWP1	125958
ENSG00000176623	RMDN1	36339
ENSG00000085719	CPNE3	47065
ENSG00000170289	CNGB3	169742
ENSG00000176571	CNBD1	516446
ENSG00000176566	DCAF4L2	3270
ENSG00000156103	MMP16	295474
ENSG00000104312	RIPK2	33250
ENSG00000164823	OSGIN2	25320
ENSG00000104320	NBN	69894
ENSG00000104325	DECR1	52158
ENSG00000104327	CALB1	5862
ENSG00000180694	TMEM64	24085
ENSG00000123119	NECAB1	167620
ENSG00000253250	C8orf88	26769
ENSG00000155099	PIP4P2	47059
ENSG00000155100	OTUD6B	16897
ENSG00000214954	LRRC69	116619
ENSG00000147606	SLC26A7	179266
ENSG00000079102	RUNX1T1	140689
ENSG00000205133	TRIQK	82612
ENSG00000188343	FAM92A	30979
ENSG00000183808	RBM12B	12856
ENSG00000164953	TMEM67	62754
ENSG00000164951	PDP1	9121
ENSG00000079112	CDH17	81395
ENSG00000164949	GEM	13068
ENSG00000197275	RAD54B	103157
ENSG00000265817	FSBP	9230
ENSG00000164944	VIRMA	65782
ENSG00000104413	ESRP1	66294
ENSG00000156162	DPY19L4	73938
ENSG00000164941	INTS8	58461
ENSG00000175305	CCNE2	16910
ENSG00000156170	NDUFAF6	162899
ENSG00000164938	TP53INP1	23396
ENSG00000175895	PLEKHF2	22902
ENSG00000156172	C8orf37	24290
ENSG00000156466	GDF6	18475
ENSG00000156467	UQCRB	12600
ENSG00000156469	MTERF3	22214
ENSG00000156471	PTDSS1	75095
ENSG00000169439	SDC2	117979
ENSG00000104324	CPQ	498261
ENSG00000180543	TSPYL5	4442
ENSG00000147649	MTDH	86078
ENSG00000104341	LAPTM4B	77958
ENSG00000132561	MATN2	167662
ENSG00000156482	RPL30	4664
ENSG00000177459	ERICH5	29043
ENSG00000132541	RIDA	14829
ENSG00000104356	POP1	42544
ENSG00000104361	NIPAL2	104562
ENSG00000104375	STK3	63749
ENSG00000156486	KCNS2	5897
ENSG00000164920	OSR2	7703
ENSG00000132549	VPS13B	864257
ENSG00000164919	COX6C	6621
ENSG00000132554	RGS22	145178
ENSG00000156509	FBXO43	12468
ENSG00000147669	POLR2K	3023
ENSG00000104450	SPAG1	83870
ENSG00000034677	RNF19A	46201
ENSG00000186106	ANKRD46	38937
ENSG00000174226	SNX31	76778
ENSG00000070756	PABPC1	14263
ENSG00000164924	YWHAZ	36460
ENSG00000120963	ZNF706	6351
ENSG00000083307	GRHL2	177289
ENSG00000104490	NCALD	438366
ENSG00000048392	RRM2B	34461
ENSG00000104517	UBR5	160429
ENSG00000155087	ODF1	9431
ENSG00000155090	KLF10	5591
ENSG00000155096	AZIN1	38083
ENSG00000155097	ATP6V1C1	51970
ENSG00000164929	BAALC	89582
ENSG00000164930	FZD6	33970
ENSG00000164932	CTHRC1	11453
ENSG00000164933	SLC25A32	16471
ENSG00000164934	DCAF13	28040
ENSG00000176406	RIMS2	436824
ENSG00000147647	DPYS	87626
ENSG00000164935	DCSTAMP	16865
ENSG00000147650	LRP12	84753
ENSG00000169946	ZFPM2	486103
ENSG00000164830	OXR1	482506
ENSG00000174429	ABRA	10763
ENSG00000154188	ANGPT1	248564
ENSG00000147655	RSPO2	184306
ENSG00000104408	EIF3E	46918
ENSG00000104412	EMC2	45574
ENSG00000164841	TMEM74	8622
ENSG00000174417	TRHR	34982
ENSG00000120526	NUDCD1	93181
ENSG00000120533	ENY2	11629
ENSG00000205038	PKHD1L1	174748
ENSG00000147654	EBAG9	25825
ENSG00000147642	SYBU	69495
ENSG00000164794	KCNV1	12137
ENSG00000164796	CSMD3	1214013
ENSG00000104447	TRPS1	260481
ENSG00000147677	EIF3H	113695
ENSG00000147679	UTP23	8162
ENSG00000164754	RAD21	28844
ENSG00000205002	AARD	6282
ENSG00000164756	SLC30A8	41721
ENSG00000164758	MED30	19551
ENSG00000182197	EXT1	317338
ENSG00000177570	SAMD12	432461
ENSG00000164761	TNFRSF11B	28330
ENSG00000184374	COLEC10	41210
ENSG00000147676	MAL2	37312
ENSG00000136999	CCN3	7990
ENSG00000136960	ENPP2	24022
ENSG00000064313	TAF2	102069
ENSG00000136982	DSCC1	21920
ENSG00000155792	DEPTOR	177198
ENSG00000187955	COL14A1	248473
ENSG00000172172	MRPL13	20233
ENSG00000172167	MTBP	14676
