Geneid	tsid	length	Total_num_exons	Total_exons_len	avg_exon_length	Total_num_introns	Total_introns_len	avg_intron_length	Total_num_utr_5	Total_utr_5_len	avg_utr_5_length	Total_num_utr_3	Total_utr_3_len	avg_utr_3_length
ENSMUSG00000043008	ENSMUST00000058839	36543	7	2396	342.29	6.0	34159.0	5693.17	1.0	35.0	35.0	1.0	496.0	496.0
ENSMUSG00000043013	ENSMUST00000056006	29862	2	3959	1979.5	1.0	25905.0	25905.0	1.0	377.0	377.0	1.0	2184.0	2184.0
ENSMUSG00000043015	ENSMUST00000165859	21218	9	3405	378.33	8.0	17829.0	2228.62	1.0	56.0	56.0	1.0	2076.0	2076.0
ENSMUSG00000043017	ENSMUST00000086101	4417	3	2728	909.33	2.0	1693.0	846.5	1.0	296.0	296.0	1.0	1792.0	1792.0
ENSMUSG00000043019	ENSMUST00000059498	66679	20	6347	317.35	19.0	60370.0	3177.37	1.0	194.0	194.0	1.0	3339.0	3339.0
ENSMUSG00000043020	ENSMUST00000160285	67606	23	3199	139.09	22.0	64451.0	2929.59	2.0	234.0	117.0	1.0	173.0	173.0
ENSMUSG00000043029	ENSMUST00000049676	32977	18	5853	325.17	17.0	27158.0	1597.53	2.0	298.0	149.0	1.0	3164.0	3164.0
ENSMUSG00000043036	ENSMUST00000058960	30024	13	2312	177.85	12.0	27736.0	2311.33	3.0	485.0	161.67	1.0	69.0	69.0
ENSMUSG00000043050	ENSMUST00000051297	726	2	556	278.0	1.0	172.0	172.0	1.0	60.0	60.0	1.0	142.0	142.0
ENSMUSG00000043051	ENSMUST00000117658	207665	13	2684	206.46	12.0	205005.0	17083.75	1.0	36.0	36.0	2.0	268.0	134.0
ENSMUSG00000043051	ENSMUST00000118942	207665	14	2874	205.29	13.0	204817.0	15755.15	1.0	36.0	36.0	2.0	268.0	134.0
ENSMUSG00000043059	ENSMUST00000114590	3324	4	2232	558.0	3.0	1098.0	366.0	1.0	263.0	263.0	1.0	341.0	341.0
ENSMUSG00000043060	ENSMUST00000059833	3362	1	3362	3362.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	173.0	173.0
ENSMUSG00000043061	ENSMUST00000057151	6791	5	2976	595.2	4.0	3823.0	955.75	1.0	81.0	81.0	1.0	2469.0	2469.0
ENSMUSG00000043065	ENSMUST00000050897	41378	18	4645	258.06	17.0	36767.0	2162.76	1.0	387.0	387.0	1.0	1659.0	1659.0
ENSMUSG00000043066	ENSMUST00000226202	5017	3	3348	1116.0	2.0	1673.0	836.5	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000043066	ENSMUST00000227719	5017	4	2769	692.25	3.0	2254.0	751.33	4.0	655.0	163.75	1.0	1182.0	1182.0
ENSMUSG00000043066	ENSMUST00000228086	5017	4	3017	754.25	3.0	2006.0	668.67	4.0	903.0	225.75	1.0	1182.0	1182.0
ENSMUSG00000043066	ENSMUST00000228622	5017	4	3308	827.0	3.0	1715.0	571.67	4.0	1194.0	298.5	1.0	1182.0	1182.0
ENSMUSG00000043067	ENSMUST00000142064	91364	23	3512	152.7	22.0	87896.0	3995.27	1.0	11.0	11.0	2.0	1240.0	620.0
ENSMUSG00000043068	ENSMUST00000055257	11577	2	1340	670.0	1.0	10239.0	10239.0	1.0	24.0	24.0	1.0	788.0	788.0
ENSMUSG00000043073	ENSMUST00000211384	9423	3	1888	629.33	2.0	7539.0	3769.5	0.0	0.0	0.0	1.0	263.0	263.0
ENSMUSG00000043079	ENSMUST00000137894	54261	4	1930	482.5	3.0	52337.0	17445.67	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000043085	ENSMUST00000143154	5259	6	2904	484.0	5.0	2365.0	473.0	1.0	648.0	648.0	2.0	1440.0	720.0
ENSMUSG00000043087	ENSMUST00000215587	3415	2	1799	899.5	1.0	1618.0	1618.0	2.0	307.0	153.5	1.0	554.0	554.0
ENSMUSG00000043088	ENSMUST00000058548	12276	15	2955	197.0	14.0	9349.0	667.79	1.0	412.0	412.0	1.0	616.0	616.0
ENSMUSG00000043089	ENSMUST00000217651	12718	10	2022	202.2	9.0	10714.0	1190.44	1.0	57.0	57.0	1.0	562.0	562.0
ENSMUSG00000043090	ENSMUST00000131784	29854	6	2686	447.67	5.0	27178.0	5435.6	3.0	282.0	94.0	1.0	2114.0	2114.0
ENSMUSG00000043091	ENSMUST00000058914	8221	4	1986	496.5	3.0	6241.0	2080.33	1.0	532.0	532.0	1.0	102.0	102.0
ENSMUSG00000043099	ENSMUST00000055619	4956	2	3499	1749.5	1.0	1459.0	1459.0	0.0	0.0	0.0	1.0	816.0	816.0
ENSMUSG00000043102	ENSMUST00000057407	4416	2	2929	1464.5	1.0	1489.0	1489.0	1.0	175.0	175.0	1.0	2379.0	2379.0
ENSMUSG00000043110	ENSMUST00000049787	12588	5	3720	744.0	4.0	8876.0	2219.0	2.0	120.0	60.0	1.0	1396.0	1396.0
ENSMUSG00000043119	ENSMUST00000214529	8646	2	2766	1383.0	1.0	5882.0	5882.0	2.0	133.0	66.5	1.0	1701.0	1701.0
ENSMUSG00000043122	ENSMUST00000057465	10481	5	2641	528.2	4.0	7848.0	1962.0	2.0	276.0	138.0	1.0	1865.0	1865.0
ENSMUSG00000043131	ENSMUST00000055261	17762	6	4418	736.33	5.0	13354.0	2670.8	1.0	239.0	239.0	1.0	3524.0	3524.0
ENSMUSG00000043140	ENSMUST00000052505	4485	2	3393	1696.5	1.0	1094.0	1094.0	1.0	225.0	225.0	1.0	2517.0	2517.0
ENSMUSG00000043144	ENSMUST00000023754	4079	5	2065	413.0	4.0	2022.0	505.5	1.0	9.0	9.0	1.0	1171.0	1171.0
ENSMUSG00000043153	ENSMUST00000062041	307927	10	2700	270.0	9.0	305245.0	33916.11	1.0	256.0	256.0	1.0	1092.0	1092.0
ENSMUSG00000043154	ENSMUST00000075941	146713	14	6800	485.71	13.0	139939.0	10764.54	2.0	576.0	288.0	1.0	2760.0	2760.0
ENSMUSG00000043155	ENSMUST00000055436	1805	1	1805	1805.0	0.0	0.0	0.0	1.0	446.0	446.0	1.0	244.0	244.0
ENSMUSG00000043157	ENSMUST00000055159	2185	2	1484	742.0	1.0	703.0	703.0	2.0	290.0	145.0	1.0	664.0	664.0
ENSMUSG00000043162	ENSMUST00000053386	5504	2	3575	1787.5	1.0	1931.0	1931.0	1.0	74.0	74.0	1.0	3162.0	3162.0
ENSMUSG00000043164	ENSMUST00000058077	30304	4	720	180.0	3.0	29590.0	9863.33	1.0	26.0	26.0	1.0	128.0	128.0
ENSMUSG00000043165	ENSMUST00000058150	2873	2	1781	890.5	1.0	1094.0	1094.0	2.0	74.0	37.0	1.0	247.0	247.0
ENSMUSG00000043183	ENSMUST00000118072	47513	9	2125	236.11	8.0	45404.0	5675.5	1.0	98.0	98.0	1.0	658.0	658.0
ENSMUSG00000043183	ENSMUST00000121401	47513	10	4829	482.9	9.0	42702.0	4744.67	1.0	98.0	98.0	1.0	658.0	658.0
ENSMUSG00000043190	ENSMUST00000050997	17029	4	2811	702.75	3.0	14224.0	4741.33	2.0	1045.0	522.5	1.0	1291.0	1291.0
ENSMUSG00000043207	ENSMUST00000058754	39006	10	3439	343.9	9.0	35585.0	3953.89	1.0	243.0	243.0	1.0	1760.0	1760.0
ENSMUSG00000043219	ENSMUST00000062829	2436	2	876	438.0	1.0	1562.0	1562.0	1.0	99.0	99.0	1.0	78.0	78.0
ENSMUSG00000043226	ENSMUST00000216443	9719	3	4050	1350.0	2.0	5673.0	2836.5	3.0	320.0	106.67	1.0	2786.0	2786.0
ENSMUSG00000043230	ENSMUST00000161427	18150	4	730	182.5	3.0	17426.0	5808.67	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000043241	ENSMUST00000060092	105236	22	5196	236.18	21.0	100082.0	4765.81	2.0	105.0	52.5	1.0	1262.0	1262.0
ENSMUSG00000043243	ENSMUST00000143662	10290	15	2282	152.13	14.0	8036.0	574.0	1.0	122.0	122.0	1.0	371.0	371.0
ENSMUSG00000043251	ENSMUST00000057855	6176	14	2511	179.36	13.0	3691.0	283.92	2.0	242.0	121.0	1.0	38.0	38.0
ENSMUSG00000043252	ENSMUST00000062684	20924	3	4673	1557.67	2.0	16255.0	8127.5	1.0	122.0	122.0	1.0	3404.0	3404.0
ENSMUSG00000043257	ENSMUST00000062118	12262	4	3983	995.75	3.0	8285.0	2761.67	2.0	376.0	188.0	1.0	2124.0	2124.0
ENSMUSG00000043259	ENSMUST00000105436	118063	15	3395	226.33	14.0	114696.0	8192.57	4.0	458.0	114.5	1.0	1367.0	1367.0
ENSMUSG00000043262	ENSMUST00000094398	35313	12	4628	385.67	11.0	30707.0	2791.55	1.0	96.0	96.0	1.0	3106.0	3106.0
ENSMUSG00000043263	ENSMUST00000056071	17013	7	3446	492.29	6.0	13579.0	2263.17	2.0	261.0	130.5	1.0	1918.0	1918.0
ENSMUSG00000043267	ENSMUST00000216807	3402	2	1948	974.0	1.0	1456.0	1456.0	2.0	62.0	31.0	1.0	876.0	876.0
ENSMUSG00000043274	ENSMUST00000216208	6578	2	5247	2623.5	1.0	1333.0	1333.0	1.0	90.0	90.0	1.0	4191.0	4191.0
ENSMUSG00000043279	ENSMUST00000054384	10565	3	9282	3094.0	2.0	1287.0	643.5	3.0	265.0	88.33	1.0	6813.0	6813.0
ENSMUSG00000043282	ENSMUST00000055314	2528	1	2528	2528.0	0.0	0.0	0.0	1.0	103.0	103.0	1.0	1505.0	1505.0
ENSMUSG00000043284	ENSMUST00000062677	14822	2	1459	729.5	1.0	13365.0	13365.0	1.0	505.0	505.0	1.0	381.0	381.0
ENSMUSG00000043286	ENSMUST00000056866	31900	10	4494	449.4	9.0	27424.0	3047.11	1.0	457.0	457.0	1.0	2229.0	2229.0
ENSMUSG00000043289	ENSMUST00000189832	342304	5	2583	516.6	4.0	339729.0	84932.25	2.0	229.0	114.5	1.0	1413.0	1413.0
ENSMUSG00000043290	ENSMUST00000062428	4009	2	2155	1077.5	1.0	1856.0	1856.0	1.0	35.0	35.0	1.0	1226.0	1226.0
ENSMUSG00000043298	ENSMUST00000068293	5525	2	2058	1029.0	1.0	3469.0	3469.0	2.0	110.0	55.0	1.0	1271.0	1271.0
ENSMUSG00000043300	ENSMUST00000061826	24804	3	2031	677.0	2.0	22777.0	11388.5	3.0	262.0	87.33	1.0	774.0	774.0
ENSMUSG00000043301	ENSMUST00000095873	249021	5	2367	473.4	4.0	246662.0	61665.5	2.0	489.0	244.5	1.0	631.0	631.0
ENSMUSG00000043308	ENSMUST00000226622	9679	2	6640	3320.0	1.0	3041.0	3041.0	2.0	2675.0	1337.5	1.0	3048.0	3048.0
ENSMUSG00000043308	ENSMUST00000226855	9679	3	6551	2183.67	2.0	3132.0	1566.0	3.0	2586.0	862.0	1.0	3048.0	3048.0
ENSMUSG00000043308	ENSMUST00000227611	9679	3	4339	1446.33	2.0	5344.0	2672.0	3.0	500.0	166.67	1.0	3048.0	3048.0
ENSMUSG00000043308	ENSMUST00000228268	9679	4	4380	1095.0	3.0	5305.0	1768.33	4.0	541.0	135.25	1.0	3048.0	3048.0
ENSMUSG00000043308	ENSMUST00000228463	9679	2	6510	3255.0	1.0	3171.0	3171.0	2.0	2545.0	1272.5	1.0	3048.0	3048.0
ENSMUSG00000043308	ENSMUST00000228646	9679	3	4469	1489.67	2.0	5214.0	2607.0	3.0	630.0	210.0	1.0	3048.0	3048.0
ENSMUSG00000043310	ENSMUST00000215773	12448	2	5155	2577.5	1.0	7295.0	7295.0	2.0	407.0	203.5	1.0	3780.0	3780.0
ENSMUSG00000043311	ENSMUST00000061859	2471	3	2145	715.0	2.0	330.0	165.0	3.0	404.0	134.67	1.0	860.0	860.0
ENSMUSG00000043312	ENSMUST00000215940	7071	3	1617	539.0	2.0	5458.0	2729.0	3.0	264.0	88.0	1.0	409.0	409.0
ENSMUSG00000043312	ENSMUST00000216523	7071	4	1718	429.5	3.0	5359.0	1786.33	4.0	365.0	91.25	1.0	409.0	409.0
ENSMUSG00000043313	ENSMUST00000059571	7139	1	7139	7139.0	0.0	0.0	0.0	1.0	164.0	164.0	1.0	4570.0	4570.0
ENSMUSG00000043314	ENSMUST00000215691	8167	3	2407	802.33	2.0	5764.0	2882.0	3.0	564.0	188.0	1.0	896.0	896.0
ENSMUSG00000043319	ENSMUST00000053611	1212	2	460	230.0	1.0	754.0	754.0	1.0	51.0	51.0	1.0	190.0	190.0
ENSMUSG00000043323	ENSMUST00000069483	86751	19	4739	249.42	18.0	82048.0	4558.22	1.0	337.0	337.0	1.0	1289.0	1289.0
ENSMUSG00000043331	ENSMUST00000216647	3917	2	2850	1425.0	1.0	1069.0	1069.0	2.0	211.0	105.5	1.0	1707.0	1707.0
ENSMUSG00000043333	ENSMUST00000053202	42031	8	1225	153.12	7.0	40820.0	5831.43	2.0	119.0	59.5	1.0	192.0	192.0
ENSMUSG00000043336	ENSMUST00000159816	220035	5	4457	891.4	4.0	215586.0	53896.5	2.0	378.0	189.0	1.0	681.0	681.0
ENSMUSG00000043342	ENSMUST00000059272	2483	2	2138	1069.0	1.0	347.0	347.0	1.0	330.0	330.0	1.0	788.0	788.0
ENSMUSG00000043354	ENSMUST00000214080	4765	3	3285	1095.0	2.0	1484.0	742.0	3.0	474.0	158.0	1.0	1873.0	1873.0
ENSMUSG00000043354	ENSMUST00000215237	4765	3	3147	1049.0	2.0	1622.0	811.0	3.0	336.0	112.0	1.0	1873.0	1873.0
ENSMUSG00000043357	ENSMUST00000207673	4206	2	1324	662.0	1.0	2884.0	2884.0	2.0	151.0	75.5	1.0	247.0	247.0
ENSMUSG00000043366	ENSMUST00000060187	18666	4	3414	853.5	3.0	15258.0	5086.0	4.0	1143.0	285.75	1.0	1309.0	1309.0
ENSMUSG00000043372	ENSMUST00000062530	6533	3	1913	637.67	2.0	4624.0	2312.0	2.0	159.0	79.5	1.0	812.0	812.0
ENSMUSG00000043383	ENSMUST00000216226	5272	2	3271	1635.5	1.0	2003.0	2003.0	2.0	306.0	153.0	1.0	2018.0	2018.0
ENSMUSG00000043384	ENSMUST00000113144	60743	11	5854	532.18	10.0	54909.0	5490.9	11.0	1439.0	130.82	1.0	372.0	372.0
ENSMUSG00000043384	ENSMUST00000113145	60743	10	5650	565.0	9.0	55111.0	6123.44	10.0	1235.0	123.5	1.0	372.0	372.0
ENSMUSG00000043384	ENSMUST00000113147	60743	10	5621	562.1	9.0	55140.0	6126.67	10.0	1206.0	120.6	1.0	372.0	372.0
ENSMUSG00000043385	ENSMUST00000216719	5014	2	4052	2026.0	1.0	964.0	964.0	2.0	1035.0	517.5	1.0	2076.0	2076.0
ENSMUSG00000043388	ENSMUST00000061446	25736	8	2813	351.62	7.0	22937.0	3276.71	1.0	118.0	118.0	1.0	1429.0	1429.0
ENSMUSG00000043391	ENSMUST00000053336	45622	2	5166	2583.0	1.0	40458.0	40458.0	1.0	261.0	261.0	1.0	4158.0	4158.0
ENSMUSG00000043398	ENSMUST00000050649	3151	1	3151	3151.0	0.0	0.0	0.0	1.0	135.0	135.0	1.0	1643.0	1643.0
ENSMUSG00000043410	ENSMUST00000117588	86129	39	4909	125.87	38.0	81296.0	2139.37	2.0	102.0	51.0	1.0	466.0	466.0
ENSMUSG00000043411	ENSMUST00000105840	64393	27	5768	213.63	26.0	58677.0	2256.81	1.0	244.0	244.0	1.0	2388.0	2388.0
ENSMUSG00000043415	ENSMUST00000052168	2833	1	2833	2833.0	0.0	0.0	0.0	1.0	311.0	311.0	1.0	1158.0	1158.0
ENSMUSG00000043418	ENSMUST00000057176	5697	3	2793	931.0	2.0	2908.0	1454.0	1.0	28.0	28.0	1.0	1114.0	1114.0
ENSMUSG00000043419	ENSMUST00000129321	2182	2	2083	1041.5	1.0	101.0	101.0	1.0	82.0	82.0	1.0	1428.0	1428.0
ENSMUSG00000043421	ENSMUST00000054445	2822	2	984	492.0	1.0	1840.0	1840.0	2.0	243.0	121.5	1.0	547.0	547.0
ENSMUSG00000043424	ENSMUST00000057110	2380	1	2380	2380.0	0.0	0.0	0.0	1.0	51.0	51.0	1.0	1538.0	1538.0
ENSMUSG00000043429	ENSMUST00000060041	2056	1	2056	2056.0	0.0	0.0	0.0	1.0	59.0	59.0	1.0	132.0	132.0
ENSMUSG00000043430	ENSMUST00000052224	2549	1	2549	2549.0	0.0	0.0	0.0	1.0	46.0	46.0	1.0	926.0	926.0
ENSMUSG00000043432	ENSMUST00000058358	2461	1	2461	2461.0	0.0	0.0	0.0	1.0	700.0	700.0	1.0	304.0	304.0
ENSMUSG00000043439	ENSMUST00000052281	2315	1	2315	2315.0	0.0	0.0	0.0	1.0	422.0	422.0	1.0	784.0	784.0
ENSMUSG00000043441	ENSMUST00000058535	76065	4	4226	1056.5	3.0	71845.0	23948.33	1.0	565.0	565.0	1.0	1460.0	1460.0
ENSMUSG00000043445	ENSMUST00000053024	2720	2	2629	1314.5	1.0	93.0	93.0	1.0	119.0	119.0	1.0	1544.0	1544.0
ENSMUSG00000043448	ENSMUST00000108790	7647	2	2171	1085.5	1.0	5478.0	5478.0	2.0	84.0	42.0	1.0	765.0	765.0
ENSMUSG00000043453	ENSMUST00000088481	4990	4	1825	456.25	3.0	3171.0	1057.0	4.0	308.0	77.0	1.0	540.0	540.0
ENSMUSG00000043456	ENSMUST00000176205	293700	6	4378	729.67	5.0	289332.0	57866.4	4.0	374.0	93.5	1.0	94.0	94.0
ENSMUSG00000043458	ENSMUST00000055495	3035	1	3035	3035.0	0.0	0.0	0.0	1.0	183.0	183.0	1.0	483.0	483.0
ENSMUSG00000043460	ENSMUST00000229441	50784	2	7539	3769.5	1.0	43247.0	43247.0	2.0	524.0	262.0	1.0	4544.0	4544.0
ENSMUSG00000043461	ENSMUST00000051239	40400	3	1798	599.33	2.0	38606.0	19303.0	3.0	237.0	79.0	1.0	1331.0	1331.0
ENSMUSG00000043463	ENSMUST00000058814	10610	3	3983	1327.67	2.0	6631.0	3315.5	3.0	480.0	160.0	1.0	2898.0	2898.0
ENSMUSG00000043467	ENSMUST00000162226	31929	5	18819	3763.8	4.0	13118.0	3279.5	3.0	303.0	101.0	1.0	17000.0	17000.0
ENSMUSG00000043468	ENSMUST00000050342	3511	1	3511	3511.0	0.0	0.0	0.0	1.0	194.0	194.0	1.0	1119.0	1119.0
ENSMUSG00000043472	ENSMUST00000059053	1117	2	493	246.5	1.0	626.0	626.0	2.0	67.0	33.5	1.0	130.0	130.0
ENSMUSG00000043485	ENSMUST00000056362	4209	7	1616	230.86	6.0	2605.0	434.17	1.0	59.0	59.0	1.0	373.0	373.0
ENSMUSG00000043487	ENSMUST00000056822	10697	3	3391	1130.33	2.0	7310.0	3655.0	1.0	319.0	319.0	1.0	1811.0	1811.0
ENSMUSG00000043496	ENSMUST00000127748	5364	1	5364	5364.0	0.0	0.0	0.0	1.0	596.0	596.0	1.0	2339.0	2339.0
ENSMUSG00000043501	ENSMUST00000044584	4671	4	596	149.0	3.0	4081.0	1360.33	1.0	53.0	53.0	1.0	148.0	148.0
ENSMUSG00000043505	ENSMUST00000055558	8015	3	1956	652.0	2.0	6063.0	3031.5	2.0	242.0	121.0	1.0	787.0	787.0
ENSMUSG00000043510	ENSMUST00000056937	10709	6	810	135.0	5.0	9909.0	1981.8	1.0	50.0	50.0	1.0	51.0	51.0
ENSMUSG00000043518	ENSMUST00000112338	62427	2	2167	1083.5	1.0	60262.0	60262.0	2.0	225.0	112.5	1.0	353.0	353.0
ENSMUSG00000043529	ENSMUST00000213616	5804	3	2198	732.67	2.0	3610.0	1805.0	3.0	125.0	41.67	1.0	1123.0	1123.0
ENSMUSG00000043531	ENSMUST00000209413	535349	26	4424	170.15	25.0	530975.0	21239.0	1.0	179.0	179.0	1.0	642.0	642.0
ENSMUSG00000043535	ENSMUST00000061578	57481	26	10996	422.92	25.0	46535.0	1861.4	3.0	686.0	228.67	1.0	2347.0	2347.0
ENSMUSG00000043537	ENSMUST00000233346	7992	2	3783	1891.5	1.0	4211.0	4211.0	2.0	131.0	65.5	1.0	2954.0	2954.0
ENSMUSG00000043537	ENSMUST00000233982	7992	2	3988	1994.0	1.0	4006.0	4006.0	2.0	138.0	69.0	1.0	2954.0	2954.0
ENSMUSG00000043541	ENSMUST00000060797	36138	16	2588	161.75	15.0	33580.0	2238.67	1.0	162.0	162.0	1.0	219.0	219.0
ENSMUSG00000043542	ENSMUST00000051064	50355	9	3301	366.78	8.0	47070.0	5883.75	1.0	30.0	30.0	1.0	2289.0	2289.0
ENSMUSG00000043549	ENSMUST00000044989	11726	6	2945	490.83	5.0	8791.0	1758.2	6.0	775.0	129.17	1.0	911.0	911.0
ENSMUSG00000043556	ENSMUST00000059204	355123	4	4636	1159.0	3.0	350493.0	116831.0	1.0	532.0	532.0	1.0	2626.0	2626.0
ENSMUSG00000043557	ENSMUST00000167190	140675	21	6562	312.48	20.0	134153.0	6707.65	0.0	0.0	0.0	7.0	3719.0	531.29
ENSMUSG00000043569	ENSMUST00000052500	15374	2	816	408.0	1.0	14560.0	14560.0	2.0	152.0	76.0	1.0	26.0	26.0
ENSMUSG00000043572	ENSMUST00000106781	4184	2	3048	1524.0	1.0	1138.0	1138.0	2.0	790.0	395.0	1.0	723.0	723.0
ENSMUSG00000043583	ENSMUST00000062355	22601	2	1397	698.5	1.0	21206.0	21206.0	1.0	855.0	855.0	1.0	74.0	74.0
ENSMUSG00000043587	ENSMUST00000120101	66132	7	3196	456.57	6.0	62948.0	10491.33	3.0	408.0	136.0	1.0	1342.0	1342.0
ENSMUSG00000043592	ENSMUST00000162313	77356	6	788	131.33	5.0	76578.0	15315.6	0.0	0.0	0.0	4.0	582.0	145.5
ENSMUSG00000043602	ENSMUST00000060444	8721	2	2063	1031.5	1.0	6660.0	6660.0	2.0	351.0	175.5	1.0	219.0	219.0
ENSMUSG00000043605	ENSMUST00000216179	5322	2	3679	1839.5	1.0	1645.0	1645.0	2.0	206.0	103.0	1.0	2541.0	2541.0
ENSMUSG00000043613	ENSMUST00000034497	10155	10	1811	181.1	9.0	8362.0	929.11	1.0	77.0	77.0	1.0	286.0	286.0
ENSMUSG00000043614	ENSMUST00000067935	5368	4	1548	387.0	3.0	3826.0	1275.33	1.0	68.0	68.0	1.0	692.0	692.0
ENSMUSG00000043621	ENSMUST00000105810	18631	4	3308	827.0	3.0	15329.0	5109.67	4.0	482.0	120.5	1.0	1993.0	1993.0
ENSMUSG00000043629	ENSMUST00000191441	94998	2	640	320.0	1.0	94360.0	94360.0	2.0	255.0	127.5	1.0	65.0	65.0
ENSMUSG00000043631	ENSMUST00000051504	27981	10	3606	360.6	9.0	24393.0	2710.33	2.0	227.0	113.5	1.0	1359.0	1359.0
ENSMUSG00000043633	ENSMUST00000056474	9521	7	2052	293.14	6.0	7481.0	1246.83	1.0	549.0	549.0	1.0	34.0	34.0
ENSMUSG00000043635	ENSMUST00000061427	205850	22	3956	179.82	21.0	201936.0	9616.0	1.0	46.0	46.0	1.0	278.0	278.0
ENSMUSG00000043635	ENSMUST00000163159	205850	22	3959	179.95	21.0	201933.0	9615.86	1.0	46.0	46.0	1.0	278.0	278.0
ENSMUSG00000043639	ENSMUST00000164202	188076	14	4906	350.43	13.0	183196.0	14092.0	1.0	103.0	103.0	1.0	1191.0	1191.0
ENSMUSG00000043648	ENSMUST00000051493	3750	2	1755	877.5	1.0	1997.0	1997.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000043659	ENSMUST00000059650	218382	10	3801	380.1	9.0	214599.0	23844.33	2.0	92.0	46.0	1.0	2586.0	2586.0
ENSMUSG00000043664	ENSMUST00000052072	4635	4	1608	402.0	3.0	3033.0	1011.0	1.0	63.0	63.0	1.0	850.0	850.0
ENSMUSG00000043668	ENSMUST00000109621	101305	7	3363	480.43	6.0	97954.0	16325.67	1.0	395.0	395.0	1.0	1235.0	1235.0
ENSMUSG00000043670	ENSMUST00000055125	5822	2	2955	1477.5	1.0	2869.0	2869.0	2.0	128.0	64.0	1.0	2231.0	2231.0
ENSMUSG00000043671	ENSMUST00000051377	69291	19	8025	422.37	18.0	61302.0	3405.67	2.0	241.0	120.5	1.0	5617.0	5617.0
ENSMUSG00000043673	ENSMUST00000217974	60321	3	2317	772.33	2.0	58008.0	29004.0	3.0	357.0	119.0	1.0	485.0	485.0
ENSMUSG00000043681	ENSMUST00000052126	3554	3	411	137.0	2.0	3147.0	1573.5	1.0	76.0	76.0	1.0	64.0	64.0
ENSMUSG00000043683	ENSMUST00000060253	6802	1	6802	6802.0	0.0	0.0	0.0	1.0	100.0	100.0	1.0	4738.0	4738.0
ENSMUSG00000043687	ENSMUST00000180677	38833	4	537	134.25	3.0	38302.0	12767.33	2.0	133.0	66.5	1.0	172.0	172.0
ENSMUSG00000043692	ENSMUST00000215915	3490	2	1798	899.0	1.0	1694.0	1694.0	2.0	167.0	83.5	1.0	696.0	696.0
ENSMUSG00000043698	ENSMUST00000213189	9092	2	2572	1286.0	1.0	6522.0	6522.0	2.0	48.0	24.0	1.0	1577.0	1577.0
ENSMUSG00000043702	ENSMUST00000052932	9927	3	7728	2576.0	2.0	2203.0	1101.5	1.0	332.0	332.0	1.0	5568.0	5568.0
ENSMUSG00000043705	ENSMUST00000095208	92834	23	2637	114.65	22.0	90241.0	4101.86	2.0	162.0	81.0	2.0	458.0	229.0
ENSMUSG00000043715	ENSMUST00000059880	5737	3	3640	1213.33	2.0	2101.0	1050.5	3.0	1218.0	406.0	1.0	1487.0	1487.0
ENSMUSG00000043716	ENSMUST00000058437	3369	7	1170	167.14	6.0	2211.0	368.5	1.0	285.0	285.0	2.0	68.0	34.0
ENSMUSG00000043719	ENSMUST00000098441	140353	37	8818	238.32	36.0	131607.0	3655.75	2.0	297.0	148.5	1.0	1689.0	1689.0
ENSMUSG00000043727	ENSMUST00000050309	78245	7	1932	276.0	6.0	76325.0	12720.83	1.0	141.0	141.0	2.0	323.0	161.5
ENSMUSG00000043733	ENSMUST00000100770	60866	16	5615	350.94	15.0	55281.0	3685.4	1.0	183.0	183.0	2.0	3637.0	1818.5
ENSMUSG00000043740	ENSMUST00000049614	10885	6	4002	667.0	5.0	6893.0	1378.6	1.0	288.0	288.0	1.0	2840.0	2840.0
ENSMUSG00000043747	ENSMUST00000062827	18297	40	3765	94.12	39.0	14610.0	374.62	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000043747	ENSMUST00000178006	18297	40	3766	94.15	39.0	14609.0	374.59	6.0	1099.0	183.17	21.0	1955.0	93.1
ENSMUSG00000043753	ENSMUST00000131576	12485	2	601	300.5	1.0	11886.0	11886.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000043760	ENSMUST00000088448	560287	67	13002	194.06	66.0	547417.0	8294.2	2.0	238.0	119.0	1.0	520.0	520.0
ENSMUSG00000043782	ENSMUST00000062967	8117	10	1951	195.1	9.0	6184.0	687.11	2.0	62.0	31.0	1.0	358.0	358.0
ENSMUSG00000043787	ENSMUST00000062113	2910	3	1006	335.33	2.0	1908.0	954.0	1.0	20.0	20.0	1.0	727.0	727.0
ENSMUSG00000043789	ENSMUST00000055115	31982	20	4563	228.15	19.0	27457.0	1445.11	1.0	242.0	242.0	1.0	1513.0	1513.0
ENSMUSG00000043795	ENSMUST00000054910	15699	3	2254	751.33	2.0	13449.0	6724.5	2.0	344.0	172.0	1.0	1661.0	1661.0
ENSMUSG00000043807	ENSMUST00000172854	1482	2	1178	589.0	1.0	306.0	306.0	1.0	290.0	290.0	1.0	468.0	468.0
ENSMUSG00000043811	ENSMUST00000059589	24768	2	1940	970.0	1.0	22830.0	22830.0	1.0	240.0	240.0	1.0	278.0	278.0
