Geneid	Gene_name	mca3gini	mtdtau_log	mtdroku_specificity_log	Total_utr_5_len	tss_dis	TF_motif_meanexon	TF_motif_cv_tss_3kb	TF_motif_totaltss_2kb_norm_GL	utr5_mirna_count	exon_avg_CS_median	R_codon_bias_median_trans	AT_transcript_pct	GC_intron_pct	AT_intron_pct	GC_tss_2kb_pct
ENSMUSG00000052736	Klrc2	0.7851	0.1763	0.0	29.0	17247.0	0.508785332	2.684940789	0.035294118	285.0	0.0	7.0	0.654213	0.340241292	0.659758708	0.36775
ENSMUSG00000030165	Klrd1	0.6876	0.5788	0.0	50.0	13877.0	0.17723453	2.908197113	0.073481058	32.0	0.18	5.0	0.636546	0.363830136	0.636169864	0.37075
ENSMUSG00000050241	Klre1	0.7326	0.541	0.0	482.0	44745.0	0.210084034	2.657340579	0.079252903	148.0	0.13	5.0	0.613025	0.385578519	0.614421481	0.3705
ENSMUSG00000030114	Klrg1	0.7392	0.6311	0.0	72.0	276122.0	0.203972498	2.234399822	0.037353516	26.0	0.25	11.0	0.572475	0.421134921	0.578865079	0.42975
ENSMUSG00000071537	Klrg2	0.6659	0.8145	0.2572	168.0	85769.0	0.449197861	2.636341361	0.042626928	120.0	0.47	20.0	0.496317	0.479330709	0.520669291	0.53075
ENSMUSG00000067610	Klri1	0.6862	0.3756	0.0	11.0	38159.0	0.107715814	2.522394256	0.018427395	4.0	0.08	6.0	0.610193	0.389683913	0.610316087	0.3875
ENSMUSG00000043932	Klri2	0.7395	0.5704	0.0	67.0	23352.0	0.640183346	2.081287104	0.03494976	47.0	0.11	4.5	0.638763	0.350816625	0.649183375	0.35925
ENSMUSG00000030149	Klrk1	0.6716	0.526	0.0	58.0	32083.0	0.702062643	2.847504722	0.029535553	133.0	0.32	6.0	0.643184	0.338714355	0.661285645	0.3335
ENSMUSG00000039783	Kmo	0.63	0.8499	0.0	54.0	127880.0	0.246753247	1.653076926	0.03418134	26.0	1.75	42.0	0.577965	0.4205077	0.5794923	0.41425
ENSMUSG00000002028	Kmt2a	0.3593	0.0	0.0	23.0	78225.0	11.78304049	4.279434688	0.046135687	4.0	2.46	95.0	0.543179	0.443593247	0.556406753	0.61875
ENSMUSG00000006307	Kmt2b	0.2559	0.0	0.0	10.0	23300.0	1.119938885	1.877033374	0.02994464	133.0	1.9	41.0	0.453974	0.512658782	0.487341218	0.60025
ENSMUSG00000038056	Kmt2c	0.3371	0.0	0.0	196.0	275592.0	2.546982429	4.252506416	0.004161892	114.0	1.96	112.0	0.614413	0.379169244	0.620830756	0.597
ENSMUSG00000048154	Kmt2d	0.3903	0.0	0.0	230.0	39683.0	3.215431627	2.971390221	0.015682703	57.0	1.94	74.0	0.452129	0.511922882	0.488077118	0.58
ENSMUSG00000029004	Kmt2e	0.2206	0.0	0.0	459.0	688382.0	2.077922078	3.007725406	0.010502035	1631.0	2.4	51.0	0.615875	0.375277809	0.624722191	0.56025
ENSMUSG00000049327	Kmt5a	0.3302	0.0	0.0	77.0	14015.0	0.68907563	2.055258727	0.023145666	208.0	1.62	48.0	0.498861	0.501731161	0.498268839	0.47925
ENSMUSG00000045098	Kmt5b	0.2264	0.0	0.0	708.0	59088.0	0.89381207	4.30152812	0.017097712	4585.0	2.32	54.0	0.564295	0.43120697	0.56879303	0.58175
ENSMUSG00000059851	Kmt5c	0.2372	0.0	0.0	161.0	14865.0	0.25592055	1.830057562	0.071341711	887.0	1.3	20.0	0.442568	0.541162925	0.458837075	0.5075
ENSMUSG00000066129	Kndc1	0.9265	0.7008	0.0	492.0	60522.0	1.043544691	2.064218901	0.00941503	156.0	1.01	61.0	0.492666	0.49610521	0.50389479	0.56175
ENSMUSG00000060459	Kng2	0.9823	0.7146	0.0	160.0	77997.0	0.230710466	1.935875709	0.00823769	1008.0	0.2	28.0	0.577068	0.42069744	0.57930256	0.4555
ENSMUSG00000027326	Knl1	0.4823	0.0	0.0	123.0	12329.0	0.81894576	1.986339298	0.006648656	552.0	1.12	28.0	0.609652	0.39163596	0.60836404	0.4385
ENSMUSG00000030980	Knop1	0.2596	0.0	0.0	366.0	480.0	1.049656226	1.776302104	0.061493516	661.0	0.29	25.0	0.50196	0.504407098	0.495592902	0.49275
ENSMUSG00000027331	Knstrn	0.4317	0.6814	0.1126	99.0	34264.0	0.642475172	2.725733575	0.027980587	116.0	0.67	24.0	0.533975	0.465325791	0.534674209	0.486
ENSMUSG00000029414	Kntc1	0.3945	0.7657	0.26	147.0	313.0	1.070282659	1.946695262	0.014609915	67.0	1.31	74.0	0.557453	0.440476374	0.559523626	0.4575
ENSMUSG00000022905	Kpna1	0.1782	0.4189	0.0831	201.0	44163.0	0.66157372	4.904650218	0.021684195	189.0	2.78	39.0	0.60912	0.387818279	0.612181721	0.51775
ENSMUSG00000018362	Kpna2	0.435	0.4198	0.0871	208.0	78826.0	0.268907563	2.643725188	0.057907275	352.0	1.74	17.0	0.566114	0.427926403	0.572073597	0.47025
ENSMUSG00000021929	Kpna3	0.1743	0.3988	0.086	84.0	79435.0	0.718869366	5.05303359	0.014544968	82.0	3.33	37.0	0.611111	0.388455273	0.611544727	0.495
ENSMUSG00000027782	Kpna4	0.1849	0.2913	0.0648	8.0	82358.0	1.944232238	5.761612465	0.018910716	224.0	3.15	41.0	0.629584	0.365228952	0.634771048	0.488
ENSMUSG00000003731	Kpna6	0.2769	0.2978	0.2087	88.0	31702.0	0.911382735	2.171027089	0.013651047	94.0	2.65	32.0	0.543803	0.447222463	0.552777537	0.4815
ENSMUSG00000001440	Kpnb1	0.1862	0.395	0.125	297.0	36845.0	1.176470588	5.324053568	0.043026022	286.0	3.15	37.0	0.558932	0.431220257	0.568779743	0.54725
ENSMUSG00000006021	Kptn	0.149	0.2625	0.1496	65.0	21437.0	0.177998472	2.695304377	0.062442608	138.0	1.83	9.0	0.487405	0.498331108	0.501668892	0.4865
ENSMUSG00000030265	Kras	0.2555	0.339	0.0279	204.0	39084.0	0.980901451	6.061619589	0.044600799	376.0	2.38	32.0	0.619928	0.379413089	0.620586911	0.54325
ENSMUSG00000042810	Krba1	0.3701	0.4247	0.1357	410.0	308992.0	0.927425516	1.735982041	0.015274822	1430.0	0.28	28.0	0.503088	0.478830003	0.521169997	0.4945
ENSMUSG00000053012	Krcc1	0.1946	0.406	0.0585	356.0	71850.0	0.831168831	3.706640074	0.156918792	620.0	0.77	11.0	0.608957	0.388256942	0.611743058	0.49675
ENSMUSG00000020393	Kremen1	0.4936	0.446	0.1198	34.0	109301.0	0.780748663	2.51199983	0.007756256	19.0	1.66	79.0	0.526547	0.46765207	0.53234793	0.526
ENSMUSG00000040680	Kremen2	0.6471	0.758	0.0	175.0	5435.0	0.33460657	1.753437317	0.089478223	160.0	1.07	15.0	0.416864	0.57398568	0.42601432	0.56525
ENSMUSG00000035047	Kri1	0.2401	0.2109	0.0621	17.0	22677.0	0.554621849	2.819541932	0.070965964	22.0	1.15	17.0	0.496038	0.493327738	0.506672262	0.51925
ENSMUSG00000000600	Krit1	0.1835	0.3849	0.0536	344.0	264.0	0.475935829	2.64137331	0.028837078	1661.0	2.12	27.0	0.634926	0.361186051	0.638813949	0.47675
ENSMUSG00000063334	Krr1	0.18	0.4628	0.0687	130.0	466422.0	1.758594347	2.183638069	0.030183893	56.0	2.27	23.0	0.560594	0.446584776	0.553415224	0.432
ENSMUSG00000046834	Krt1	0.9707	0.8899	0.0	68.0	32625.0	0.295645531	2.179167267	0.074860335	91.0	1.13	6.0	0.505495	0.460878518	0.539121482	0.484
ENSMUSG00000019761	Krt10	0.5931	0.8035	0.2236	33.0	14461.0	0.378151261	2.022776147	0.135700389	70.0	1.31	19.0	0.530285	0.399603371	0.600396629	0.43625
ENSMUSG00000044041	Krt13	0.9723	0.4609	0.0	72.0	15940.0	0.144385027	1.678531107	0.102570149	132.0	1.24	7.0	0.489858	0.486078886	0.513921114	0.48025
ENSMUSG00000023043	Krt18	0.703	0.0	0.0	100.0	23697.0	0.129106188	3.553731259	0.142114835	99.0	1.52	11.0	0.462058	0.522604728	0.477395272	0.535
ENSMUSG00000020911	Krt19	0.8081	0.5724	0.0477	0.0	12737.0	0.152788388	3.081963433	0.088590194	353.0	1.41	11.0	0.493737	0.502166667	0.497833333	0.47875
ENSMUSG00000035775	Krt20	0.9421	0.8253	0.0	54.0	15891.0	0.292589763	4.778714517	0.043081342	117.0	0.55	9.0	0.55119	0.437539957	0.562460043	0.43
ENSMUSG00000035849	Krt222	0.6898	0.8426	0.3098	30.0	13050.0	0.510313216	3.096212683	0.057658295	571.0	1.39	10.0	0.591227	0.404857316	0.595142684	0.434
ENSMUSG00000006777	Krt23	0.8773	0.6721	0.0	74.0	54987.0	0.278838808	2.709632653	0.037256841	88.0	1.0	19.0	0.545239	0.447900581	0.552099419	0.4805
ENSMUSG00000035831	Krt25	0.8863	0.3604	0.0	61.0	37689.0	0.320091673	2.180364418	0.078122899	66.0	1.25	12.0	0.553927	0.416926749	0.583073251	0.4225
ENSMUSG00000055937	Krt28	0.885	0.5785	0.0	65.0	23799.0	0.262032086	2.371271785	0.059802651	68.0	1.09	14.0	0.540072	0.444219791	0.555780209	0.43025
ENSMUSG00000023039	Krt7	0.7911	0.5003	0.0	73.0	42239.0	0.526355997	1.75622664	0.022776754	114.0	1.28	16.0	0.49291	0.502243451	0.497756549	0.5545
ENSMUSG00000061397	Krt79	0.8424	0.6153	0.0	111.0	15589.0	0.308632544	3.127114748	0.042568674	169.0	1.29	18.0	0.498226	0.488084532	0.511915468	0.549
ENSMUSG00000037185	Krt80	0.6531	0.6861	0.0725	109.0	76931.0	0.420932009	2.193454478	0.019726303	105.0	1.03	18.0	0.467915	0.5269155	0.4730845	0.55575
ENSMUSG00000067613	Krt83	0.7312	0.6254	0.0	64.0	18035.0	0.245989305	2.150551314	0.066885965	62.0	1.58	10.0	0.465925	0.513618677	0.486381323	0.539
ENSMUSG00000042747	Krtcap2	0.1523	0.23	0.1374	547.0	68.0	0.12223071	2.412758829	0.260781329	625.0	1.47	9.0	0.492515	0.497652582	0.502347418	0.5595
ENSMUSG00000029149	Krtcap3	0.5752	0.0	0.0	0.0	10827.0	0.253628724	1.41592402	0.627984085	284.0	0.79	4.0	0.424021	0.529166667	0.470833333	0.555
ENSMUSG00000074199	Krtdap	0.9773	0.0	0.0	23.0	24149.0	0.099312452	2.371323774	0.215090795	184.0	0.61	4.0	0.492953	0.509731913	0.490268087	0.51175
ENSMUSG00000018334	Ksr1	0.4618	0.5353	0.1198	129.0	161461.0	0.847211612	2.122321231	0.003767796	199.0	1.91	148.0	0.488283	0.509072509	0.490927491	0.51175
ENSMUSG00000073775	Kti12	0.2074	0.2615	0.1685	107.0	13184.0	0.463712758	1.485835559	0.738650307	13.0	0.31	8.0	0.436464			0.458
ENSMUSG00000021843	Ktn1	0.21	0.4757	0.0505	163.0	77798.0	1.43697479	3.799642301	0.009666696	4181.0	1.63	71.0	0.598183	0.399870662	0.600129338	0.507
ENSMUSG00000055553	Kxd1	0.1446	0.2171	0.0742	338.0	233.0	0.361344538	1.934250143	0.073354521	234.0	2.17	42.0	0.504691	0.48929532	0.51070468	0.50725
ENSMUSG00000035606	Ky	0.6685	0.8931	0.3116	394.0	151056.0	1.020626432	2.741386496	0.010323282	2.0	1.21	64.0	0.498815	0.493752345	0.506247655	0.5295
ENSMUSG00000039648	Kyat1	0.3796	0.0	0.0	223.0	27405.0	0.346065699	3.170293895	0.019107358	908.0	1.22	25.0	0.507769	0.486735993	0.513264007	0.50875
ENSMUSG00000040213	Kyat3	0.3612	0.0	0.0	209.0	80478.0	0.747135218	1.77211698	0.009630503	349.0	1.49	57.0	0.561115	0.43371408	0.56628592	0.46075
ENSMUSG00000026866	Kynu	0.6688	0.8369	0.0	93.0	901704.0	0.485103132	1.915435544	0.003768016	210.0	1.44	56.0	0.622827	0.376265503	0.623734497	0.40875
ENSMUSG00000031391	L1cam	0.5168	0.6243	0.0684	0.0	3996.0	0.114591291	1.873474205	0.016370271	671.0	0.96	25.0	0.522321	0.476259138	0.523740862	0.52225
ENSMUSG00000020988	L2hgdh	0.3433	0.3246	0.099	78.0	43021.0	0.546982429	2.718871351	0.042012659	193.0	1.27	41.0	0.571296	0.427735443	0.572264557	0.5055
ENSMUSG00000019718	L3hypdh	0.481	0.5081	0.0507	284.0	14314.0	0.290297937	2.808979515	0.064430201	196.0	1.3	16.0	0.558691	0.427757588	0.572242412	0.5195
ENSMUSG00000022394	L3mbtl2	0.2851	0.2743	0.1505	113.0	78492.0	0.79908327	3.857729376	0.020550188	294.0	1.87	31.0	0.502477	0.488586437	0.511413563	0.4725
ENSMUSG00000039089	L3mbtl3	0.2567	0.5452	0.0574	93.0	145577.0	0.540106952	5.436498391	0.015195376	886.0	1.86	96.0	0.584242	0.413177627	0.586822373	0.58025
ENSMUSG00000044350	Lacc1	0.4566	0.5024	0.0602	378.0	479783.0	0.433919022	2.454542892	0.099654424	405.0	0.94	16.0	0.594036	0.391978396	0.608021604	0.475
ENSMUSG00000032370	Lactb	0.2056	0.3634	0.0896	94.0	29399.0	0.449197861	3.230966996	0.036231523	166.0	1.7	17.0	0.574209	0.417861691	0.582138309	0.489
ENSMUSG00000025937	Lactb2	0.3334	0.5753	0.1553	97.0	70636.0	0.770817418	1.807920064	0.009995164	87.0	1.14	35.0	0.571244	0.43278428	0.56721572	0.47825
ENSMUSG00000041782	Lad1	0.812	0.5016	0.0	382.0	35533.0	0.312452254	2.879187829	0.02631222	199.0	0.59	24.0	0.46782	0.520422056	0.479577944	0.54275
ENSMUSG00000030124	Lag3	0.661	0.7577	0.168	355.0	23484.0	0.309396486	2.359493356	0.057173972	551.0	0.39	13.0	0.484683	0.483907186	0.516092814	0.52725
ENSMUSG00000015289	Lage3	0.2206	0.2111	0.163	68.0	24529.0	0.38579068	2.183973379	0.187068966	169.0	-0.11	4.0	0.542475	0.50310559	0.49689441	0.461
ENSMUSG00000055541	Lair1	0.6288	0.5997	0.0663	78.0	147676.0	1.083269672	2.608956118	0.014018301	739.0	0.0	43.0	0.595922	0.400113314	0.599886686	0.42725
ENSMUSG00000022991	Lalba	0.9982	0.4065	0.0	51.0	12826.0	0.271199389	4.358239111	0.235040895	7.0	0.59	6.0	0.524117	0.459703417	0.540296583	0.466
ENSMUSG00000032796	Lama1	0.8963	0.7306	0.1536	77.0	64535.0	1.376623377	2.364268778	0.003979584	17.0	1.04	165.0	0.543732	0.449548173	0.550451827	0.51975
ENSMUSG00000019899	Lama2	0.7836	0.5356	0.0726	48.0	844367.0	1.737203972	2.589502137	0.000907861	207.0	1.62	349.0	0.623528	0.374925912	0.625074088	0.414
ENSMUSG00000024421	Lama3	0.6582	0.6375	0.0683	206.0	28021.0	1.718869366	2.37095734	0.002351563	99.0	1.01	186.0	0.552965	0.443923452	0.556076548	0.486
ENSMUSG00000019846	Lama4	0.7122	0.5347	0.0667	441.0	143735.0	0.92131398	2.298727863	0.002764818	387.0	1.52	94.0	0.591758	0.404225698	0.595774302	0.465
ENSMUSG00000015647	Lama5	0.5899	0.3951	0.0609	58.0	54375.0	1.604278075	2.548308369	0.011376495	24.0	1.03	78.0	0.446602	0.539830442	0.460169558	0.58725
ENSMUSG00000002900	Lamb1	0.6415	0.3689	0.064	273.0	24523.0	0.82658518	2.304513929	0.00789396	533.0	1.98	69.0	0.542003	0.451355689	0.548644311	0.524
ENSMUSG00000052911	Lamb2	0.6184	0.4052	0.0624	121.0	18275.0	0.723453018	1.993779505	0.037096019	68.0	1.4	21.0	0.441821	0.524876115	0.475123885	0.52775
ENSMUSG00000026639	Lamb3	0.6393	0.6636	0.0997	998.0	6177.0	0.601986249	1.960285528	0.003407881	354.0	0.82	102.0	0.534968	0.461645098	0.538354902	0.45375
ENSMUSG00000026478	Lamc1	0.733	0.3446	0.0841	248.0	146339.0	1.293353705	2.499901629	0.004549207	87.0	1.89	129.0	0.556176	0.43761942	0.56238058	0.5305
ENSMUSG00000026479	Lamc2	0.7111	0.6442	0.0764	310.0	231445.0	0.785332315	2.552404778	0.010519209	512.0	0.88	75.0	0.542643	0.451185757	0.548814243	0.4635
ENSMUSG00000026840	Lamc3	0.6795	0.7238	0.1543	0.0	41338.0	0.851795264	2.113288863	0.007872021	37.0	0.87	71.0	0.486756	0.505466479	0.494533521	0.54725
ENSMUSG00000031447	Lamp1	0.2128	0.2373	0.1486	229.0	53540.0	0.623376623	1.825751027	0.044996601	88.0	0.35	18.0	0.529917	0.462757187	0.537242813	0.50975
ENSMUSG00000016534	Lamp2	0.3632	0.3292	0.0712	152.0	140271.0	0.347593583	3.390485543	0.01430153	1018.0	0.69	36.0	0.594305	0.405280266	0.594719734	0.44825
ENSMUSG00000041247	Lamp3	0.99	0.3683	0.0	112.0	76459.0	0.608861727	2.311954791	0.009037906	129.0	0.42	22.0	0.619193	0.380363402	0.619636598	0.386
ENSMUSG00000030842	Lamtor1	0.1683	0.202	0.0799	22.0	35189.0	0.134453782	1.612865544	0.043576984	316.0	2.12	14.0	0.539279	0.45810251	0.54189749	0.48425
ENSMUSG00000028062	Lamtor2	0.2197	0.1497	0.1577	162.0	4724.0	0.083269672	1.99837625	0.458372311	213.0	1.91	6.0	0.504991	0.475177305	0.524822695	0.53075
ENSMUSG00000091512	Lamtor3	0.1967	0.2631	0.1176	177.0	50851.0	0.210084034	1.907234764	0.052729226	221.0	1.83	13.0	0.579687	0.414533259	0.585466741	0.4475
ENSMUSG00000050552	Lamtor4	0.2254	0.2801	0.0882	320.0	29578.0	0.09854851	2.277990188	0.120051086	335.0	1.09	7.0	0.495657	0.487323016	0.512676984	0.4705
ENSMUSG00000087260	Lamtor5	0.1832	0.2346	0.1482	60.0	40205.0	0.235294118	2.189761159	0.124258089	49.0	1.2	9.0	0.570471	0.415342087	0.584657913	0.43675
ENSMUSG00000026000	Lancl1	0.3734	0.4403	0.1471	298.0	93729.0	0.690603514	2.416494938	0.010741195	526.0	1.43	40.0	0.558322	0.436790087	0.563209913	0.467
ENSMUSG00000062190	Lancl2	0.302	0.5822	0.07	521.0	10461.0	0.603514133	2.720436799	0.022302919	523.0	1.62	25.0	0.609946	0.383263598	0.616736402	0.4555
ENSMUSG00000047344	Lancl3	0.6078	0.7145	0.1568	329.0	95340.0	0.841864018	3.820580749	0.017951162	251.0	1.67	53.0	0.597589	0.397893851	0.602106149	0.502
ENSMUSG00000039682	Lap3	0.3258	0.3977	0.0631	87.0	39623.0	0.479755539	1.878923219	0.021636731	103.0	1.84	23.0	0.549488	0.447070553	0.552929447	0.49125
ENSMUSG00000020585	Laptm4a	0.328	0.2706	0.1162	296.0	150341.0	0.333842628	3.469537282	0.03764637	410.0	1.88	23.0	0.575268	0.41748334	0.58251666	0.47725
ENSMUSG00000022257	Laptm4b	0.4207	0.2258	0.0862	297.0	155309.0	0.388846448	2.834416763	0.015061803	333.0	1.67	38.0	0.55866	0.438870484	0.561129516	0.4735
ENSMUSG00000028581	Laptm5	0.5923	0.6285	0.0899	224.0	120588.0	0.581359817	2.51276651	0.02763055	40.0	0.93	26.0	0.469088	0.527207719	0.472792281	0.51675
ENSMUSG00000004383	Large1	0.4618	0.0	0.0	1153.0	591661.0	4.229182582	3.791151924	0.006056299	2672.0	2.65	328.0	0.584467	0.414462048	0.585537952	0.5515
ENSMUSG00000040434	Large2	0.6994	0.0	0.0	77.0	278851.0	0.344537815	2.35207771	0.050369084	574.0	1.64	15.0	0.443109	0.55191747	0.44808253	0.56075
ENSMUSG00000037331	Larp1	0.2958	0.3451	0.1411	130.0	176245.0	1.293353705	3.010961013	0.01006192	23.0	2.25	54.0	0.536331	0.453251068	0.546748932	0.57525
ENSMUSG00000025762	Larp1b	0.4882	0.615	0.1215	0.0	108544.0	0.429335371	2.868214666	0.012512031	649.0	1.5	19.0	0.584476	0.415617965	0.584382035	0.41625
ENSMUSG00000023025	Larp4	0.3918	0.3457	0.1064	203.0	3003.0	0.626432391	3.288394076	0.013629744	880.0	1.77	34.0	0.600268	0.399813841	0.600186159	0.4375
ENSMUSG00000033499	Larp4b	0.2518	0.2679	0.0888	239.0	97898.0	1.265851795	3.999428105	0.008748493	579.0	1.79	72.0	0.585224	0.412133779	0.587866221	0.50525
ENSMUSG00000034839	Larp6	0.6474	0.7269	0.1117	218.0	24864.0	0.32696715	2.005862177	0.017936004	81.0	0.93	40.0	0.528377	0.460788089	0.539211911	0.5295
ENSMUSG00000027968	Larp7	0.2857	0.6538	0.0695	170.0	53999.0	0.340718105	2.991557899	0.070325179	263.0	1.51	17.0	0.597199	0.3940062	0.6059938	0.43875
ENSMUSG00000024493	Lars	0.1931	0.4265	0.0531	229.0	65508.0	0.588999236	3.008036273	0.007496077	169.0	2.3	60.0	0.576389	0.420319402	0.579680598	0.41525
ENSMUSG00000035202	Lars2	0.3329	0.3683	0.078	201.0	106162.0	0.721925134	1.933055066	0.006152143	207.0	1.45	67.0	0.560446	0.436490135	0.563509865	0.43775
ENSMUSG00000057421	Las1l	0.2428	0.3725	0.0767	66.0	245236.0	1.048128342	2.192271805	0.094717331	434.0	1.11	16.0	0.552482	0.440390572	0.559609428	0.44175
ENSMUSG00000038366	Lasp1	0.3168	0.2947	0.1716	230.0	17127.0	0.582887701	3.029232309	0.009999745	321.0	2.05	67.0	0.481199	0.514610208	0.485389792	0.55625
ENSMUSG00000030742	Lat	0.8837	0.8694	0.2846	292.0	120680.0	0.190985485	1.570126083	0.105787725	540.0	0.4	10.0	0.493879	0.486342438	0.513657562	0.5795
ENSMUSG00000040751	Lat2	0.5571	0.5209	0.0952	165.0	32336.0	0.433919022	1.756153049	0.023125625	677.0	0.36	18.0	0.477673	0.522917137	0.477082863	0.51225
ENSMUSG00000040021	Lats1	0.3774	0.2581	0.1492	371.0	77.0	1.54316272	2.45518125	0.028568997	215.0	1.94	30.0	0.577269	0.42075041	0.57924959	0.5
ENSMUSG00000021959	Lats2	0.3638	0.3414	0.1047	438.0	20.0	1.627196333	3.444186042	0.016311567	277.0	1.78	77.0	0.524353	0.470928985	0.529071015	0.5215
ENSMUSG00000051998	Lax1	0.7707	0.7924	0.1976	400.0	28728.0	0.438502674	2.39863712	0.051002813	441.0	0.3	12.0	0.543837	0.444138248	0.555861752	0.47525
ENSMUSG00000060594	Layn	0.5264	0.6867	0.1334	97.0	16166.0	0.28724217	2.930762414	0.086677368	237.0	0.86	19.0	0.568154	0.427868304	0.572131696	0.501
ENSMUSG00000024063	Lbh	0.4042	0.4735	0.1478	249.0	81852.0	0.705118411	4.034157643	0.024192184	234.0	1.14	27.0	0.530432	0.463011568	0.536988432	0.53875
ENSMUSG00000096740	Lbhd1	0.1924	0.0	0.0	199.0	2808.0	1.058059587	2.465440006	0.229290772	36.0	0.75	11.0	0.546313	0.447662247	0.552337753	0.44075
ENSMUSG00000016024	Lbp	0.5445	0.5951	0.0	178.0	48399.0	0.469824293	2.584894668	0.015439475	237.0	0.52	24.0	0.522307	0.471911055	0.528088945	0.50725
ENSMUSG00000004880	Lbr	0.4098	0.4574	0.124	108.0	265821.0	0.593582888	2.859647748	0.017488723	127.0	1.14	38.0	0.547754	0.453707245	0.546292755	0.50575
ENSMUSG00000034968	Lbx2	0.6459	0.7814	0.0	58.0	8021.0	0.092436975	5.32923681	0.179978701	50.0	0.5	6.0	0.4065	0.586792453	0.413207547	0.54275
ENSMUSG00000032258	Lca5	0.3687	0.6859	0.1175	259.0	294442.0	0.265851795	3.950173953	0.018426605	423.0	0.72	48.0	0.580922	0.417373281	0.582626719	0.437
ENSMUSG00000045275	Lca5l	0.6975	0.8699	0.0	312.0	46844.0	0.533995416	2.902661104	0.016664204	346.0	0.38	45.0	0.531527	0.464017991	0.535982009	0.4645
ENSMUSG00000035237	Lcat	0.694	0.8279	0.3019	5.0	4938.0	0.194041253	1.510283709	0.210018262	66.0	1.82	7.0	0.474948	0.508835341	0.491164659	0.56075
ENSMUSG00000000409	Lck	0.8381	0.8477	0.2113	134.0	30928.0	0.290297937	2.741967752	0.017672175	628.0	1.95	41.0	0.518602	0.475325684	0.524674316	0.49325
ENSMUSG00000054469	Lclat1	0.2578	0.4227	0.0781	190.0	189689.0	0.802139037	2.214942095	0.005503191	403.0	1.66	100.0	0.587006	0.411449262	0.588550738	0.46975
ENSMUSG00000030763	Lcmt1	0.2035	0.3513	0.086	168.0	8130.0	0.260504202	2.264765463	0.009565085	264.0	1.53	42.0	0.547549	0.450772428	0.549227572	0.46475
ENSMUSG00000074890	Lcmt2	0.1309	0.3271	0.1368	439.0	23982.0	0.278838808	2.047588885	0.074463679	67.0	0.44	15.0	0.557737	0.420548628	0.579451372	0.49425
ENSMUSG00000026822	Lcn2	0.7326	0.6659	0.0	81.0	5935.0	0.108479756	1.917706185	0.118445989	31.0	0.2	4.0	0.45624	0.545333333	0.454666667	0.53875
ENSMUSG00000025019	Lcor	0.2388	0.6876	0.1261	679.0	97932.0	1.035905271	4.655550496	0.013341835	1326.0	2.08	72.0	0.606755	0.385732117	0.614267883	0.538
ENSMUSG00000015882	Lcorl	0.3	0.5677	0.0414	119.0	187697.0	4.401833461	6.064414692	0.046622952	3582.0	2.14	96.0	0.62535	0.37495072	0.62504928	0.53925
ENSMUSG00000021998	Lcp1	0.5056	0.4604	0.0409	183.0	672.0	0.456073338	2.515006947	0.01162412	927.0	2.44	98.0	0.57144	0.42722524	0.57277476	0.43975
ENSMUSG00000002699	Lcp2	0.6075	0.8416	0.2308	435.0	53931.0	1.262032086	1.615817669	0.031910439	429.0	1.2	41.0	0.550621	0.447737947	0.552262053	0.45275
ENSMUSG00000037669	Ldah	0.1618	0.0	0.0	90.0	230459.0	0.463712758	1.781543016	0.007945502	194.0	0.52	64.0	0.580106	0.418148326	0.581851674	0.417
ENSMUSG00000025223	Ldb1	0.4263	0.3343	0.1379	357.0	325.0	0.79144385	3.245356257	0.113693007	1649.0	2.98	31.0	0.455392	0.534449943	0.465550057	0.56175
ENSMUSG00000039706	Ldb2	0.4526	0.549	0.0876	188.0	573058.0	0.483575248	3.257487719	0.001144863	1491.0	2.94	217.0	0.586544	0.413133592	0.586866408	0.45675
ENSMUSG00000021798	Ldb3	0.7859	0.738	0.168	92.0	65863.0	0.896103896	1.874358295	0.006670641	824.0	1.89	71.0	0.508991	0.490402683	0.509597317	0.54
ENSMUSG00000063229	Ldha	0.228	0.2468	0.1479	204.0	45372.0	0.096256684	2.759907155	0.041440928	584.0	2.09	24.0	0.501806	0.495420483	0.504579517	0.507
ENSMUSG00000030246	Ldhb	0.5677	0.3532	0.129	113.0	34848.0	0.877005348	1.837176734	0.10299266	868.0	1.97	23.0	0.557852	0.435172204	0.564827796	0.49375
ENSMUSG00000031958	Ldhd	0.6038	0.5703	0.0633	0.0	94239.0	0.605042017	2.123828901	0.075093091	20.0	0.84	11.0	0.451479	0.570230608	0.429769392	0.53125
ENSMUSG00000032193	Ldlr	0.5467	0.415	0.0636	296.0	107314.0	0.679144385	2.560381805	0.014600197	162.0	0.89	43.0	0.495102	0.49569005	0.50430995	0.5125
ENSMUSG00000048058	Ldlrad3	0.4364	0.5227	0.0917	61.0	300133.0	0.722689076	2.599036123	0.002214375	149.0	1.86	264.0	0.531596	0.468319346	0.531680654	0.49625
ENSMUSG00000024544	Ldlrad4	0.4903	0.5461	0.0996	564.0	133151.0	0.384262796	3.94668756	0.002618711	649.0	1.0	329.0	0.559314	0.440062539	0.559937461	0.539
ENSMUSG00000037295	Ldlrap1	0.2767	0.2943	0.135	125.0	63734.0	0.953399542	2.115669613	0.012239347	58.0	1.78	46.0	0.457633	0.541762875	0.458237125	0.5595
ENSMUSG00000057615	Ldoc1	0.9937	0.5509	0.0	214.0	523938.0	0.214667685	2.276544367	0.192465753	124.0	0.39	2.0	0.474297			0.4795
