ts_id	Geneid	length	Total_num_exons	Total_exons_len	avg_exon_length	Total_num_introns	Total_introns_len	avg_intron_length	Total_num_utr_5	Total_utr_5_len	avg_utr_5_length	Total_num_utr_3	Total_utr_3_len	avg_utr_3_length
ENST00000395468	ENSG00000168175	18549	4	6470	1617.5	3	12085	4028.33	2	163	81.5	1	5568	5568
ENST00000471240	ENSG00000168209	2063	2	1968	984	1	97	97	0	0	0	0	0	0
ENST00000342320	ENSG00000168214	72697	11	5772	524.73	10	66945	6694.5	1	177	177	1	4125	4125
ENST00000649934	ENSG00000168216	123002	16	3916	244.75	15	119116	7941.07	1	130	130	1	2149	2149
ENST00000302874	ENSG00000168228	57611	13	2810	216.15	12	54825	4568.75	1	37	37	1	1220	1220
ENST00000306051	ENSG00000168229	9028	2	2959	1479.5	1	6071	6071	1	118	118	1	1761	1761
ENST00000317571	ENSG00000168234	120848	14	4910	350.71	13	115964	8920.31	1	119	119	1	3027	3027
ENST00000436784	ENSG00000168237	7431	5	3796	759.2	4	3643	910.75	2	90	45	1	2132	2132
ENST00000450593	ENSG00000168243	103069	4	4982	1245.5	3	98093	32697.67	3	331	110.33	1	4423	4423
ENST00000393792	ENSG00000168246	74120	3	2991	997	2	71133	35566.5	1	100	100	1	2185	2185
ENST00000489144	ENSG00000168255	34651	8	2561	320.12	7	32104	4586.29	1	47	47	6	2036	339.33
ENST00000393879	ENSG00000168256	5227	2	4215	2107.5	1	1014	1014	0	0	0	0	0	0
ENST00000586240	ENSG00000168259	4173	1	4173	4173	0	0	0	0	0	0	0	0	0
ENST00000382082	ENSG00000168263	12529	2	2180	1090	1	10351	10351	1	231	231	1	311	311
ENST00000366609	ENSG00000168264	5911	2	5318	2659	1	595	595	1	685	685	1	2869	2869
ENST00000376504	ENSG00000168267	1935	2	1547	773.5	1	390	390	1	220	220	1	340	340
ENST00000307076	ENSG00000168268	10669	14	2061	147.21	13	8634	664.15	1	402	402	1	84	84
ENST00000306268	ENSG00000168269	3839	2	2323	1161.5	1	1518	1518	1	62	62	1	1124	1124
ENST00000477703	ENSG00000168273	5287	2	1771	885.5	1	3518	3518	1	152	152	1	1406	1406
ENST00000366615	ENSG00000168275	11626	3	1744	581.33	2	9886	4943	1	12	12	1	1263	1263
ENST00000677705	ENSG00000168280	35442	10	7770	777	9	27690	3076.67	0	0	0	0	0	0
ENST00000305386	ENSG00000168282	2684	1	2684	2684	0	0	0	1	471	471	1	870	870
ENST00000376663	ENSG00000168283	10387	10	3550	355	9	6855	761.67	2	619	309.5	1	1943	1943
ENST00000303596	ENSG00000168286	1877	1	1877	1877	0	0	0	1	236	236	1	697	697
ENST00000428879	ENSG00000168288	17960	7	1733	247.57	6	16239	2706.5	1	506	506	1	331	331
ENST00000479945	ENSG00000168291	6137	5	4464	892.8	4	1681	420.25	0	0	0	0	0	0
ENST00000383716	ENSG00000168297	93238	19	3054	160.74	18	90220	5012.22	1	100	100	2	1390	695
ENST00000304218	ENSG00000168298	788	1	788	788	0	0	0	1	63	63	1	66	66
ENST00000360540	ENSG00000168300	81520	7	4259	608.43	6	77273	12878.83	3	410	136.67	1	2772	2772
ENST00000355076	ENSG00000168301	4589	2	2427	1213.5	1	2164	2164	1	984	984	1	729	729
ENST00000306984	ENSG00000168303	8597	2	7629	3814.5	1	970	970	1	56	56	1	7033	7033
ENST00000459701	ENSG00000168306	32149	15	2363	157.53	14	29814	2129.57	2	258	129	1	89	89
ENST00000649301	ENSG00000168309	63453	7	3810	544.29	6	59655	9942.5	5	911	182.2	1	2463	2463
ENST00000393593	ENSG00000168310	86823	9	2266	251.78	8	84573	10571.62	2	180	90	1	1030	1030
ENST00000452959	ENSG00000168314	61777	6	5681	946.83	5	56106	11221.2	3	128	42.67	3	5307	1769
ENST00000541347	ENSG00000168329	17780	2	3257	1628.5	1	14525	14525	2	242	121	1	1948	1948
ENST00000303202	ENSG00000168333	3250	5	1504	300.8	4	1754	438.5	2	175	87.5	1	1072	1072
ENST00000340369	ENSG00000168334	9382	2	6463	3231.5	1	2921	2921	2	232	116	1	700	700
ENST00000307169	ENSG00000168348	2892	1	2892	2892	0	0	0	1	90	90	1	1102	1102
ENST00000305631	ENSG00000168350	15690	3	3837	1279	2	11857	5928.5	1	59	59	1	2805	2805
ENST00000668754	ENSG00000168356	206174	33	7318	221.76	32	198920	6216.25	8	992	124	1	926	926
ENST00000486310	ENSG00000168374	25963	6	1607	267.83	5	24366	4873.2	1	227	227	4	1199	299.75
ENST00000391973	ENSG00000168385	38926	13	3714	285.69	12	35236	2936.33	2	530	265	2	2089	1044.5
ENST00000477258	ENSG00000168386	285692	6	5641	940.17	5	280061	56012.2	2	461	230.5	1	1604	1604
ENST00000480630	ENSG00000168389	5757	9	2441	271.22	8	3332	416.5	0	0	0	0	0	0
ENST00000400770	ENSG00000168393	11199	4	1093	273.25	3	10112	3370.67	1	162	162	2	678	339
ENST00000354258	ENSG00000168394	8497	11	2696	245.09	10	5821	582.1	1	69	69	1	371	371
ENST00000313552	ENSG00000168395	27441	8	5205	650.62	7	22250	3178.57	1	28	28	1	4448	4448
ENST00000405546	ENSG00000168397	36643	13	3307	254.38	12	33360	2780	1	503	503	1	1650	1650
ENST00000542454	ENSG00000168398	39489	3	6848	2282.67	2	32645	16322.5	3	3091	1030.33	1	2663	2663
ENST00000570846	ENSG00000168404	6558	3	3885	1295	2	2677	1338.5	0	0	0	0	0	0
ENST00000361070	ENSG00000168411	45480	13	4961	381.62	12	40543	3378.58	2	96	48	1	2530	2530
ENST00000307161	ENSG00000168412	21914	2	1291	645.5	1	20625	20625	1	203	203	1	35	35
ENST00000308251	ENSG00000168418	21357	3	5506	1835.33	2	15855	7927.5	2	385	192.5	1	3561	3561
ENST00000381799	ENSG00000168421	49938	3	4184	1394.67	2	45758	22879	3	603	201	1	3006	3006
ENST00000409223	ENSG00000168427	14281	8	3788	473.5	7	10507	1501	2	163	81.5	1	1883	1883
ENST00000307149	ENSG00000168434	64698	17	2952	173.65	16	61778	3861.12	1	196	196	1	428	428
ENST00000368932	ENSG00000168438	52084	16	3949	246.81	15	48165	3211	2	103	51.5	1	2093	2093
ENST00000358794	ENSG00000168439	19273	14	2757	196.93	13	16542	1272.46	1	554	554	1	418	418
ENST00000343070	ENSG00000168447	78994	13	2573	197.92	12	76445	6370.42	2	146	73	1	494	494
ENST00000680789	ENSG00000168453	18967	20	5658	282.9	19	13347	702.47	3	790	263.33	1	1282	1282
ENST00000357775	ENSG00000168454	3304	2	2797	1398.5	1	509	509	2	202	101	1	1135	1135
ENST00000578921	ENSG00000168461	154252	7	3926	560.86	6	150338	25056.33	1	106	106	1	3227	3227
ENST00000306306	ENSG00000168476	3889	8	1674	209.25	7	2229	318.43	1	426	426	1	468	468
ENST00000647633	ENSG00000168477	68180	45	13876	308.36	44	54392	1236.18	2	162	81	1	196	196
ENST00000520124	ENSG00000168481	10005	6	4426	737.67	5	5589	1117.8	0	0	0	0	0	0
ENST00000521315	ENSG00000168484	2684	5	1051	210.2	4	1641	410.25	1	33	33	1	439	439
ENST00000520626	ENSG00000168487	46992	20	4371	218.55	19	42659	2245.21	1	83	83	19	4098	215.68
ENST00000563314	ENSG00000168488	14204	21	4595	218.81	20	9649	482.45	0	0	0	0	0	0
ENST00000321613	ENSG00000168490	12399	6	3105	517.5	5	9304	1860.8	3	460	153.33	1	1650	1650
ENST00000651260	ENSG00000168491	26572	8	3052	381.5	7	23534	3362	1	70	70	2	493	246.5
ENST00000397802	ENSG00000168495	9367	8	5502	687.75	7	3879	554.14	1	216	216	1	4083	4083
ENST00000305885	ENSG00000168496	4329	2	2018	1009	1	2313	2313	2	141	70.5	1	735	735
ENST00000304141	ENSG00000168497	12780	2	3056	1528	1	9726	9726	1	164	164	1	1614	1614
ENST00000359865	ENSG00000168502	115409	17	6110	359.41	16	109331	6833.19	3	145	48.33	2	1192	596
ENST00000306318	ENSG00000168505	3152	2	2142	1071	1	1012	1012	1	416	416	1	679	679
ENST00000336751	ENSG00000168509	4267	4	2130	532.5	3	2143	714.33	2	240	120	1	608	608
ENST00000306238	ENSG00000168515	3325	3	456	152	2	2873	1436.5	1	70	70	1	112	112
ENST00000307275	ENSG00000168517	9342	4	1532	383	3	7816	2605.33	3	439	146.33	1	232	232
ENST00000525099	ENSG00000168522	9135	3	7330	2443.33	2	1809	904.5	0	0	0	0	0	0
ENST00000491976	ENSG00000168528	20866	11	2818	256.18	10	18068	1806.8	0	0	0	0	0	0
ENST00000352451	ENSG00000168530	25026	7	1056	150.86	6	23982	3997	1	133	133	2	334	167
ENST00000334690	ENSG00000168538	54298	30	4553	151.77	29	49803	1717.34	2	178	89	1	946	946
ENST00000306960	ENSG00000168539	12686	2	2648	1324	1	10040	10040	2	226	113	1	1040	1040
ENST00000304636	ENSG00000168542	38375	51	5541	108.65	50	32934	658.68	1	118	118	1	973	973
ENST00000524240	ENSG00000168546	98479	9	5000	555.56	8	93495	11686.88	1	717	717	1	2881	2881
ENST00000302327	ENSG00000168556	7373	2	2460	1230	1	4915	4915	1	139	139	1	1478	1478
ENST00000504169	ENSG00000168564	4430	3	3545	1181.67	2	889	444.5	1	163	163	1	1638	1638
ENST00000342415	ENSG00000168566	21771	9	4183	464.78	8	17604	2200.5	1	61	61	1	3095	3095
ENST00000307366	ENSG00000168569	2037	2	1275	637.5	1	764	764	1	13	13	1	653	653
ENST00000520262	ENSG00000168575	84758	11	3763	342.09	10	81015	8101.5	2	467	233.5	1	1329	1329
ENST00000304502	ENSG00000168582	2851	3	625	208.33	2	2230	1115	1	34	34	1	65	65
ENST00000561880	ENSG00000168589	9622	4	975	243.75	3	8653	2884.33	1	50	50	2	789	394.5
ENST00000319511	ENSG00000168591	4522	3	2421	807	2	2105	1052.5	2	652	326	1	863	863
ENST00000615367	ENSG00000168594	59824	6	3392	565.33	5	56442	11288.4	6	737	122.83	1	193	193
ENST00000678764	ENSG00000168610	75035	23	5077	220.74	22	70002	3181.91	0	0	0	0	0	0
ENST00000372523	ENSG00000168612	4041	2	2771	1385.5	1	1272	1272	2	97	48.5	1	1217	1217
ENST00000481058	ENSG00000168615	108533	21	7100	338.1	20	101473	5073.65	0	0	0	0	0	0
ENST00000265707	ENSG00000168619	145499	20	2420	121	19	143117	7532.47	1	56	56	1	126	126
ENST00000326524	ENSG00000168621	27366	3	4174	1391.33	2	23196	11598	2	563	281.5	1	2975	2975
ENST00000636043	ENSG00000168631	19700	6	5593	932.17	5	14117	2823.4	1	101	101	1	1105	1105
ENST00000305479	ENSG00000168634	6781	4	1354	338.5	3	5433	1811	1	87	87	2	984	492
ENST00000307078	ENSG00000168646	33087	11	4271	388.27	10	28836	2883.6	2	317	158.5	1	1414	1414
ENST00000372967	ENSG00000168653	8320	3	547	182.33	2	7777	3888.5	2	85	42.5	1	141	141
ENST00000432242	ENSG00000168658	226185	29	5353	184.59	28	220888	7888.86	2	282	141	26	4764	183.23
ENST00000439785	ENSG00000168661	18269	5	2656	531.2	4	15621	3905.25	2	446	223	1	333	333
ENST00000282507	ENSG00000168671	31863	7	2349	335.57	6	29526	4921	1	94	94	1	678	678
ENST00000304916	ENSG00000168672	6037	2	5490	2745	1	549	549	2	543	271.5	1	4015	4015
ENST00000399848	ENSG00000168675	433970	6	8639	1439.83	5	425341	85068.2	3	671	223.67	1	7099	7099
ENST00000569333	ENSG00000168676	37296	14	4927	351.93	13	32395	2491.92	0	0	0	0	0	0
ENST00000369779	ENSG00000168679	28171	9	2576	286.22	8	25611	3201.38	2	196	98	1	910	910
ENST00000303115	ENSG00000168685	22714	8	4592	574	7	18136	2590.86	1	88	88	1	3118	3118
ENST00000563168	ENSG00000168701	2137	2	1527	763.5	1	612	612	0	0	0	0	0	0
ENST00000389484	ENSG00000168702	1899595	91	15941	175.18	90	1883834	20931.49	1	288	288	1	1764	1764
ENST00000372785	ENSG00000168703	1042	3	778	259.33	2	268	134	1	19	19	1	422	422
ENST00000393614	ENSG00000168710	38978	17	4330	254.71	16	34680	2167.5	2	802	401	1	2062	2062
ENST00000382021	ENSG00000168724	29373	13	6221	478.54	12	23176	1931.33	1	228	228	1	4251	4251
ENST00000372889	ENSG00000168734	87130	6	1495	249.17	5	85645	17129	5	590	118	1	674	674
ENST00000379987	ENSG00000168743	76202	12	4573	381.08	11	71651	6513.73	1	183	183	1	2682	2682
ENST00000394069	ENSG00000168748	9223	7	1720	245.71	6	7515	1252.5	2	433	216.5	1	656	656
ENST00000490605	ENSG00000168754	110697	17	2715	159.71	16	108014	6750.88	1	268	268	1	392	392
ENST00000470569	ENSG00000168757	2752	4	1899	474.75	3	859	286.33	0	0	0	0	0	0
ENST00000482925	ENSG00000168758	7190	13	3789	291.46	12	3425	285.42	0	0	0	0	0	0
ENST00000305510	ENSG00000168763	19116	8	4908	613.5	7	14222	2031.71	1	11	11	1	2767	2767
ENST00000369833	ENSG00000168765	5408	5	3995	799	4	1421	355.25	2	916	458	1	2468	2468
ENST00000513237	ENSG00000168769	133525	11	10177	925.18	10	123368	12336.8	2.5	831	343.585	1	3298	3298
ENST00000540549	ENSG00000168769	133525	11	10177	925.18	10	123368	12336.8	2.5	831	343.585	1	3298	3298
ENST00000394767	ENSG00000168772	26588	3	5572	1857.33	2	21020	10510	2	453	226.5	1	4015	4015
ENST00000543998	ENSG00000168778	12197	6	2924	487.33	5	9283	1856.6	0	0	0	0	0	0
ENST00000490689	ENSG00000168779	9342	5	4189	837.8	4	5161	1290.25	0	0	0	0	0	0
ENST00000420765	ENSG00000168781	56793	31	5749	185.45	30	51104	1703.47	3	207	69	1	1213	1213
ENST00000511753	ENSG00000168785	13189	5	4067	813.4	4	9130	2282.5	0	0	0	0	0	0
ENST00000307201	ENSG00000168792	6492	2	3494	1747	1	3000	3000	1	72	72	1	2015	2015
ENST00000307750	ENSG00000168795	27350	2	4692	2346	1	22660	22660	2	242	121	1	2417	2417
ENST00000448552	ENSG00000168802	14580	4	2925	731.25	3	11661	3887	2	142	71	1	2416	2416
ENST00000562188	ENSG00000168803	23899	13	4281	329.31	12	19642	1636.83	4	580	145	1	2625	2625
ENST00000305641	ENSG00000168806	6926	1	6926	6926	0	0	0	1	85	85	1	4781	4781
ENST00000336278	ENSG00000168807	121925	7	9796	1399.43	6	112141	18690.17	1	39	39	1	8129	8129
ENST00000468862	ENSG00000168811	7160	4	1913	478.25	3	5253	1751	0	0	0	0	0	0
ENST00000355898	ENSG00000168813	42059	7	7723	1103.29	6	34348	5724.67	3	273	91	1	4585	4585
ENST00000503692	ENSG00000168818	7647	3	3500	1166.67	2	4151	2075.5	0	0	0	0	0	0
ENST00000421177	ENSG00000168824	70920	9	4181	464.56	8	66755	8344.38	6	1997	332.83	1	1624	1624
ENST00000337872	ENSG00000168826	31534	8	2894	361.75	7	28654	4093.43	2	123	61.5	1	468	468
ENST00000486715	ENSG00000168827	51056	18	6496	360.89	17	44594	2623.18	1	109	109	1	4115	4115
ENST00000377981	ENSG00000168828	940	1	940	940	0	0	0	0	0	0	0	0	0
ENST00000305344	ENSG00000168830	79153	2	1828	914	1	77327	77327	2	483	241.5	1	248	248
ENST00000306100	ENSG00000168843	780105	16	4812	300.75	15	775323	51688.2	2	404	202	1	1851	1851
ENST00000566574	ENSG00000168872	10077	5	5012	1002.4	4	5073	1268.25	0	0	0	0	0	0
ENST00000306279	ENSG00000168874	37394	3	5661	1887	2	31737	15868.5	1	200	200	1	4494	4494
ENST00000306087	ENSG00000168875	2021	1	2021	2021	0	0	0	1	471	471	1	828	828
ENST00000544253	ENSG00000168876	5571	2	3004	1502	1	2569	2569	2	120	60	1	2507	2507
ENST00000393822	ENSG00000168878	11425	12	3678	306.5	11	7769	706.27	2	138	69	2	2386	1193
ENST00000323701	ENSG00000168883	33099	13	2196	168.92	12	30927	2577.25	1	11	11	1	476	476
ENST00000510267	ENSG00000168884	14685	6	2012	335.33	5	12683	2536.6	2	430	215	1	610	610
ENST00000306336	ENSG00000168887	6814	4	4278	1069.5	3	2542	847.33	1	83	83	1	3692	3692
ENST00000431593	ENSG00000168890	4122	5	2328	465.6	4	1802	450.5	0	0	0	0	0	0
ENST00000441634	ENSG00000168894	1858	4	848	212	3	1016	338.67	1	40	40	1	386	386
ENST00000306384	ENSG00000168899	8977	3	663	221	2	8318	4159	1	61	61	1	250	250
ENST00000342868	ENSG00000168903	17883	8	2447	305.88	7	15450	2207.14	1	184	184	1	856	856
ENST00000301981	ENSG00000168904	139250	10	5862	586.2	9	133406	14822.89	2	123	61.5	1	4628	4628
ENST00000306434	ENSG00000168906	6115	9	2826	314	8	3305	413.12	1	121	121	1	1510	1510
ENST00000397272	ENSG00000168907	17604	20	5607	280.35	19	12035	633.42	1	88	88	1	2951	2951
ENST00000399775	ENSG00000168913	1949	2	1030	515	1	921	921	2	377	188.5	1	423	423
ENST00000513986	ENSG00000168916	109726	10	6162	616.2	9	103582	11509.11	2	630	315	1	986	986
ENST00000472200	ENSG00000168917	24677	2	2839	1419.5	1	21840	21840	0	0	0	0	0	0
ENST00000359570	ENSG00000168918	147938	27	5301	196.33	26	142689	5488.04	1	513	513	1	1196	1196
ENST00000302787	ENSG00000168924	44679	14	5385	384.64	13	39320	3024.62	1	207	207	1	2946	2946
ENST00000642378	ENSG00000168925	1523	2	1278	639	1	247	247	0	0	0	2	1228	614
ENST00000481611	ENSG00000168928	3024	4	2252	563	3	778	259.33	0	0	0	0	0	0
ENST00000329758	ENSG00000168930	10922	8	2171	271.38	7	8765	1252.14	3	332	110.67	1	476	476
ENST00000382936	ENSG00000168936	5373	4	2807	701.75	3	2572	857.33	1	487	487	1	1229	1229
ENST00000306442	ENSG00000168938	13477	5	1369	273.8	4	12116	3029	1	101	101	1	626	626
ENST00000302805	ENSG00000168939	14649	2	9021	4510.5	1	5630	5630	2	433	216.5	1	7722	7722
ENST00000675852	ENSG00000168944	55756	15	6471	431.4	14	49313	3522.36	0	0	0	0	0	0
ENST00000323944	ENSG00000168952	240637	6	4138	689.67	5	236509	47301.8	2	454	227	1	3048	3048
ENST00000304568	ENSG00000168955	17270	4	2418	604.5	3	14858	4952.67	1	39	39	1	1687	1687
ENST00000460756	ENSG00000168958	32570	6	3530	588.33	5	29050	5810	0	0	0	0	0	0
ENST00000305447	ENSG00000168959	561342	10	8006	800.6	9	553354	61483.78	2	409	204.5	1	3951	3951
ENST00000302228	ENSG00000168961	19764	10	3028	302.8	9	16754	1861.56	1	1469	1469	1	579	579
ENST00000491746	ENSG00000168970	20029	24	7251	302.12	23	12824	557.57	0	0	0	0	0	0
ENST00000304062	ENSG00000168993	41174	4	2116	529	3	39064	13021.33	2	165	82.5	1	1545	1545
ENST00000380283	ENSG00000168994	29096	5	1883	376.6	4	27221	6805.25	1	183	183	1	1001	1001
ENST00000317643	ENSG00000168995	11227	7	1761	251.57	6	9478	1579.67	1	70	70	1	282	282
ENST00000306928	ENSG00000169006	12019	4	1604	401	3	10421	3473.67	1	67	67	1	302	302
ENST00000542100	ENSG00000169016	21804	9	3459	384.33	8	18361	2295.12	5	732	146.4	1	2103	2103
ENST00000306917	ENSG00000169018	18119	2	7179	3589.5	1	10942	10942	1	674	674	1	4621	4621
ENST00000381571	ENSG00000169019	12917	5	1466	293.2	4	11459	2864.75	1	52	52	1	859	859
ENST00000506525	ENSG00000169020	1385	3	499	166.33	2	890	445	0	0	0	0	0	0
ENST00000304863	ENSG00000169021	7833	2	3088	1544	1	4747	4747	1	34	34	1	2229	2229
ENST00000322224	ENSG00000169026	7324	10	1843	184.3	9	5499	611	1	25	25	1	130	130
ENST00000396578	ENSG00000169031	150170	52	8090	155.58	51	142182	2787.88	1	104	104	1	2923	2923
ENST00000307102	ENSG00000169032	104634	11	2558	232.55	10	102096	10209.6	1	437	437	1	930	930
ENST00000304045	ENSG00000169035	7619	5	1980	396	4	5647	1411.75	2	309	154.5	3	1470	490
ENST00000515481	ENSG00000169045	5854	4	5568	1392	3	292	97.33	0	0	0	0	0	0
ENST00000305123	ENSG00000169047	68510	2	9773	4886.5	1	58739	58739	1	1083	1083	2	4962	2481
ENST00000303391	ENSG00000169057	76146	4	10471	2617.75	3	65681	21893.67	2	214	107	1	8795	8795
ENST00000381089	ENSG00000169059	1502	3	998	332.67	2	508	254	2	309	154.5	1	128	128
ENST00000619079	ENSG00000169062	2542	2	2425	1212.5	1	119	119	0	0	0	0	0	0
ENST00000675490	ENSG00000169064	140456	22	3829	174.05	21	136669	6508.05	4	341	85.25	1	951	951
ENST00000423391	ENSG00000169067	2795	1	2795	2795	0	0	0	1	105	105	1	1560	1560
ENST00000550066	ENSG00000169071	164599	11	4371	397.36	10	160248	16024.8	0	0	0	0	0	0
ENST00000374690	ENSG00000169083	186600	8	10675	1334.38	7	175939	25134.14	1	1127	1127	1	6779	6779
ENST00000334651	ENSG00000169084	281472	7	2586	369.43	6	278898	46483	1	52	52	1	1536	1536
ENST00000460144	ENSG00000169085	24965	6	3319	553.17	5	21656	4331.2	1	89	89	4	2995	748.75
ENST00000465044	ENSG00000169087	40855	6	2992	498.67	5	37873	7574.6	0	0	0	0	0	0
ENST00000381317	ENSG00000169093	49772	13	2078	159.85	12	47718	3976.5	1	70	70	1	131	131
ENST00000381401	ENSG00000169100	5963	4	1455	363.75	3	4514	1504.67	1	105	105	1	451	451
ENST00000306243	ENSG00000169105	2176	1	2176	2176	0	0	0	1	231	231	1	815	815
ENST00000307428	ENSG00000169116	116999	4	5015	1253.75	3	111990	37330	1	213	213	1	3867	3867
ENST00000303052	ENSG00000169118	190650	12	8097	674.75	11	182575	16597.73	2	412	206	1	6407	6407
ENST00000361488	ENSG00000169122	154236	5	3443	688.6	4	150801	37700.25	5	885	177	1	1446	1446
ENST00000305242	ENSG00000169126	186913	20	3623	181.15	19	183328	9648.84	2	126	63	1	345	345
ENST00000369271	ENSG00000169129	109934	19	3983	209.63	18	105987	5888.17	1	302	302	1	1219	1219
ENST00000335815	ENSG00000169131	19149	5	2526	505.2	4	16631	4157.75	2	157	78.5	1	549	549
ENST00000423777	ENSG00000169136	4732	3	2010	670	2	2726	1363	2	317	158.5	1	844	844
ENST00000523111	ENSG00000169139	56279	4	4346	1086.5	3	51939	17313	1	25	25	1	3881	3881
ENST00000307599	ENSG00000169154	5845	9	1382	153.56	8	4479	559.88	1	96	96	1	13	13
ENST00000373464	ENSG00000169155	33172	3	5943	1981	2	27233	13616.5	3	242	80.67	1	4298	4298
ENST00000596701	ENSG00000169169	10763	9	2959	328.78	8	7820	977.5	0	0	0	0	0	0
ENST00000490692	ENSG00000169174	13918	8	3899	487.38	7	10033	1433.29	0	0	0	0	0	0
ENST00000304658	ENSG00000169180	113991	24	4561	190.04	23	109476	4759.83	1	598	598	1	563	563
ENST00000447459	ENSG00000169181	276188	7	5135	733.57	6	271065	45177.5	1	291	291	1	3843	3843
ENST00000302326	ENSG00000169184	53481	2	7816	3908	1	45667	45667	1	1214	1214	1	2639	2639
ENST00000374987	ENSG00000169188	8696	6	3245	540.83	5	5461	1092.2	1	61	61	1	1623	1623
ENST00000565070	ENSG00000169189	43718	7	1860	265.71	6	41870	6978.33	0	0	0	0	0	0
ENST00000307471	ENSG00000169193	47328	4	2474	618.5	3	44860	14953.33	3	457	152.33	1	1594	1594
ENST00000462480	ENSG00000169194	2161	3	1565	521.67	2	600	300	0	0	0	0	0	0
ENST00000550665	ENSG00000169203	21132	8	1869	233.62	7	19277	2753.86	2	77	38.5	0	0	0
ENST00000641185	ENSG00000169208	11558	3	2643	881	2	8919	4459.5	3	418	139.33	1	1284	1284
ENST00000371655	ENSG00000169213	82746	5	12785	2557	4	69969	17492.25	1	150	150	1	11972	11972
ENST00000641470	ENSG00000169214	5212	3	1765	588.33	2	3451	1725.5	3	445	148.33	1	394	394
ENST00000305596	ENSG00000169217	4537	7	3368	481.14	6	1181	196.83	2	125	62.5	1	2213	2213
ENST00000356545	ENSG00000169218	23544	7	2886	412.29	6	20670	3445	3	685	228.33	1	1406	1406
ENST00000425155	ENSG00000169220	5284	8	2337	292.12	7	2961	423	0	0	0	0	0	0
ENST00000478158	ENSG00000169221	10902	7	4621	660.14	6	6293	1048.83	0	0	0	0	0	0
ENST00000303127	ENSG00000169223	20103	8	1619	202.38	7	18498	2642.57	1	22	22	1	520	520
ENST00000366491	ENSG00000169224	70554	7	4137	591	6	66429	11071.5	4	501	125.25	1	3286	3286
ENST00000478234	ENSG00000169228	2537	7	1827	261	6	722	120.33	0	0	0	0	0	0
ENST00000303204	ENSG00000169230	3152	5	1231	246.2	4	1929	482.25	1	188	188	1	380	380
ENST00000541576	ENSG00000169231	12393	22	3222	146.45	21	9213	438.71	1	106	106	1	252	252
ENST00000318636	ENSG00000169239	50143	8	6845	855.62	7	43312	6187.43	2	138	69	1	5748	5748
ENST00000475824	ENSG00000169241	3362	6	1352	225.33	5	2020	404	1	282	282	3	771	257
ENST00000368407	ENSG00000169242	7025	5	1557	311.4	4	5476	1369	1	103	103	1	833	833
ENST00000306602	ENSG00000169245	2381	4	1179	294.75	3	1208	402.67	1	67	67	1	813	813
ENST00000542817	ENSG00000169246	3084	2	1344	672	1	1742	1742	1	33	33	1	48	48
ENST00000515425	ENSG00000169247	80914	17	26485	1557.94	16	54461	3403.81	1	41	41	1	22562	22562
ENST00000306621	ENSG00000169248	2390	4	1483	370.75	3	913	304.33	1	84	84	1	1112	1112
ENST00000307771	ENSG00000169249	32778	11	1490	135.45	10	31308	3130.8	1	13	13	1	19	19
ENST00000460469	ENSG00000169251	30447	15	3076	205.07	14	27399	1957.07	1	456	456	1	1095	1095
ENST00000305988	ENSG00000169252	2014	1	2014	2014	0	0	0	1	222	222	1	551	551
ENST00000652730	ENSG00000169255	21386	6	4224	704	5	17172	3434.4	6	1399	233.17	1	1830	1830
ENST00000303991	ENSG00000169258	14356	2	4236	2118	1	10122	10122	2	203	101.5	1	1007	1007
ENST00000302005	ENSG00000169271	680	1	680	680	0	0	0	1	92	92	1	136	136
ENST00000618897	ENSG00000169282	248153	14	4451	317.93	13	243728	18748.31	1	1132	1132	1	2392	2392
ENST00000315567	ENSG00000169288	89957	9	1184	131.56	8	88789	11098.62	1	20	20	1	179	179
ENST00000555188	ENSG00000169291	9687	3	6858	2286	2	2833	1416.5	0	0	0	1	6459	6459
ENST00000378970	ENSG00000169297	5186	2	1815	907.5	1	3373	3373	1	28	28	1	374	374
ENST00000381967	ENSG00000169299	36253	14	3225	230.36	13	33054	2542.62	1	48	48	1	1326	1326
ENST00000397936	ENSG00000169302	152831	13	5346	411.23	12	147509	12292.42	2	272	136	1	3873	3873
ENST00000378993	ENSG00000169306	1369274	11	3626	329.64	10	1365668	136566.8	2	628	314	1	899	899
ENST00000302632	ENSG00000169313	47912	3	2247	749	2	45669	22834.5	3	244	81.33	1	975	975
ENST00000477921	ENSG00000169314	2842	3	2024	674.67	2	822	411	0	0	0	0	0	0
ENST00000641039	ENSG00000169327	10692	2	8234	4117	1	2460	2460	2	731	365.5	1	6568	6568
ENST00000305428	ENSG00000169330	39970	4	6930	1732.5	3	33046	11015.33	2	257	128.5	1	3921	3921
ENST00000302451	ENSG00000169340	45564	12	2160	180	11	43426	3947.82	2	251	125.5	1	145	145
ENST00000396134	ENSG00000169344	19660	12	2420	201.67	11	17262	1569.27	2	126	63	1	263	263
ENST00000302555	ENSG00000169347	17941	11	3348	304.36	10	14613	1461.3	2	85	42.5	1	1650	1650
ENST00000643144	ENSG00000169359	33405	6	9272	1545.33	5	24143	4828.6	1	431	431	1	7187	7187
ENST00000564644	ENSG00000169371	27601	10	1941	194.1	9	25678	2853.11	3	582	194	1	270	270
ENST00000548330	ENSG00000169372	2098	2	1472	736	1	628	628	0	0	0	0	0	0
