Geneid	Genename	length
ENSMUSG00000038141	Tmem181a	51456
ENSMUSG00000038143	Stox2	233791
ENSMUSG00000038145	Snrk	52404
ENSMUSG00000038146	Notch3	46034
ENSMUSG00000038147	Cd84	51022
ENSMUSG00000038148	Cldn16	19632
ENSMUSG00000038150	Ormdl3	6114
ENSMUSG00000038151	Prdm1	81786
ENSMUSG00000038155	Gstp2	5317
ENSMUSG00000038156	Spon1	277372
ENSMUSG00000038160	Atg5	95935
ENSMUSG00000038167	Plekhg6	18135
ENSMUSG00000038168	P3h2	146498
ENSMUSG00000038170	Pde4dip	198885
ENSMUSG00000038172	Ttc39b	103957
ENSMUSG00000038173	Enpp6	109877
ENSMUSG00000038174	Fam126b	63519
ENSMUSG00000038175	Mylip	22282
ENSMUSG00000038178	Slc43a2	45879
ENSMUSG00000038179	Slamf7	20634
ENSMUSG00000038180	Spag4	5421
ENSMUSG00000038181	Chpf2	7656
ENSMUSG00000038187	Btbd10	53751
ENSMUSG00000038188	Scarf1	13044
ENSMUSG00000038192	Cer1	3399
ENSMUSG00000038193	Hand2	3652
ENSMUSG00000038195	Rilp	3076
ENSMUSG00000038199	Iqca1l	11980
ENSMUSG00000038199	Iqca1l	11980
ENSMUSG00000038201	Kcna7	4112
ENSMUSG00000038203	Hoxa13	3116
ENSMUSG00000038204	Asb10	7762
ENSMUSG00000038205	Prkab2	15602
ENSMUSG00000038206	Fbxo8	42851
ENSMUSG00000038208	Pgap3	11815
ENSMUSG00000038209	Itln1	17174
ENSMUSG00000038210	Hoxa11	3706
ENSMUSG00000038212	Mfsd14b	48314
ENSMUSG00000038213	Tapbpl	7929
ENSMUSG00000038214	Bend3	36567
ENSMUSG00000038215	Cep44	19337
ENSMUSG00000038216	Pnmt	1733
ENSMUSG00000038217	Tlcd2	7950
ENSMUSG00000038224	Serpinf2	7767
ENSMUSG00000038225	Primpol	41608
ENSMUSG00000038227	Hoxa9	7128
ENSMUSG00000038233	Gask1a	29223
ENSMUSG00000038235	F11r	27070
ENSMUSG00000038236	Hoxa7	5904
ENSMUSG00000038239	Hrc	3686
ENSMUSG00000038240	Pdss2	243284
ENSMUSG00000038241	Cep250	42344
ENSMUSG00000038241	Cep250	42344
ENSMUSG00000038241	Cep250	42344
ENSMUSG00000038242	Aox4	58202
ENSMUSG00000038244	Mical2	129340
ENSMUSG00000038246	Fam50b	12775
ENSMUSG00000038248	Sobp	172032
ENSMUSG00000038250	Usp38	34197
ENSMUSG00000038252	Ncapd2	23696
ENSMUSG00000038253	Hoxa5	2835
ENSMUSG00000038255	Neurod2	4235
ENSMUSG00000038256	Bcl9	81366
ENSMUSG00000038257	Glra3	189563
ENSMUSG00000038259	Gdf5	4346
ENSMUSG00000038260	Trpm4	31138
ENSMUSG00000038264	Sema7a	22754
ENSMUSG00000038267	Slc22a23	166026
ENSMUSG00000038268	Ovca2	2895
ENSMUSG00000038271	Iffo1	16543
ENSMUSG00000038271	Iffo1	16543
ENSMUSG00000038271	Iffo1	16543
ENSMUSG00000038274	Fau	1677
ENSMUSG00000038276	Asic3	4444
ENSMUSG00000038279	Nop2	12846
ENSMUSG00000038280	Ostm1	116656
ENSMUSG00000038286	Bphl	36479
ENSMUSG00000038290	Smg6	238627
ENSMUSG00000038291	Snx25	118900
ENSMUSG00000038292	Ccdc155	21270
ENSMUSG00000038295	Atg9b	7964
ENSMUSG00000038296	Galnt18	308318
ENSMUSG00000038296	Galnt18	308318
ENSMUSG00000038298	Pdzk1	40852
ENSMUSG00000038299	Wdr36	30371
ENSMUSG00000038300	Pth2	779
ENSMUSG00000038301	Snx10	66780
ENSMUSG00000038302	Afg1l	165982
ENSMUSG00000038304	Cd160	30590
ENSMUSG00000038304	Cd160	30590
ENSMUSG00000038305	Spats2l	173535
ENSMUSG00000038312	Edem2	27800
ENSMUSG00000038319	Kcnh2	32017
ENSMUSG00000038323	1700066M21Rik	7805
ENSMUSG00000038324	Trpc4ap	58115
ENSMUSG00000038327	Serpinb9f	11295
ENSMUSG00000038330	C87499	6941
ENSMUSG00000038331	Satb2	178523
ENSMUSG00000038332	Sesn1	98491
ENSMUSG00000038335	Tsr1	11266
ENSMUSG00000038342	Mlxip	63134
ENSMUSG00000038344	Txlng	50537
ENSMUSG00000038344	Txlng	50537
ENSMUSG00000038346	Zfp384	28629
ENSMUSG00000038347	Tcte2	48954
ENSMUSG00000038349	Plcl1	348366
ENSMUSG00000038351	Sgsm2	47801
ENSMUSG00000038352	Arl5c	6605
ENSMUSG00000038354	Ankrd35	20903
ENSMUSG00000038357	Camp	2240
ENSMUSG00000038365	Fbxo25	32721
ENSMUSG00000038366	Lasp1	39201
ENSMUSG00000038368	Focad	316378
ENSMUSG00000038369	Ncoa6	83143
ENSMUSG00000038370	Pcp4l1	23008
ENSMUSG00000038371	Sbf2	306911
ENSMUSG00000038372	Gmds	519163
ENSMUSG00000038374	Rbm8a	3860
ENSMUSG00000038375	Trp53inp2	8038
ENSMUSG00000038379	Ttk	37701
ENSMUSG00000038383	Pigu	79189
ENSMUSG00000038384	Setd1b	26438
ENSMUSG00000038387	Rras	3688
ENSMUSG00000038388	Mpp6	88663
ENSMUSG00000038390	Gpr162	5537
ENSMUSG00000038393	Txnip	3928
ENSMUSG00000038398	Upf3a	13580
ENSMUSG00000038400	Pmepa1	52077
ENSMUSG00000038402	Foxf2	5589
ENSMUSG00000038403	Hjv	4040
ENSMUSG00000038406	Scaf1	13417
ENSMUSG00000038412	Higd1a	9801
ENSMUSG00000038415	Foxq1	4844
ENSMUSG00000038416	Cdc16	24264
ENSMUSG00000038417	Fig4	115090
ENSMUSG00000038418	Egr1	5163
ENSMUSG00000038421	Fcrla	10009
ENSMUSG00000038422	Hdhd3	3526
ENSMUSG00000038425	Poli	21939
ENSMUSG00000038429	Usp5	14467
ENSMUSG00000038437	Mllt6	22051
ENSMUSG00000038446	Cdc40	51692
ENSMUSG00000038451	Spsb2	1960
ENSMUSG00000038453	Srcin1	65888
ENSMUSG00000038456	Dennd2a	95491
ENSMUSG00000038457	Tmem255b	33286
ENSMUSG00000038459	Abhd17c	42539
ENSMUSG00000038462	Uqcrfs1	5056
ENSMUSG00000038463	Olfml2b	38259
ENSMUSG00000038467	Chmp4b	43077
ENSMUSG00000038473	Nos1ap	272404
ENSMUSG00000038481	Cdk19	141306
ENSMUSG00000038482	Tfdp1	39699
ENSMUSG00000038485	Socs7	36109
ENSMUSG00000038486	Sv2a	14372
ENSMUSG00000038489	Polr2l	3274
ENSMUSG00000038495	Otud7b	56609
ENSMUSG00000038495	Otud7b	56609
ENSMUSG00000038496	Slc19a3	25927
ENSMUSG00000038497	Tmco3	34715
ENSMUSG00000038498	Catsper1	8541
ENSMUSG00000038500	Prr3	7697
ENSMUSG00000038502	Ptov1	6722
ENSMUSG00000038503	Mesd	13476
ENSMUSG00000038506	Dcun1d2	32169
ENSMUSG00000038507	Parp12	31941
ENSMUSG00000038508	Gdf15	3064
ENSMUSG00000038510	Rpf2	23758
ENSMUSG00000038515	Grtp1	28567
ENSMUSG00000038517	Tbkbp1	13939
ENSMUSG00000038518	Jarid2	190374
ENSMUSG00000038520	Tbc1d17	14454
ENSMUSG00000038521	C1s1	12013
ENSMUSG00000038522	Mfsd4b1	23695
ENSMUSG00000038523	1700003F12Rik	2735
ENSMUSG00000038524	Fchsd1	12342
ENSMUSG00000038525	Armc10	16817
ENSMUSG00000038526	Car14	6925
ENSMUSG00000038527	C1rl	17532
ENSMUSG00000038528	Mfsd4b5	28609
ENSMUSG00000038530	Rgs4	6167
ENSMUSG00000038533	Cbfa2t2	102877
ENSMUSG00000038534	Osbpl7	18278
ENSMUSG00000038535	Zfp280d	88900
ENSMUSG00000038537	Mc3r	2624
ENSMUSG00000038538	Ubn2	84260
ENSMUSG00000038539	Atf5	4404
ENSMUSG00000038540	Tmc3	40685
ENSMUSG00000038541	Srd5a2	30963
ENSMUSG00000038542	Pcid2	28272
ENSMUSG00000038542	Pcid2	28272
ENSMUSG00000038543	BC028528	8053
ENSMUSG00000038544	Inip	29219
ENSMUSG00000038545	Cul7	14029
ENSMUSG00000038546	Ranbp9	78609
ENSMUSG00000038550	Ciart	3728
ENSMUSG00000038552	Fndc4	3696
ENSMUSG00000038555	Reep2	6876
ENSMUSG00000038560	Sp6	11342
ENSMUSG00000038563	Efl1	129240
ENSMUSG00000038564	Ift172	37832
ENSMUSG00000038567	Cyp24a1	14439
ENSMUSG00000038569	Rad9b	31011
ENSMUSG00000038570	Saxo2	15565
ENSMUSG00000038572	Bpifb5	17162
ENSMUSG00000038576	Susd4	131698
ENSMUSG00000038578	Susd1	123952
ENSMUSG00000038580	Sct	804
ENSMUSG00000038582	Pptc7	39918
ENSMUSG00000038583	Pln	8296
ENSMUSG00000038587	Akap12	93092
ENSMUSG00000038591	Colec10	55586
ENSMUSG00000038593	Tctn1	26614
ENSMUSG00000038594	Cep85l	106506
ENSMUSG00000038598	Shoc1	95232
ENSMUSG00000038599	Capn8	67342
ENSMUSG00000038600	Atp6v0a4	76105
ENSMUSG00000038602	Slc35f1	421091
ENSMUSG00000038604	Ripor1	16966
ENSMUSG00000038605	Samd10	3996
ENSMUSG00000038607	Gng10	6817
ENSMUSG00000038608	Dock10	257377
ENSMUSG00000038611	Phrf1	33960
ENSMUSG00000038612	Mcl1	4390
ENSMUSG00000038615	Nfe2l1	12556
ENSMUSG00000038618	Rassf7	2800
ENSMUSG00000038619	Ensa	7093
ENSMUSG00000038622	Med30	18124
ENSMUSG00000038623	Tm6sf1	25285
ENSMUSG00000038624	Nepn	13019
ENSMUSG00000038628	Polr3k	6495
ENSMUSG00000038630	Zkscan16	14729
ENSMUSG00000038633	Degs1	7034
ENSMUSG00000038637	Lrrc56	15900
ENSMUSG00000038641	Akr1d1	38644
ENSMUSG00000038642	Ctss	29619
ENSMUSG00000038644	Pold1	16103
ENSMUSG00000038646	Ramac	6568
ENSMUSG00000038648	Creb3l2	114893
ENSMUSG00000038650	Rnh1	12531
ENSMUSG00000038651	Sycp2l	60046
ENSMUSG00000038656	Cyp3a16	33416
ENSMUSG00000038658	Ric1	84549
ENSMUSG00000038663	Fsd2	33638
ENSMUSG00000038664	Herc1	158251
ENSMUSG00000038665	Dgki	453954
ENSMUSG00000038668	Lpar1	118375
ENSMUSG00000038670	Mybpc2	22959
ENSMUSG00000038671	Arfrp1	7716
ENSMUSG00000038676	Ucn	768
ENSMUSG00000038676	Ucn	768
ENSMUSG00000038677	Scube3	32715
ENSMUSG00000038679	Trps1	234941
ENSMUSG00000038683	Pak1ip1	11994
ENSMUSG00000038685	Rtel1	36879
ENSMUSG00000038690	Atp5j2	8366
ENSMUSG00000038691	Mbd3l1	6935
ENSMUSG00000038692	Hoxb4	3373
ENSMUSG00000038695	Josd2	3674
ENSMUSG00000038696	Mapkap1	217768
ENSMUSG00000038697	Taf5l	25081
ENSMUSG00000038700	Hoxb5	2787
ENSMUSG00000038702	Dsel	6214
ENSMUSG00000038704	Aspdh	2369
ENSMUSG00000038705	Gmeb2	36588
ENSMUSG00000038708	Golga4	76254
ENSMUSG00000038709	Txndc8	25099
ENSMUSG00000038712	Mindy1	13224
ENSMUSG00000038712	Mindy1	13224
ENSMUSG00000038717	Atp5l	7527
ENSMUSG00000038718	Pbx3	200583
ENSMUSG00000038721	Hoxb7	3541
ENSMUSG00000038722	Bud31	7718
ENSMUSG00000038725	Pkhd1l1	143818
ENSMUSG00000038729	Pakap	154889
ENSMUSG00000038732	Mboat1	110230
ENSMUSG00000038733	Wdr26	38775
ENSMUSG00000038736	Nudcd1	54712
ENSMUSG00000038738	Shank1	50321
ENSMUSG00000038740	Mvb12b	157995
ENSMUSG00000038742	Angptl6	5921
ENSMUSG00000038745	Nlrp6	8292
ENSMUSG00000038750	Omt2b	2009
ENSMUSG00000038751	Ptk6	9070
ENSMUSG00000038754	Elovl3	3799
ENSMUSG00000038756	Ttll6	31667
ENSMUSG00000038759	Nup205	70177
ENSMUSG00000038760	Trhr	39681
ENSMUSG00000038762	Abcf1	12944
ENSMUSG00000038763	Alpk3	48014
ENSMUSG00000038764	Ptpn3	110998
ENSMUSG00000038765	Lmx1b	79645
ENSMUSG00000038766	Gabpb2	36152
ENSMUSG00000038768	9130409I23Rik	9432
ENSMUSG00000038770	Kpna7	76754
ENSMUSG00000038773	Kdm3b	61615
ENSMUSG00000038773	Kdm3b	61615
ENSMUSG00000038774	Ascc3	258818
ENSMUSG00000038775	Vill	18749
ENSMUSG00000038776	Ephx1	28017
ENSMUSG00000038776	Ephx1	28017
ENSMUSG00000038777	Sema6c	13521
ENSMUSG00000038777	Sema6c	13521
ENSMUSG00000038777	Sema6c	13521
ENSMUSG00000038777	Sema6c	13521
ENSMUSG00000038780	Smurf1	89347
ENSMUSG00000038781	Stap2	8509
ENSMUSG00000038782	1700028J19Rik	16771
ENSMUSG00000038784	Cnot4	111630
ENSMUSG00000038791	Scgb3a2	3112
ENSMUSG00000038793	Lefty1	3380
ENSMUSG00000038797	Zscan2	14937
ENSMUSG00000038801	Scgb1c1	1224
ENSMUSG00000038803	Ost4	1905
ENSMUSG00000038805	Six3	11616
ENSMUSG00000038806	Sde2	16988
ENSMUSG00000038807	Rap1gap2	227432
ENSMUSG00000038811	Gngt2	8520
ENSMUSG00000038812	Trmt112	1353
ENSMUSG00000038816	Ctnnal1	54255
ENSMUSG00000038822	Hace1	134518
ENSMUSG00000038827	Abitram	7254
ENSMUSG00000038828	Tmem214	11170
ENSMUSG00000038831	Ralgps1	238067
ENSMUSG00000038836	Agbl3	78613
ENSMUSG00000038838	Vars2	11960
ENSMUSG00000038840	Birc7	4989
ENSMUSG00000038843	Gcnt1	44177
ENSMUSG00000038844	Kif16b	284059
ENSMUSG00000038845	Phb	13818
ENSMUSG00000038848	Ythdf1	16574
ENSMUSG00000038855	Itpkb	94319
ENSMUSG00000038859	Baiap2l1	93588
ENSMUSG00000038860	Garnl3	145064
ENSMUSG00000038861	Pi4kb	32114
ENSMUSG00000038866	Zcchc2	43670
ENSMUSG00000038871	Bpgm	29408
ENSMUSG00000038872	Zfhx3	1018988
ENSMUSG00000038876	Rnf146	18268
ENSMUSG00000038879	Nipal2	106415
ENSMUSG00000038880	Mrps34	2381
ENSMUSG00000038883	Prl3a1	17233
ENSMUSG00000038884	Shfl	5667
ENSMUSG00000038886	Man2a2	22280
ENSMUSG00000038888	Ctu1	6284
ENSMUSG00000038891	Prl3b1	7255
ENSMUSG00000038893	Fam117a	44856
ENSMUSG00000038894	Irs2	23779
ENSMUSG00000038895	Zfp653	15887
ENSMUSG00000038900	Rpl12	3627
ENSMUSG00000038902	Pogz	44761
ENSMUSG00000038903	Ccdc68	44020
ENSMUSG00000038909	Kat7	35989
ENSMUSG00000038909	Kat7	35989
ENSMUSG00000038910	Plcl2	179083
ENSMUSG00000038914	Dido1	44388
ENSMUSG00000038916	Soga3	55793
ENSMUSG00000038930	Rccd1	26870
ENSMUSG00000038932	Tcfl5	20754
ENSMUSG00000038936	Sccpdh	18981
ENSMUSG00000038936	Sccpdh	18981
ENSMUSG00000038943	Prc1	21811
ENSMUSG00000038949	Cnst	81110
ENSMUSG00000038954	Supt3	342140
ENSMUSG00000038957	Edc3	43961
ENSMUSG00000038963	Slco4a1	18624
ENSMUSG00000038965	Ube2l3	50638
ENSMUSG00000038967	Pdk2	15098
ENSMUSG00000038968	Klk1b16	4845
ENSMUSG00000038970	Lmtk2	87770
ENSMUSG00000038973	Cldnd2	2554
ENSMUSG00000038975	Rabggtb	5722
ENSMUSG00000038976	Ppp1r9b	15866
ENSMUSG00000038980	Rbbp8nl	12235
ENSMUSG00000038982	Bloc1s5	42252
ENSMUSG00000038984	Tspyl5	4011
ENSMUSG00000038987	Cfap157	7049
ENSMUSG00000038990	Cables2	14958
ENSMUSG00000038991	Txndc5	28553
ENSMUSG00000038994	Hils1	865
ENSMUSG00000038997	Asb17	10875
ENSMUSG00000039000	Ube3c	106852
ENSMUSG00000039001	Rps21	1070
ENSMUSG00000039004	Bmp6	155197
ENSMUSG00000039005	Tlr4	102673
ENSMUSG00000039007	Cpq	511425
ENSMUSG00000039013	Siglecf	8131
ENSMUSG00000039016	Timm8b	1412
ENSMUSG00000039018	Mtg1	13224
ENSMUSG00000039021	Ttc16	18359
ENSMUSG00000039031	Arhgap18	146173
ENSMUSG00000039032	Tsga13	18594
ENSMUSG00000039033	Tasp1	233327
ENSMUSG00000039037	St6galnac5	165167
ENSMUSG00000039041	Adrm1	4803
ENSMUSG00000039043	Arpin	10000
ENSMUSG00000039046	Usp6nl	123725
ENSMUSG00000039047	Pigk	266290
ENSMUSG00000039048	Foxred1	6849
ENSMUSG00000039050	Osbpl2	43376
ENSMUSG00000039055	Eme1	8970
ENSMUSG00000039057	Myo16	480776
ENSMUSG00000039058	Ak5	205547
ENSMUSG00000039059	Hrh3	5025
ENSMUSG00000039062	Anpep	26409
ENSMUSG00000039063	Echdc3	24570
ENSMUSG00000039065	Atpsckmt	19377
ENSMUSG00000039067	Psmd7	8085
ENSMUSG00000039068	Zzz3	66825
ENSMUSG00000039069	Mtg2	15312
ENSMUSG00000039070	Cpa4	24051
ENSMUSG00000039079	Trhr2	3781
ENSMUSG00000039081	Zfp503	5644
ENSMUSG00000039084	Chad	4082
ENSMUSG00000039086	Ss18l1	27694
ENSMUSG00000039087	Rreb1	125692
ENSMUSG00000039089	L3mbtl3	99833
ENSMUSG00000039092	Sptlc3	143756
ENSMUSG00000039095	En2	6474
ENSMUSG00000039096	Rsad1	9459
ENSMUSG00000039097	Rln1	3384
ENSMUSG00000039099	Wdr93	42789
ENSMUSG00000039100	6-Mar	75164
ENSMUSG00000039103	Nexn	29338
ENSMUSG00000039105	Atp6v1g1	5980
ENSMUSG00000039106	Htr5a	12941
ENSMUSG00000039108	Lsm14b	10476
ENSMUSG00000039109	F13a1	183070
ENSMUSG00000039110	Mycbpap	20397
ENSMUSG00000039110	Mycbpap	20397
ENSMUSG00000039114	Nrn1	8854
ENSMUSG00000039115	Itga9	294315
ENSMUSG00000039116	Adgrg6	142455
ENSMUSG00000039117	Taf4	64496
ENSMUSG00000039117	Taf4	64496
ENSMUSG00000039126	Prune2	267816
ENSMUSG00000039128	Cdc123	50872
ENSMUSG00000039130	Zc3hc1	24645
ENSMUSG00000039131	Gipc2	72393
ENSMUSG00000039137	Whrn	81043
ENSMUSG00000039137	Whrn	81043
ENSMUSG00000039137	Whrn	81043
ENSMUSG00000039137	Whrn	81043
ENSMUSG00000039137	Whrn	81043
ENSMUSG00000039137	Whrn	81043
ENSMUSG00000039137	Whrn	81043
ENSMUSG00000039145	Camk1d	421060
ENSMUSG00000039146	Ifi44l	4157
ENSMUSG00000039148	Sart1	11182
ENSMUSG00000039153	Runx2	317742
ENSMUSG00000039154	Shd	6152
ENSMUSG00000039155	Cdh26	56835
ENSMUSG00000039156	Stim2	122560
ENSMUSG00000039157	Fam102a	34420
ENSMUSG00000039158	Akna	36231
ENSMUSG00000039159	Ube2h	93252
ENSMUSG00000039163	Cmc1	85657
ENSMUSG00000039164	Naif1	6498
ENSMUSG00000039166	Akap7	129044
ENSMUSG00000039167	Adgrl4	107201
ENSMUSG00000039168	Dap	50029
ENSMUSG00000039174	1700003H04Rik	24741
ENSMUSG00000039174	1700003H04Rik	24741
ENSMUSG00000039176	Polg	20133
ENSMUSG00000039178	Tbc1d19	94340
ENSMUSG00000039179	Tekt5	37544
ENSMUSG00000039182	AW209491	8850
ENSMUSG00000039183	Nubp2	3738
ENSMUSG00000039187	Fanci	57954
ENSMUSG00000039191	Rbpj	183240
ENSMUSG00000039193	Nlrc4	33706
ENSMUSG00000039194	Rlbp1	12180
ENSMUSG00000039195	1110008P14Rik	4767
ENSMUSG00000039196	Orm1	3605
ENSMUSG00000039197	Adk	395997
ENSMUSG00000039198	Ptchd3	13178
ENSMUSG00000039199	Zdhhc1	24449
ENSMUSG00000039200	Atf7ip2	50341
ENSMUSG00000039201	Tbc1d25	21711
ENSMUSG00000039201	Tbc1d25	21711
ENSMUSG00000039201	Tbc1d25	21711
ENSMUSG00000039202	Abhd2	92311
ENSMUSG00000039205	Ciz1	25972
ENSMUSG00000039206	Daglb	41360
ENSMUSG00000039208	Metrnl	14744
ENSMUSG00000039209	Rpl39l	4685
ENSMUSG00000039210	Gpatch2	136184
ENSMUSG00000039215	Svs1	4863
ENSMUSG00000039217	Il18	27015
ENSMUSG00000039218	Srrm2	21551
ENSMUSG00000039219	Arid4b	135813
ENSMUSG00000039220	Ppp1r10	15719
ENSMUSG00000039221	Rpl22l1	1981
ENSMUSG00000039224	D1Pas1	3213
ENSMUSG00000039230	Tbcd	165217
ENSMUSG00000039231	Suv39h1	13591
ENSMUSG00000039232	Stx11	26055
ENSMUSG00000039233	Tbce	41688
ENSMUSG00000039234	Sec24d	98188
ENSMUSG00000039236	Isg20	6851
ENSMUSG00000039238	Zfp750	8357
ENSMUSG00000039239	Tgfb2	83199
ENSMUSG00000039242	B3galnt2	44607
ENSMUSG00000039244	E130309D02Rik	14155
ENSMUSG00000039246	Lyplal1	29581
ENSMUSG00000039252	Lgi2	32947
ENSMUSG00000039253	Fn3krp	9889
ENSMUSG00000039254	Pomt1	18417
ENSMUSG00000039257	Vstm2b	32268
ENSMUSG00000039262	Prrc2b	83457
ENSMUSG00000039263	Npepl1	12723
ENSMUSG00000039264	Gimap3	6389
ENSMUSG00000039269	2300002M23Rik	1504
ENSMUSG00000039270	Megf9	107865
ENSMUSG00000039275	Foxk2	49908
ENSMUSG00000039278	Pcsk1n	4590
ENSMUSG00000039285	Azi2	29180
ENSMUSG00000039286	Fndc3b	294279
ENSMUSG00000039294	Cybc1	6723
ENSMUSG00000039296	Spdye4a	10276
ENSMUSG00000039298	Cdk5rap2	193589
ENSMUSG00000039304	Tnfsf10	25368
ENSMUSG00000039307	Hexdc	18224
ENSMUSG00000039308	Ndst2	10834
ENSMUSG00000039313	Minar1	35911
ENSMUSG00000039315	Clnk	170352
ENSMUSG00000039315	Clnk	170352
ENSMUSG00000039316	Rftn1	198419
ENSMUSG00000039318	Rab3gap2	82644
ENSMUSG00000039321	Uts2r	1704
ENSMUSG00000039323	Igfbp2	27973
ENSMUSG00000039328	Rnf122	19664
ENSMUSG00000039329	Tex19.1	2178
ENSMUSG00000039330	Tsga10ip	12479
ENSMUSG00000039335	Spata16	345594
ENSMUSG00000039337	Tex19.2	2464
ENSMUSG00000039342	Ankar	57601
ENSMUSG00000039345	Mettl22	19898
ENSMUSG00000039347	Atp6v0e2	4188
ENSMUSG00000039349	C130074G19Rik	11294
ENSMUSG00000039354	Smarcal1	49885
ENSMUSG00000039356	Exosc2	10636
ENSMUSG00000039357	Fut11	6050
ENSMUSG00000039358	Drd5	3153
ENSMUSG00000039361	Picalm	83252
ENSMUSG00000039364	Sectm1b	10113
ENSMUSG00000039367	Sec24c	20546
ENSMUSG00000039372	4-Mar	109820
ENSMUSG00000039375	Wdr17	193921
ENSMUSG00000039376	Synpo2l	9362
ENSMUSG00000039377	Hlx	5481
ENSMUSG00000039382	Wdr45	7769
ENSMUSG00000039384	Dusp10	41257
ENSMUSG00000039385	Cdh6	144976
ENSMUSG00000039391	Ccdc81	37483
ENSMUSG00000039395	Mreg	52867
ENSMUSG00000039396	Neil3	52200
ENSMUSG00000039405	Prss23	18086
ENSMUSG00000039410	Prdm16	320743
ENSMUSG00000039410	Prdm16	320743
ENSMUSG00000039410	Prdm16	320743
ENSMUSG00000039410	Prdm16	320743
ENSMUSG00000039410	Prdm16	320743
ENSMUSG00000039410	Prdm16	320743
ENSMUSG00000039410	Prdm16	320743
ENSMUSG00000039414	Heatr5b	82428
ENSMUSG00000039419	Cntnap2	2244154
ENSMUSG00000039427	Alg1	11284
ENSMUSG00000039428	Tmem135	247776
ENSMUSG00000039431	Mtmr7	83698
ENSMUSG00000039438	Ttc36	3677
ENSMUSG00000039449	Prpf18	30030
ENSMUSG00000039450	Dcxr	1884
ENSMUSG00000039452	Snx22	4545
ENSMUSG00000039456	Morc3	43954
ENSMUSG00000039457	Ppl	46132
ENSMUSG00000039458	Mtmr12	69470
ENSMUSG00000039461	Tcta	3034
ENSMUSG00000039462	Col10a1	7106
ENSMUSG00000039463	Slc9a8	55290
ENSMUSG00000039470	Zdhhc2	86447
ENSMUSG00000039473	Ubn1	36234
ENSMUSG00000039474	Wfs1	23103
ENSMUSG00000039476	Prrx2	46252
ENSMUSG00000039477	Tnrc18	63864
ENSMUSG00000039478	Micu3	77206
ENSMUSG00000039480	Nt5dc1	114945
ENSMUSG00000039481	Nrtn	6207
ENSMUSG00000039483	Asb6	7238
ENSMUSG00000039485	Tspyl4	3880
ENSMUSG00000039488	Cntn5	1243837
ENSMUSG00000039492	Ccdc27	16040
ENSMUSG00000039496	Cdnf	13313
ENSMUSG00000039497	Dse	56324
ENSMUSG00000039501	Znfx1	27224
ENSMUSG00000039508	Calhm4	5528
ENSMUSG00000039509	Nup133	52144
ENSMUSG00000039512	Uhrf1bp1	43602
ENSMUSG00000039515	Ptpa	31768
ENSMUSG00000039518	Cdsn	5054
ENSMUSG00000039519	Cyp7b1	171390
ENSMUSG00000039521	Foxp3	15571
ENSMUSG00000039523	Cep104	33540
ENSMUSG00000039529	Atp8b1	132302
ENSMUSG00000039531	Zup1	32119
ENSMUSG00000039533	Mmd2	46444
ENSMUSG00000039536	Stau1	48731
ENSMUSG00000039539	Sgcz	1139212
ENSMUSG00000039540	4921524L21Rik	35343
ENSMUSG00000039542	Ncam1	296791
ENSMUSG00000039543	Cfap70	58031
ENSMUSG00000039546	Ajap1	109592
ENSMUSG00000039552	Rsph4a	10912
ENSMUSG00000039555	Cylc2	33946
ENSMUSG00000039556	Ppp1r3f	16989
ENSMUSG00000039568	Ubald1	5539
ENSMUSG00000039577	Nphp4	86345
ENSMUSG00000039578	Ccser1	1202543
ENSMUSG00000039579	Grin3a	183940
ENSMUSG00000039579	Grin3a	183940
ENSMUSG00000039585	Myo9a	177972
ENSMUSG00000039585	Myo9a	177972
ENSMUSG00000039585	Myo9a	177972
ENSMUSG00000039599	Fam149b	35271
ENSMUSG00000039601	Rcan2	237218
ENSMUSG00000039607	Rbms3	1294658
ENSMUSG00000039608	Olfr303	5981
ENSMUSG00000039608	Olfr303	5981
ENSMUSG00000039611	Tmem246	13372
ENSMUSG00000039615	Stub1	2858
ENSMUSG00000039616	Mocos	47886
ENSMUSG00000039620	Trmt9b	58998
ENSMUSG00000039621	Prex1	147492
ENSMUSG00000039623	Ap5z1	14658
ENSMUSG00000039628	Hs3st6	5697
ENSMUSG00000039629	Strip2	42670
ENSMUSG00000039630	Hnrnpu	14656
ENSMUSG00000039632	Ccdc151	12765
ENSMUSG00000039633	Lonrf1	33454
ENSMUSG00000039633	Lonrf1	33454
ENSMUSG00000039634	Zfp189	10343
ENSMUSG00000039637	Coro7	53646
ENSMUSG00000039639	Kcne1	13488
ENSMUSG00000039640	Mrpl12	4454
ENSMUSG00000039646	Vasn	10863
ENSMUSG00000039648	Kyat1	20725
ENSMUSG00000039652	Cpeb3	186172
ENSMUSG00000039653	Baat	17137
ENSMUSG00000039656	Rxrb	6587
ENSMUSG00000039660	Spout1	4991
ENSMUSG00000039661	Dusp26	7578
ENSMUSG00000039662	Icmt	9896
ENSMUSG00000039670	Oxld1	1464
ENSMUSG00000039671	Zmynd8	100601
ENSMUSG00000039672	Kcne2	5742
ENSMUSG00000039676	Capsl	30012
ENSMUSG00000039676	Capsl	30012
ENSMUSG00000039678	Tbc1d13	18269
ENSMUSG00000039680	Mrps6	53959
ENSMUSG00000039682	Lap3	19319
ENSMUSG00000039683	Sdk1	974098
ENSMUSG00000039686	Zer1	27301
ENSMUSG00000039691	Tspan10	4308
