TPM_exon_exp_mean	Gene_name	label	hpa_256_tiss_ntpmtau	gtex_db_tissuegini	Total_utr_3_len	tss_dis	TF_motif_total_exons	rna_motif_total_gene_norm_len_cv	utr3_mirna_count	exon_cs_mean	tss_500bp_cs_median	V_codon_bias_sum	P_codon_bias_max	Y_codon_bias_max	A_codon_bias_median	cds_len	AT_cds_pct	AT_intron_pct	AT_tss_3kb_PTG_pct	GC_tss_4kb_PTG_pct
1.596	C1ORF167_HMEC	0	0.998	0.984	139.0	25651.0	7026.0	2.727	0.0	0.099	-0.042	72.0	37.0	7.0	34.0	4407.0	0.344	0.467	1.008	0.975
4.005	CEP192_HMEC	0	0.754	0.295	7443.0	32212.0	9863.0	1.655	74.0	1.941	0.174	27.0	7.0	6.0	3.0	1223.0	0.601	0.6	0.962	1.071
1.246	CREBRF_HMEC	0	0.858	0.297	5540.0	72581.0	9096.0	2.756	3295.0	4.111	0.402	34.0	14.0	13.0	7.5	1920.0	0.568	0.584	0.842	1.18
-9.06	CT47A7_HMEC	0	0.0	0.0	174.0	4856.0	1845.0	1.437	25.0	-0.106	-0.276	28.0	10.0	1.0	4.5	867.0	0.331	0.578	0.806	0.0
-9.06	FAM153A_HMEC	0	0.911	0.683	3501.0	174675.0	9193.0	1.765	4873.0	-0.256	0.189	28.0	6.0	3.0	2.5	933.0	0.473	0.56	0.994	0.975
-4.803	FAM90A25P_HMEC	0	0.0	0.0	0.0	99774.0	1221.0	1.84	0.0	-0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.455	1.148	0.0
4.599	GPR115_HMEC	0	0.996	0.928	811.0	41990.0	4034.0	1.331	2058.0	1.307	0.172	48.0	9.0	6.0	13.0	2088.0	0.56	0.599	0.981	1.044
-9.06	HADV36S1_HMEC	0	0.996	0.956	0.0	552927.0	551.0	4.859	0.0	0.402	0.0	8.0	1.0	2.0	2.0	340.0	0.553	0.562	0.949	1.041
0.72	HMGN2P46_HMEC	0	0.0	0.0	0.0	80529.0	3091.0	2.723	0.0	1.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.566	1.074	0.93
4.817	MCM10_HMEC	0	0.98	0.785	1945.0	63955.0	5653.0	2.059	1541.0	2.591	-0.01	39.0	19.0	8.0	13.0	2568.0	0.515	0.567	0.94	1.07
3.01	METTL21D_HMEC	0	0.668	0.24	0.0	223477.0	2433.0	2.666	1631.0	2.906	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.605	0.968	1.076
8.082	NEDD8-MDP1_HMEC	0	0.983	0.0	438.0	16299.0	2895.0	3.348	23.0	2.759	0.305	6.0	3.0	1.0	1.0	255.0	0.506	0.557	0.909	1.089
4.078	PHACTR2_HMEC	0	0.969	0.396	7497.0	96459.0	21136.0	1.758	9752.0	3.327	0.855	29.0	29.0	3.0	13.5	1905.0	0.514	0.606	1.038	0.992
-9.06	PRRG3_HMEC	0	0.772	0.684	4892.0	134578.0	9932.0	2.773	8284.0	1.306	-0.034	20.0	10.0	9.0	3.0	696.0	0.395	0.488	0.901	1.166
-1.615	RAB39A_HMEC	0	0.678	0.533	1111.0	154.0	2397.0	3.31	743.0	2.044	0.262	16.0	4.0	4.0	1.0	654.0	0.52	0.571	0.878	1.112
5.643	RIOK3_HMEC	0	0.944	0.288	1862.0	15325.0	4147.0	2.587	2148.0	4.316	-0.028	33.0	12.0	11.0	9.0	1560.0	0.588	0.583	0.896	1.091
1.025	SLFNL1_HMEC	0	0.972	0.782	510.0	29385.0	11021.0	2.28	2079.0	1.091	-0.134	32.0	8.0	1.0	8.0	1224.0	0.352	0.431	1.096	0.899
3.586	TMEM168_HMEC	0	0.753	0.274	4821.0	309403.0	16352.0	1.905	4109.0	2.912	-0.016	31.0	18.0	13.0	5.0	2094.0	0.609	0.649	0.826	1.29
-3.058	TSGA10IP_HMEC	0	0.996	0.929	24.0	25315.0	2359.0	3.133	0.0	0.776	0.114	19.0	21.0	5.0	5.0	1671.0	0.365	0.501	0.897	1.076
4.014	UTP23_HMEC	0	0.825	0.264	2843.0	10700.0	4989.0	1.356	1482.0	2.444	-0.01	16.0	6.0	2.0	2.0	750.0	0.559	0.618	0.909	1.14
-9.06	WFDC11_HMEC	0	0.997	0.998	157.0	38986.0	770.0	1.088	247.0	-0.015	0.214	6.0	4.0	2.0	1.0	264.0	0.587	0.605	1.069	0.938
1.026	ZNF286B_HMEC	0	0.0	0.0	0.0	37801.0	12309.0	2.101	0.0	0.549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.574	0.925	1.034
0.928	ZNF677_HMEC	0	0.888	0.405	1592.0	61515.0	3974.0	1.369	2714.0	0.009	-0.295	46.0	10.0	11.0	4.5	1755.0	0.626	0.611	0.929	1.129
-2.134	ZNF843_HMEC	0	0.704	0.338	2210.0	14665.0	4671.0	2.957	504.0	-0.279	-0.256	14.0	11.0	3.0	7.0	882.0	0.389	0.532	1.014	0.919
1.556	AK125684_H1-hESC	0	0.0	0.0	0.0	229055.0	4551.0	0.0	0.0	-0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.523	0.803	1.072
-0.181	ALS2CR8_H1-hESC	0	0.795	0.282	4640.0	601.0	20192.0	2.006	6919.0	2.225	0.1	53.0	23.0	10.0	8.5	2178.0	0.579	0.615	0.929	1.109
-8.817	C13ORF45_H1-hESC	0	0.0	0.0	0.0	250604.0	1884.0	1.57	0.0	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.619	0.99	1.022
-4.1	C8ORF34_H1-hESC	0	0.858	0.635	777.0	485867.0	4834.0	1.381	416.0	2.931	0.05	14.0	16.0	3.0	6.0	1284.0	0.562	0.635	1.013	1.019
-7.366	CEACAM20_H1-hESC	0	0.995	0.0	83.0	29266.0	2942.0	1.873	0.0	-0.034	-0.059	42.0	12.0	3.0	5.0	1758.0	0.444	0.552	0.935	1.088
0.0	DEFB107A_H1-hESC	0	0.0	0.0	89.0	34303.0	631.0	2.744	139.0	0.349	0.009	2.0	1.0	1.0	1.0	213.0	0.61	0.632	0.999	0.0
5.84	FAM120A_H1-hESC	0	0.681	0.244	1573.0	266742.0	12277.0	1.603	424.0	4.529	0.26	65.0	29.0	21.0	24.0	3357.0	0.433	0.58	0.816	1.162
6.101	FAM207A_H1-hESC	0	0.7	0.29	171.0	19068.0	1146.0	1.789	258.0	0.336	-0.149	13.0	9.0	1.0	4.0	693.0	0.339	0.435	1.135	0.9
3.693	FAM208A_H1-hESC	0	0.851	0.284	2906.0	126091.0	13537.0	2.443	3735.0	2.955	0.148	73.0	17.0	27.0	7.0	5013.0	0.602	0.613	0.892	1.114
3.115	FBXO33_H1-hESC	0	0.799	0.256	1848.0	198599.0	6207.0	1.743	711.0	3.764	0.15	37.0	20.0	5.0	7.0	1668.0	0.475	0.617	0.866	1.151
-12.314	GIMAP8_H1-hESC	0	0.882	0.516	1614.0	49928.0	6335.0	1.434	1023.0	-0.034	-0.288	42.0	5.0	5.0	6.0	1998.0	0.517	0.576	0.853	1.201
4.392	KIAA0040_H1-hESC	0	0.936	0.476	3729.0	124944.0	6312.0	0.974	8276.0	0.029	0.0	6.0	3.0	0.0	3.0	300.0	0.49	0.556	0.948	1.042
-8.754	KLK15_H1-hESC	0	0.994	0.946	0.0	3364.0	1352.0	2.186	1736.0	0.297	-0.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.227	LAS1L_H1-hESC	0	0.428	0.31	0.0	46053.0	11103.0	2.154	430.0	1.627	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.06	0.921
1.368	LOC286190_H1-hESC	0	0.0	0.0	0.0	798.0	8464.0	1.936	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.608	0.89	1.088
0.547	MAATS1_H1-hESC	0	0.952	0.564	2054.0	25657.0	11292.0	1.715	707.0	2.211	-0.174	48.0	16.0	18.0	15.0	2304.0	0.537	0.62	0.916	1.114
4.989	MRPL50_H1-hESC	0	0.365	0.174	2834.0	13612.0	3621.0	1.689	1866.0	0.131	-0.005	7.0	4.0	2.0	1.0	477.0	0.566	0.64	0.87	1.218
0.813	MTERF_H1-hESC	0	0.679	0.237	2666.0	616270.0	4275.0	1.324	6716.0	-0.069	-0.224	27.0	5.0	8.0	1.5	1200.0	0.618	0.624	0.925	1.092
5.766	NXT1_H1-hESC	0	0.78	0.333	308.0	264466.0	1675.0	1.868	183.0	0.976	-0.266	14.0	2.0	3.0	2.5	423.0	0.473	0.538	0.952	1.039
-1.448	PRSS30P_H1-hESC	0	0.0	0.0	0.0	12454.0	3576.0	2.14	0.0	-0.503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.418	1.113	0.0
0.0	PSG8_H1-hESC	0	1.0	0.97	0.0	16752.0	2958.0	1.486	1526.0	-0.148	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.652	0.933	0.0
4.376	RALGAPB_H1-hESC	0	0.647	0.239	3893.0	126334.0	10609.0	1.794	7024.0	4.77	0.419	105.0	54.0	23.0	25.0	4476.0	0.552	0.61	0.879	1.163
6.507	SF3A3_H1-hESC	0	0.604	0.255	1212.0	42965.0	3692.0	3.843	1445.0	4.597	0.162	39.0	8.0	2.0	2.0	1506.0	0.535	0.559	0.968	1.063
-4.73	SMCR5_H1-hESC	0	0.0	0.0	0.0	98072.0	8498.0	1.885	0.0	-0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	TLX1NB_H1-hESC	0	0.0	0.0	0.0	69138.0	2371.0	1.352	0.0	0.332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.491	0.938	1.051
3.308	TRMT10B_H1-hESC	0	0.404	0.257	1266.0	85800.0	9039.0	3.189	7591.0	2.124	-0.161	15.0	4.0	7.0	4.0	951.0	0.55	0.579	0.868	1.152
7.465	TRPC4AP_H1-hESC	0	0.398	0.202	743.0	117405.0	5173.0	2.508	1887.0	4.567	0.397	75.0	15.0	5.0	9.0	2394.0	0.485	0.575	0.899	1.124
2.896	VAC14-AS1_H1-hESC	0	0.0	0.0	0.0	64048.0	15963.0	1.538	0.0	-0.201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.472	0.905	1.08
4.592	WDR12_H1-hESC	0	0.646	0.227	6600.0	40201.0	9296.0	2.387	3072.0	4.052	-0.034	21.0	16.0	6.0	1.0	1272.0	0.568	0.609	0.958	1.074
1.373	ZNF432_H1-hESC	0	0.72	0.267	2343.0	20459.0	5206.0	2.332	3194.0	0.228	-0.114	24.0	7.0	12.0	10.0	1959.0	0.597	0.592	0.963	1.087
2.134	ZNF445_H1-hESC	0	0.533	0.28	14871.0	138895.0	35908.0	2.156	4068.0	0.378	-0.115	72.0	30.0	6.0	11.0	3096.0	0.509	0.573	1.0	0.976
1.595	ZNF519_H1-hESC	0	0.857	0.426	0.0	216917.0	9161.0	1.65	1796.0	-0.101	-0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.609	0.953	1.095
2.613	ZNF695_H1-hESC	0	0.905	0.671	1645.0	76109.0	6256.0	2.039	976.0	0.069	0.037	35.0	7.0	2.0	5.0	1548.0	0.61	0.588	0.893	1.129
-2.307	ZNF763_H1-hESC	0	0.619	0.302	1509.0	18286.0	5120.0	2.325	1517.0	-0.483	-0.354	11.0	8.0	17.0	2.0	1185.0	0.587	0.562	0.855	1.164
-2.154	C10ORF129_NHLF	0	0.993	0.757	1762.0	124713.0	2687.0	1.688	134.0	0.546	0.055	5.0	5.0	2.0	1.5	426.0	0.472	0.605	0.978	1.022
-9.68	C10ORF99_NHLF	0	0.992	0.941	529.0	34292.0	1032.0	2.227	647.0	-0.012	-0.006	6.0	3.0	0.0	1.0	246.0	0.427	0.521	1.054	0.971
-1.528	C17ORF78_NHLF	0	0.998	0.0	985.0	427060.0	4504.0	2.311	2212.0	0.682	0.24	16.0	6.0	3.0	4.0	828.0	0.541	0.571	0.963	1.041
-9.68	C1ORF65_NHLF	0	1.0	0.997	119.0	29355.0	2919.0	1.629	31.0	0.51	-0.142	25.0	16.0	4.0	5.0	1872.0	0.358	0.0	0.83	1.231
0.861	C3ORF70_NHLF	0	0.583	0.458	6170.0	340918.0	11606.0	1.888	2453.0	1.212	0.21	23.0	4.0	2.0	1.0	753.0	0.473	0.607	0.868	1.161
5.157	FAM86A_NHLF	0	0.568	0.26	1349.0	25953.0	4780.0	2.015	4516.0	1.709	-0.33	25.0	9.0	0.0	6.0	993.0	0.407	0.465	0.98	1.006
-9.68	FANCD2OS_NHLF	0	0.997	1.0	305.0	81842.0	1591.0	3.135	389.0	1.118	0.05	13.0	5.0	1.0	2.0	534.0	0.474	0.549	0.964	1.132
3.297	IFI27L1_NHLF	0	0.526	0.351	0.0	108.0	1410.0	1.778	1498.0	-0.498	-0.164	0.0	0.0	0.0	0.0	0.0	0.0	0.566	0.992	0.988
3.015	LMLN_NHLF	0	0.741	0.312	5054.0	184.0	9916.0	1.989	3847.0	3.489	0.034	50.0	22.0	15.0	8.0	1968.0	0.514	0.6	0.925	1.081
4.997	LPCAT1_NHLF	0	0.907	0.436	3891.0	78522.0	7437.0	1.425	1186.0	2.267	-0.337	42.0	15.0	3.0	6.0	1605.0	0.403	0.436	0.832	1.073
5.424	LSM14B_NHLF	0	0.654	0.25	1228.0	56593.0	3512.0	1.633	2363.0	2.944	0.012	17.0	10.0	6.0	6.0	1158.0	0.427	0.462	0.859	1.113
2.064	MARC2_NHLF	0	0.947	0.39	930.0	57959.0	2720.0	1.948	317.0	1.822	-0.126	26.0	7.0	5.0	4.0	1008.0	0.456	0.562	0.89	1.103
6.015	MSANTD3_NHLF	0	0.696	0.213	0.0	134279.0	5275.0	2.536	1920.0	1.986	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.598	0.929	1.02
6.073	RANBP3_NHLF	0	0.217	0.215	1472.0	65802.0	4540.0	1.673	4879.0	3.218	0.043	43.0	14.0	2.0	5.0	1704.0	0.41	0.476	1.003	0.998
3.501	RRNAD1_NHLF	0	0.438	0.276	208.0	33.0	4888.0	2.926	379.0	2.438	0.0	34.0	11.0	8.0	4.0	1428.0	0.397	0.525	1.019	0.973
-9.68	WFDC5_NHLF	0	1.0	0.976	281.0	14035.0	1425.0	1.59	778.0	0.666	-0.012	18.0	9.0	1.0	5.0	675.0	0.391	0.488	1.122	0.882
-9.045	WFDC5_MRG	0	1.0	0.976	281.0	14035.0	1425.0	1.59	778.0	0.666	-0.012	18.0	9.0	1.0	5.0	675.0	0.391	0.488	1.122	0.882
-9.68	WFDC8_NHLF	0	1.0	0.955	465.0	31900.0	1873.0	1.492	625.0	0.026	0.006	16.0	6.0	1.0	2.0	726.0	0.514	0.598	0.981	0.985
0.846	ZNF311_NHLF	0	0.97	0.433	0.0	81403.0	3634.0	2.29	221.0	0.147	-0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.603	0.999	0.926
-9.68	ZNF729_NHLF	0	0.998	0.986	0.0	89489.0	3528.0	2.469	0.0	-0.183	0.267	33.0	25.0	33.0	13.0	3759.0	0.637	0.614	0.884	1.159
2.22	ZNF786_NHLF	0	0.668	0.279	783.0	62056.0	4569.0	2.976	348.0	0.222	-0.191	67.0	23.0	3.0	23.0	2349.0	0.406	0.557	0.892	1.097
-0.623	C15ORF41_MRG	0	0.96	0.372	0.0	1158120.0	8016.0	1.596	8037.0	2.76	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.623	0.99	1.013
5.362	C16ORF59_MRG	0	0.846	0.53	0.0	30671.0	2061.0	1.665	230.0	-0.02	-0.268	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.919	0.943
-9.045	C1ORF177_MRG	0	0.992	0.894	480.0	4739.0	2446.0	1.774	1407.0	0.868	0.0	14.0	13.0	11.0	2.0	1245.0	0.444	0.533	0.866	1.113
-3.665	C2ORF71_MRG	0	0.964	0.543	3175.0	41093.0	9452.0	1.122	1875.0	0.564	0.389	82.0	40.0	3.0	15.0	3867.0	0.419	0.526	1.056	0.996
6.002	CMTM3_MRG	0	0.687	0.476	1256.0	24569.0	3089.0	1.584	5146.0	1.558	-0.032	6.0	8.0	4.0	5.0	549.0	0.403	0.406	0.908	1.021
-2.776	GPR126_MRG	0	0.97	0.612	2885.0	154591.0	10142.0	1.436	3278.0	2.511	-0.12	82.0	19.0	19.0	18.0	3666.0	0.583	0.646	0.878	1.163
-9.045	GSDMC_MRG	0	0.99	0.917	306.0	2050394.0	3173.0	1.607	761.0	-0.354	-0.094	32.0	7.0	5.0	2.0	1527.0	0.53	0.612	1.031	0.909
0.31	HRCT1_MRG	0	0.819	0.627	502.0	35800.0	1178.0	2.994	709.0	0.102	0.14	8.0	4.0	0.0	1.0	348.0	0.328	0.0	0.996	0.946
-1.133	LOC441178_MRG	0	0.0	0.0	0.0	371205.0	3741.0	2.011	0.0	-0.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.527	1.058	0.936
4.129	LYRM1_MRG	0	0.727	0.199	1096.0	132.0	2518.0	2.207	2569.0	1.118	0.938	7.0	2.0	4.0	1.5	324.0	0.552	0.561	0.88	1.121
2.554	METAP1D_MRG	0	0.558	0.29	2025.0	77346.0	5716.0	2.109	1717.0	3.627	0.24	27.0	7.0	4.0	4.0	1008.0	0.532	0.605	0.928	1.101
4.007	SLC35E2_MRG	0	0.0	0.0	0.0	21562.0	4618.0	2.981	2640.0	1.949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.485	0.933	1.06
-9.045	SLFN14_MRG	0	0.991	0.742	4255.0	72962.0	9190.0	2.169	4396.0	0.647	0.243	54.0	16.0	17.0	7.0	2739.0	0.552	0.589	0.979	1.019
5.362	SNRPA1_MRG	0	0.811	0.253	0.0	10977.0	2697.0	2.178	56.0	1.762	-0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.579	1.043	0.941
-9.045	SPATA31A2_MRG	0	1.0	1.0	154.0	67530.0	6637.0	1.807	11.0	-0.125	-0.025	67.0	52.0	6.0	17.0	4044.0	0.471	0.453	1.015	0.953
-1.649	STARD5_MRG	0	0.892	0.569	4204.0	141542.0	11365.0	1.593	2425.0	2.012	-0.047	16.0	4.0	2.0	2.0	642.0	0.466	0.521	1.039	0.924
4.623	TBC1D22B_MRG	0	0.586	0.247	1799.0	134.0	5184.0	2.267	1909.0	4.212	0.436	25.0	12.0	9.0	7.5	1518.0	0.501	0.57	0.986	1.0
4.673	TIMM22_MRG	0	0.521	0.17	2584.0	17352.0	4588.0	2.422	2172.0	3.269	0.108	8.0	4.0	5.0	6.0	585.0	0.439	0.542	0.993	0.962
2.527	TMEM151A_MRG	0	0.657	0.811	1012.0	2750.0	2698.0	1.703	1149.0	1.352	0.046	32.0	19.0	16.0	9.5	1407.0	0.281	0.388	1.117	1.01
3.743	ZC2HC1A_MRG	0	0.853	0.322	2273.0	149749.0	8169.0	1.729	511.0	2.657	-0.076	13.0	15.0	5.0	5.5	978.0	0.574	0.651	0.918	1.119
4.512	ZNF189_MRG	0	0.82	0.21	1006.0	232.0	4301.0	1.536	2698.0	1.131	0.038	24.0	9.0	12.0	3.5	1881.0	0.583	0.609	0.922	1.102
4.267	ZNF696_MRG	0	0.558	0.212	3153.0	16818.0	6747.0	1.684	1490.0	-0.176	-0.146	11.0	9.0	5.0	7.0	1125.0	0.3	0.475	0.969	0.993
-10.995	ACTRT2_CD34	0	1.0	1.0	84.0	219749.0	1411.0	2.069	64.0	1.766	-0.057	26.0	18.0	7.0	5.0	1134.0	0.386	0.0	0.832	1.12
-2.684	AK310228_CD34	0	0.0	0.0	0.0	33919.0	11266.0	1.367	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	1.118	0.94
0.298	BEND3_CD34	0	0.697	0.364	3518.0	86220.0	8237.0	2.868	2803.0	1.464	0.109	112.0	17.0	1.0	25.0	2487.0	0.387	0.539	0.857	1.092
7.304	C16ORF80_CD34	0	0.27	0.227	0.0	103618.0	1350.0	1.816	368.0	2.901	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.558	0.969	1.029
8.235	C19ORF43_CD34	0	0.318	0.179	588.0	10725.0	1506.0	3.025	1914.0	2.569	0.506	5.0	7.0	0.0	5.0	402.0	0.251	0.483	1.112	1.019
5.831	C6ORF25_CD34	0	0.985	0.737	1672.0	1693.0	2999.0	2.488	7342.0	0.7	0.047	12.0	9.0	2.0	1.0	714.0	0.345	0.428	0.808	1.075
-5.458	CALHM3_CD34	0	0.988	0.589	410.0	20340.0	1683.0	1.228	231.0	2.128	0.187	32.0	10.0	1.0	11.0	1035.0	0.36	0.509	0.958	1.003
5.544	DOM3Z_CD34	0	0.478	0.324	0.0	13112.0	3875.0	1.993	76.0	2.487	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.389	0.0	0.0
3.876	EFCC1_CD34	0	0.88	0.508	895.0	7188.0	4847.0	1.502	608.0	1.592	-0.058	27.0	12.0	6.0	10.0	1800.0	0.306	0.484	0.911	1.028
-10.995	FAM205A_CD34	0	1.0	0.97	180.0	19352.0	10220.0	1.473	78.0	0.634	0.064	81.0	25.0	8.0	13.0	4008.0	0.466	0.558	1.222	0.797
2.131	FDXACB1_CD34	0	0.7	0.32	867.0	7584.0	6861.0	2.628	821.0	2.277	0.064	29.0	10.0	7.0	6.0	1875.0	0.537	0.578	0.939	1.054
3.884	HELB_CD34	0	0.912	0.457	300.0	113366.0	4051.0	2.105	281.0	1.509	-0.188	71.0	21.0	12.0	13.0	3264.0	0.581	0.611	0.946	1.028
7.145	HENMT1_CD34	0	0.9	0.498	272.0	36862.0	2119.0	1.947	293.0	1.633	0.0	17.0	5.0	4.0	2.0	1182.0	0.559	0.596	0.947	1.089
4.78	KDELC1_CD34	0	0.847	0.432	0.0	28644.0	2139.0	2.14	12.0	3.421	0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.598	0.852	1.174
6.468	KHNYN_CD34	0	0.632	0.311	4559.0	285.0	11243.0	1.168	4429.0	2.034	-0.076	35.0	17.0	6.0	10.0	2037.0	0.394	0.513	0.746	1.144
5.455	LMBR1L_CD34	0	0.489	0.347	0.0	15866.0	3713.0	2.404	2011.0	3.85	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.491	0.996	0.99
5.229	LRRC47_CD34	0	0.718	0.203	2530.0	23712.0	5788.0	2.553	1642.0	2.633	0.282	42.0	18.0	2.0	11.0	1752.0	0.361	0.463	1.037	0.953
3.55	MTX3_CD34	0	0.534	0.334	6969.0	301427.0	9657.0	1.993	9609.0	3.554	-0.091	17.0	5.0	4.0	2.0	939.0	0.553	0.615	0.956	1.089
-7.451	NOBOX_CD34	0	1.0	1.0	0.0	54826.0	2836.0	2.06	504.0	0.369	-0.012	34.0	25.0	5.0	9.0	2076.0	0.404	0.515	1.228	0.746
2.095	SDR42E1_CD34	0	0.972	0.667	10257.0	232180.0	13573.0	1.193	3725.0	0.383	-0.186	38.0	7.0	3.0	4.0	1182.0	0.501	0.559	0.948	1.044
3.07	THOC3_CD34	0	0.756	0.358	741.0	171971.0	2081.0	1.7	1229.0	3.751	-0.016	26.0	9.0	2.0	6.0	984.0	0.472	0.58	0.915	1.171
5.176	TOE1_CD34	0	0.59	0.304	0.0	3591.0	5418.0	2.44	521.0	2.947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.502	0.989	1.212
-4.756	ZFR2_CD34	0	0.815	0.82	1926.0	82657.0	6401.0	2.441	1821.0	1.085	-0.321	80.0	30.0	2.0	21.0	2820.0	0.32	0.464	0.977	0.985
3.827	ZNF204P_CD34	0	0.0	0.0	0.0	47948.0	2408.0	2.275	0.0	-0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.762	C17ORF53_MSC	0	0.978	0.61	545.0	18267.0	2681.0	2.953	1826.0	2.025	-0.005	42.0	28.0	3.0	12.0	1944.0	0.443	0.508	0.946	1.028
-9.56	C4ORF40_MSC	0	1.0	0.991	4575.0	101361.0	7091.0	1.757	1251.0	0.199	0.042	2.0	0.0	0.0	1.0	81.0	0.531	0.646	1.03	0.975
2.805	DIEXF_MSC	0	0.696	0.274	6119.0	21829.0	10802.0	1.666	2884.0	2.732	-0.075	43.0	13.0	13.0	8.0	2271.0	0.531	0.595	0.975	0.992
4.277	FLAD1_MSC	0	0.417	0.216	943.0	6053.0	3575.0	4.169	616.0	2.026	0.0	30.0	15.0	9.0	10.0	1371.0	0.43	0.501	1.034	0.937
0.85	GOLGA6L9_MSC	0	0.974	0.613	0.0	80569.0	13461.0	1.551	896.0	0.331	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.462	0.983	1.028
6.538	HIATL1_MSC	0	0.74	0.268	1631.0	45924.0	5223.0	2.565	617.0	3.722	-0.03	40.0	11.0	7.0	10.0	1521.0	0.492	0.595	0.879	1.156
-9.56	KRTAP23-1_MSC	0	0.0	0.0	11.0	10912.0	311.0	5.3	0.0	0.133	0.006	12.0	2.0	0.0	2.5	198.0	0.434	0.0	0.0	0.0
-4.299	NWD1_MSC	0	0.983	0.728	7224.0	58837.0	10072.0	2.736	3866.0	1.288	0.021	8.0	6.0	4.0	1.0	540.0	0.415	0.524	0.961	1.036
5.889	PIGK_MSC	0	0.649	0.261	3386.0	351951.0	4983.0	1.368	1709.0	3.817	0.0	17.0	5.0	6.0	2.0	1188.0	0.594	0.641	0.934	1.113
5.468	RBM12_MSC	0	0.883	0.286	3600.0	14.0	25905.0	1.243	2280.0	3.093	0.308	30.0	24.0	17.0	9.0	2799.0	0.524	0.609	0.847	1.156
-9.56	S100A7L2_MSC	0	0.0	0.0	0.0	23430.0	390.0	1.691	0.0	-0.044	0.0	11.0	2.0	4.0	1.0	306.0	0.552	0.484	0.0	0.0
6.964	SRPR_MSC	0	0.86	0.278	979.0	57114.0	3359.0	1.2	1919.0	3.917	0.286	41.0	13.0	6.0	8.0	1917.0	0.484	0.54	0.975	1.024
-9.56	USP17L8_MSC	0	0.0	0.0	0.0	46917.0	3215.0	2.447	0.0	0.567	0.226	54.0	7.0	3.0	7.5	1593.0	0.488	0.0	0.0	0.0
-6.752	WDR87_MSC	0	1.0	0.977	110.0	127034.0	12830.0	2.971	66.0	0.594	0.13	139.0	56.0	43.0	24.0	8739.0	0.527	0.535	0.927	1.043
4.083	ZSWIM7_MSC	0	0.797	0.204	1488.0	25842.0	2260.0	2.773	2969.0	1.536	-0.077	8.0	2.0	1.0	1.0	423.0	0.508	0.562	0.921	1.065
5.89	MEX3C_MSC	0	0.916	0.341	1802.0	167469.0	9619.0	1.266	428.0	2.402	0.434	39.0	13.0	6.0	4.0	1980.0	0.415	0.618	0.746	1.312
-4.598	C18ORF56_MSC	0	0.0	0.0	0.0	44845.0	4074.0	1.995	162.0	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.588	1.069	0.932
5.983	AK296065_HSMM	0	0.964	0.346	160.0	314.0	7680.0	1.55	466.0	2.953	0.329	86.0	40.0	12.0	16.0	3726.0	0.37	0.408	0.978	1.023
-11.34	ANKRD20A4_HSMM	0	0.871	0.426	1385.0	3038677.0	6313.0	1.287	0.0	0.673	-0.184	48.0	10.0	13.0	13.0	2472.0	0.603	0.641	0.845	1.254
-5.792	ASPG_HSMM	0	0.992	0.833	3039.0	143170.0	5653.0	1.347	1265.0	1.085	-0.418	48.0	12.0	6.0	12.0	1722.0	0.34	0.367	1.068	0.938
-3.458	C15ORF60_HSMM	0	0.999	0.983	98.0	74205.0	1431.0	2.091	4.0	1.309	-0.11	16.0	7.0	2.0	3.0	801.0	0.481	0.617	0.916	1.126
5.397	C19ORF47_HSMM	0	0.958	0.31	2347.0	63182.0	5412.0	2.545	3371.0	2.633	0.191	20.0	8.0	1.0	10.0	1269.0	0.391	0.509	1.007	0.986
