TPM_exon_exp_mean	Gene_name	label	mca3gini	mtdtau_log	mtdroku_specificity_log	Total_utr_5_len	tss_dis	TF_motif_meanexon	TF_motif_cv_tss_3kb	TF_motif_totaltss_2kb_norm_GL	utr5_mirna_count	exon_avg_CS_median	R_codon_bias_median_trans	AT_transcript_pct	GC_intron_pct	AT_intron_pct	GC_tss_2kb_pct
4.69	Grpel2	0	0.278	0.23	0.071	25.0	18688.0	0.517	3.367	0.038	19.0	1.01	17.0	0.547	0.45	0.55	0.465
-0.857	Gpr15lg	0	0.791	0.735	0.0	0.0	15675.0	0.098	2.041	0.031	103.0	-0.04	7.0	0.543	0.455	0.545	0.458
2.447	Gpalpp1	0	0.174	0.0	0.0	57.0	99895.0	0.821	1.917	0.039	98.0	1.14	22.0	0.579	0.419	0.581	0.45
-14.069	Gm6268	0	1.0	0.075	0.0	322.0	72927.0	0.156	1.892	0.124	0.0	-0.04	5.0	0.567	0.394	0.606	0.429
-10.002	Gm5591	0	0.997	0.127	0.0	133.0	256770.0	0.568	2.703	0.04	42.0	0.03	4.0	0.581	0.399	0.601	0.407
0.0	Gm11437	0	0.997	0.467	0.0	93.0	37876.0	0.232	2.854	0.029	180.0	0.4	15.0	0.56	0.438	0.562	0.421
4.581	Glt8d1	0	0.274	0.423	0.062	69.0	50023.0	0.241	2.266	0.077	936.0	1.3	14.0	0.55	0.452	0.548	0.488
-4.97	Gimap8	0	0.71	0.677	0.079	76.0	20597.0	0.556	2.087	0.036	276.0	-0.02	10.0	0.572	0.432	0.568	0.483
-2.021	Gfod1	0	0.416	0.693	0.105	676.0	132671.0	1.28	2.247	0.005	297.0	0.32	139.0	0.525	0.472	0.528	0.564
1.871	Gdpgp1	0	0.347	0.364	0.125	352.0	51.0	0.778	1.905	0.105	203.0	0.13	12.0	0.534	0.438	0.562	0.494
-0.78	Garem2	0	0.878	0.0	0.0	132.0	31579.0	0.449	2.57	0.08	45.0	1.55	37.0	0.447	0.525	0.475	0.55
2.264	Flad1	0	0.22	0.227	0.156	225.0	9077.0	0.665	2.048	0.033	401.0	1.2	13.0	0.504	0.483	0.517	0.458
4.62	Fdxacb1	0	0.123	0.323	0.083	49.0	15881.0	1.02	1.615	0.259	66.0	0.98	7.0	0.558	0.414	0.586	0.455
1.713	Fbxo33	0	0.378	0.4	0.129	247.0	123926.0	0.794	3.153	0.034	0.0	1.94	22.0	0.593	0.393	0.607	0.515
5.311	Fbxl6	0	0.181	0.376	0.126	0.0	3380.0	0.242	1.429	0.276	51.0	0.78	12.0	0.414	0.562	0.438	0.592
-5.381	Fancd2os	0	0.988	0.0	0.0	199.0	69034.0	0.202	1.886	0.091	213.0	0.49	6.0	0.547	0.442	0.558	0.462
-0.047	Fam90a1b	0	0.0	0.0	0.0	775.0	2207.0	0.675	3.33	0.126	1234.0	0.45	14.0	0.594	0.389	0.611	0.475
-4.432	Fam24a	0	1.0	0.0	0.0	168.0	4347.0	0.248	2.174	0.467	17.0	0.09	3.0	0.551	0.465	0.535	0.43
-3.788	Fam222a	0	0.604	0.669	0.099	456.0	123722.0	0.435	4.34	0.012	114.0	0.69	94.0	0.46	0.534	0.466	0.574
3.901	Fam207a	0	0.21	0.232	0.133	46.0	97515.0	0.71	3.827	0.013	65.0	0.36	37.0	0.491	0.504	0.496	0.536
-2.747	Fam205a4	0	0.0	0.0	0.0	63.0	24459.0	0.536	1.834	0.082	923.0	0.25	8.0	0.513	0.439	0.561	0.436
6.838	Fam122a	0	0.203	0.225	0.112	0.0	196751.0	0.289	2.089	1.436	113.0	1.96	4.0	0.406	0.0	0.0	0.485
-0.123	Fam120a	0	0.402	0.163	0.222	190.0	96898.0	1.023	3.925	0.008	29.0	2.63	69.0	0.561	0.435	0.565	0.558
-5.618	Exph5	0	0.748	0.784	0.142	64.0	53616.0	0.672	1.889	0.008	36.0	0.73	55.0	0.57	0.426	0.574	0.449
1.34	Efcc1	0	0.57	0.643	0.084	0.0	8091.0	0.35	3.12	0.014	258.0	0.7	40.0	0.494	0.494	0.506	0.537
3.993	Eef2kmt	0	0.192	0.0	0.0	48.0	22363.0	0.429	1.688	0.032	34.0	0.73	22.0	0.484	0.51	0.49	0.509
5.785	Dxo	0	0.168	0.0	0.0	231.0	73.0	0.163	2.297	0.429	670.0	1.07	7.0	0.4	0.602	0.398	0.566
-6.083	Dnajb8	0	1.0	0.505	0.0	0.0	28994.0	0.094	1.711	0.013	346.0	0.4	28.0	0.464	0.535	0.465	0.549
-0.123	Defb19	0	0.963	0.344	0.0	66.0	7569.0	0.059	3.124	0.088	215.0	0.29	4.0	0.52	0.476	0.524	0.485
-4.97	Defb13	0	0.0	0.0	0.0	30.0	8410.0	0.096	2.48	0.216	224.0	0.12	4.0	0.549	0.443	0.557	0.437
2.118	Dcp2	0	0.199	0.564	0.102	108.0	46453.0	1.532	2.425	0.012	131.0	2.07	46.0	0.565	0.437	0.563	0.466
-10.002	Dcaf8l	0	0.984	0.093	0.0	1521.0	1294044.0	2.817	3.813	0.432	1964.0	0.23	7.0	0.582	0.407	0.593	0.38
0.609	Dcaf10	0	0.274	0.325	0.113	68.0	44974.0	1.487	2.648	0.035	57.0	2.0	31.0	0.603	0.386	0.614	0.492
-0.455	Crybg3	0	0.431	0.568	0.055	87.0	129205.0	1.371	3.43	0.005	44.0	1.34	121.0	0.57	0.426	0.574	0.49
-0.119	Crebrf	0	0.346	0.426	0.1	313.0	52419.0	1.377	4.324	0.021	297.0	2.35	42.0	0.599	0.402	0.598	0.51
6.075	Cmtm3	0	0.341	0.47	0.09	156.0	18364.0	0.302	2.274	0.074	625.0	1.02	12.0	0.472	0.527	0.473	0.551
3.593	Chpf2	0	0.287	0.356	0.077	1298.0	9273.0	0.78	2.394	0.041	1780.0	1.0	13.0	0.433	0.528	0.472	0.514
0.324	Cfap91	0	0.826	0.868	0.0	367.0	47319.0	0.35	2.927	0.011	0.0	1.07	64.0	0.555	0.44	0.56	0.442
-1.069	Cfap45	0	0.852	0.0	0.0	136.0	20997.0	0.268	2.608	0.016	54.0	1.13	38.0	0.515	0.48	0.52	0.488
3.697	Cfap36	0	0.523	0.0	0.0	281.0	74520.0	0.431	2.308	0.019	248.0	1.37	12.0	0.614	0.382	0.618	0.474
5.3	Cfap20	0	0.228	0.0	0.0	299.0	82602.0	0.215	2.585	0.033	363.0	2.41	22.0	0.534	0.461	0.539	0.472
-1.594	Cfap157	0	0.932	0.0	0.0	42.0	8643.0	0.338	1.64	0.083	16.0	0.57	11.0	0.485	0.507	0.493	0.488
-1.775	Cep192	0	0.294	0.579	0.143	258.0	25231.0	1.259	2.309	0.006	94.0	0.81	57.0	0.592	0.404	0.596	0.465
-1.039	Ceacam20	0	0.976	0.464	0.0	77.0	14655.0	0.61	2.115	0.021	89.0	0.05	22.0	0.546	0.447	0.553	0.488
-4.97	Ceacam2	0	0.934	0.889	0.37	94.0	62254.0	2.625	1.795	0.05	2034.0	0.05	19.0	0.558	0.437	0.563	0.494
-1.712	Cdin1	0	0.242	0.49	0.151	170.0	926751.0	0.491	2.647	0.003	458.0	2.24	124.0	0.594	0.405	0.595	0.41
-9.452	Cdh7	0	0.881	0.266	0.0	788.0	2392704.0	1.125	3.578	0.007	1611.0	1.95	62.0	0.65	0.348	0.652	0.46
-2.518	Ccdc73	0	0.405	0.829	0.235	192.0	36447.0	0.675	2.489	0.004	309.0	1.28	60.0	0.619	0.381	0.619	0.401
-6.81	Ccdc185	0	1.0	0.0	0.0	59.0	184169.0	0.327	2.018	0.186	90.0	0.18	8.0	0.414	0.0	0.0	0.53
-10.002	Ccdc178	0	0.991	0.222	0.0	311.0	516724.0	0.503	2.663	0.001	103.0	0.35	195.0	0.617	0.383	0.617	0.414
-0.849	Carf	0	0.294	0.599	0.081	390.0	338.0	0.358	3.183	0.03	191.0	1.28	36.0	0.606	0.391	0.609	0.447
-2.747	Calhm3	0	0.0	0.0	0.0	0.0	13510.0	0.121	4.912	0.094	0.0	1.16	6.0	0.503	0.479	0.521	0.494
1.937	Cables2	0	0.243	0.248	0.152	42.0	16120.0	0.41	1.925	0.028	3.0	1.54	25.0	0.471	0.526	0.474	0.569
-7.236	Brinp3	0	0.832	0.0	0.0	1370.0	1719324.0	0.747	3.168	0.001	492.0	2.53	196.0	0.652	0.347	0.653	0.399
-2.747	Bend3	0	0.285	0.594	0.188	555.0	257231.0	1.163	4.146	0.02	84.0	1.09	64.0	0.513	0.476	0.524	0.568
6.362	Atg101	0	0.172	0.0	0.0	342.0	30003.0	0.176	1.886	0.052	386.0	0.93	9.0	0.501	0.48	0.52	0.496
1.727	Aspg	0	0.881	0.684	0.105	214.0	125361.0	0.448	1.735	0.017	127.0	0.74	30.0	0.432	0.566	0.434	0.544
-8.386	Armh1	0	0.0	0.0	0.0	332.0	69278.0	0.275	2.172	0.036	316.0	0.9	41.0	0.527	0.47	0.53	0.501
2.619	Arl10	0	0.302	0.388	0.164	81.0	9579.0	0.093	1.853	0.049	74.0	1.01	15.0	0.475	0.507	0.493	0.525
-7.407	Apol6	0	0.779	0.713	0.0	189.0	96527.0	0.46	3.139	0.163	435.0	-0.09	13.0	0.496	0.495	0.505	0.502
-3.384	Adgrg6	0	0.637	0.0	0.0	122.0	578658.0	1.064	3.181	0.003	810.0	1.31	94.0	0.609	0.389	0.611	0.484
-0.658	Adgrf4	0	0.765	0.0	0.0	244.0	80889.0	0.442	3.407	0.02	660.0	0.59	33.0	0.578	0.418	0.582	0.443
-7.311	Adgrb3	0	0.87	0.0	0.0	263.0	1150782.0	0.964	3.113	0.001	882.0	2.92	456.0	0.624	0.375	0.625	0.49
-2.747	Actrt2	0	1.0	0.368	0.0	191.0	31001.0	0.228	2.336	0.208	158.0	0.71	4.0	0.437	0.0	0.0	0.527
-2.234	A830018L16Rik	0	0.707	0.776	0.0	465.0	420640.0	0.501	2.617	0.001	2722.0	1.71	312.0	0.614	0.386	0.614	0.461
2.27	9130023H24Rik	0	0.236	0.46	0.072	613.0	675.0	0.565	1.582	0.291	453.0	0.06	10.0	0.51	0.0	0.0	0.531
2.999	5730455P16Rik	0	0.218	0.49	0.073	54.0	77123.0	0.937	2.551	0.023	56.0	1.37	17.0	0.563	0.441	0.559	0.468
-4.97	4930523C07Rik	0	0.529	0.523	0.056	608.0	520615.0	0.885	1.986	0.012	709.0	0.13	26.0	0.555	0.441	0.559	0.487
4.565	4833420G17Rik	0	0.193	0.284	0.079	447.0	33846.0	0.348	1.96	0.015	1974.0	1.04	32.0	0.588	0.406	0.594	0.435
-1.229	2610028H24Rik	0	0.968	0.0	0.0	179.0	6294.0	0.409	2.829	0.03	352.0	0.38	13.0	0.51	0.479	0.521	0.504
1.521	2510009E07Rik	0	0.5	0.455	0.074	261.0	271548.0	0.852	2.843	0.013	282.0	0.32	45.0	0.563	0.432	0.568	0.513
2.281	2310022A10Rik	0	0.187	0.393	0.126	199.0	14.0	0.457	1.741	0.04	506.0	1.38	32.0	0.505	0.487	0.513	0.485
